mention_week,median_tone,median_impact,mentions_count
2024-05-20,-5.37634408602151,-8.0,9
2024-05-20,-5.18518518518518,-2.0,14
2024-05-20,-5.15970515970516,-8.0,39
2024-05-13,-1.6260162601626,-9.0,10
2024-05-13,-7.77537796976242,-10.0,6
2024-05-06,-9.57446808510636,-10.0,7
2024-05-06,-6.69371196754564,-2.0,17
2024-05-06,-1.23456790123457,-10.0,8
2024-05-06,-5.65656565656565,-10.0,7
2024-04-29,-7.52212389380531,-5.0,7
2024-04-29,-7.73195876288659,-4.0,17
2024-04-29,-7.35294117647059,-10.0,50
2024-04-29,-7.54257907542579,-10.0,11
2024-04-29,-7.73195876288659,-10.0,8
2024-04-29,-7.28813559322034,-2.0,37
2024-04-29,-6.45994832041344,-2.0,11
2024-04-29,-10.091743119266,-2.0,7
2024-04-29,-6.5,-5.0,24
2024-04-29,-9.92063492063492,-9.0,6
2024-04-29,-9.3812375249501,-2.0,7
2024-04-29,-3.18725099601594,-2.0,6
2024-04-29,-8.23529411764706,-2.0,6
2024-04-29,-3.04347826086957,-10.0,6
2024-04-29,-10.091743119266,-5.0,10
2024-04-29,-7.65306122448979,-4.0,9
2024-04-29,-6.02739726027398,-10.0,6
2024-04-29,-7.48792270531401,-2.0,19
2024-04-29,-6.72645739910314,-10.0,11
2024-04-29,-5.28967254408061,-2.0,39
2024-04-29,-4.72779369627507,-2.0,9
2024-04-29,-3.97805212620027,-4.0,6
2024-04-29,-4.86008836524301,-4.0,7
2024-04-29,-5.47945205479452,-10.0,6
2024-04-29,-2.60416666666667,-6.5,8
2024-04-29,-5.94405594405594,-10.0,16
2024-04-29,-7.39856801909308,-10.0,48
2024-04-29,-10.6430155210643,-5.0,8
2024-04-29,-4.86008836524301,-2.0,21
2024-04-29,-7.45920745920746,-10.0,17
2024-04-22,-9.62566844919786,-2.0,26
2024-04-22,-9.52380952380948,-2.0,6
2024-04-22,-7.0902394106814,-10.0,8
2024-04-22,-6.32688927943761,-8.0,8
2024-04-22,-2.85714285714286,-5.0,10
2024-04-22,-6.30630630630631,-5.0,17
2024-04-22,-9.57446808510636,-10.0,23
2024-04-22,-8.9430894308943,-2.0,7
2024-04-22,-5.24861878453039,-4.0,12
2024-04-22,-8.92857142857144,-10.0,14
2024-04-22,-9.1334894613583,-9.0,6
2024-04-22,-7.96252927400468,-10.0,18
2024-04-22,-9.62566844919786,-10.0,92
2024-04-22,-6.32911392405064,-10.0,21
2024-04-22,-6.32688927943761,-8.0,8
2024-04-22,-9.43025540275049,-10.0,6
2024-04-22,-6.32688927943761,-8.0,8
2024-04-22,-6.32688927943761,-8.0,8
2024-04-22,-7.0902394106814,-10.0,38
2024-04-22,-8.22222222222223,-10.0,16
2024-04-22,-8.12064965197216,-4.4,9
2024-04-22,-9.68342644320301,-10.0,8
2024-04-22,-6.32688927943761,-8.0,8
2024-04-22,-0.65766701280719,-10.0,10
2024-04-22,-4.66666666666666,-9.0,7
2024-04-22,-6.80628272251309,-10.0,23
2024-04-22,-7.97872340425531,-10.0,10
2024-04-22,-9.68342644320301,-10.0,12
2024-04-22,-6.32688927943761,-8.0,8
2024-04-22,-7.96252927400468,-4.0,108
2024-04-22,-7.94392523364486,-2.0,11
2024-04-22,-8.9430894308943,-10.0,8
2024-04-22,-10.0580270793037,-2.0,19
2024-04-22,-6.23556581986143,-10.0,10
2024-04-22,-9.2140921409214,-10.0,8
2024-04-22,-10.4325699745547,-10.0,16
2024-04-22,-3.24909747292418,-2.0,6
2024-04-22,-1.90114068441065,-5.0,7
2024-04-15,-3.65535248041776,-2.0,9
2024-04-15,-1.73010380622837,-5.0,6
2024-04-15,-8.33333333333333,-5.0,10
2024-04-15,0.21834061135372,-5.0,12
2024-04-15,-5.35714285714285,-5.0,6
2024-04-15,-10.3789126853377,-6.5,6
2024-04-15,-3.43839541547278,-2.0,45
2024-04-15,-5.70175438596491,-5.0,16
2024-04-15,-8.51063829787234,-5.0,7
2024-04-15,-6.20689655172413,-5.0,6
2024-04-15,-6.66666666666666,-5.0,6
2024-04-15,-3.8781163434903,-5.0,7
2024-04-15,-5.45454545454545,-2.0,10
2024-04-08,-8.20443846671153,-10.0,8
2024-04-08,-4.58715596330275,-10.0,6
2024-04-08,-4.34782608695653,-10.0,9
2024-04-08,-4.296875,-10.0,15
2024-04-08,-4.296875,-10.0,15
2024-04-08,-4.58715596330275,-10.0,6
2024-04-08,-4.34782608695653,-10.0,9
2024-04-01,-6.63615560640732,-10.0,13
2024-03-25,-6.91056910569106,-2.0,6
2024-03-25,-2.11267605633803,-6.5,10
2024-03-25,-4.39024390243903,-7.2,10
2024-03-25,1.1605415860735,-6.5,9
2024-03-18,-8.06451612903225,-10.0,22
2024-03-18,-6.60592255125283,-8.0,8
2024-03-18,-8.94495412844037,-10.0,9
2024-03-18,-1.57170923379175,-10.0,6
2024-03-18,-1.95758564437195,-4.0,10
2024-03-18,-4.0625,-9.0,7
