mention_week,median_tone,median_impact,mentions_count
2022-08-01,3.55555555555555,-9.5,12
2022-08-01,-2.82131661442006,-7.0,16
2022-08-01,-5.42372881355932,-10.0,30
2022-08-01,-4.76190476190476,-2.0,47
2022-08-01,-7.82312925170068,-10.0,6
2022-08-01,-5.89159465828751,-5.0,198
2022-08-01,-1.97568389057751,-9.5,12
2022-08-01,-5.36912751677852,-10.0,25
2022-08-01,-2.6595744680851,-9.5,9
2022-08-01,-6.76328502415459,-4.0,10
2022-08-01,-7.5,-10.0,8
2022-08-01,-1.10864745011087,-10.0,9
2022-08-01,-3.23624595469256,-5.0,10
2022-08-01,-5.69395017793594,-2.0,7
2022-08-01,-7.3440643863179,-4.0,6
2022-08-01,-3.0060120240481,-4.0,26
2022-08-01,-3.68589743589743,-5.0,15
2022-08-01,-8.92857142857141,-5.0,48
2022-08-01,-2.89672544080605,-4.0,26
2022-08-01,-5.88690937257939,-2.0,10
2022-08-01,-4.44444444444445,-4.4,17
2022-08-01,0.75187969924812,-5.0,11
2022-08-01,-4.38276113951789,-5.0,18
2022-08-01,-4.83870967741935,-5.0,16
2022-08-01,-4.88406512086827,-5.0,10
2022-08-01,-6.19047619047619,-9.5,22
2022-08-01,-5.74257425742575,-10.0,6
2022-08-01,-5.67901234567902,-5.0,49
2022-08-01,0.18796992481203,-10.0,6
2022-08-01,0.28449502133713,-5.0,9
2022-08-01,-7.14940421631531,-6.5,16
2022-08-01,-4.81927710843373,-9.5,6
2022-08-01,-1.28755364806867,-5.0,597
2022-08-01,-0.67340067340067,-5.0,444
2022-08-01,-2.94351630867144,-5.0,16
2022-08-01,-5.0251256281407,-5.0,6
2022-08-01,-4.44078947368421,-10.0,7
2022-08-01,-4.32079577245881,-2.0,8
2022-08-01,-4.32692307692308,-5.0,6
2022-08-01,-8.42105263157895,-2.0,12
2022-08-01,-1.65016501650165,-4.0,11
2022-08-01,-7.60869565217391,-10.0,8
2022-08-01,-5.42907180385289,-2.0,16
2022-08-01,-5.90717299578059,-5.0,6
2022-08-01,-6.2015503875969,-4.0,6
2022-08-01,-4.18899171943497,-2.0,7
2022-08-01,0.13315579227697,-9.0,36
2022-08-01,-4.95049504950495,-5.0,256
2022-08-01,-1.74002047082907,-2.0,6
2022-08-01,-6.54205607476635,-5.0,9
2022-08-01,-1.90156599552572,-5.0,19
2022-08-01,-4.47761194029851,-9.0,7
2022-08-01,-8.49056603773585,-2.0,9
2022-08-01,-6.40243902439025,-5.0,6
2022-08-01,-6.2111801242236,-5.0,6
2022-08-01,-3.0,-5.0,6
2022-08-01,-3.59375,-5.0,13
2022-08-01,-4.63510848126232,-10.0,6
2022-08-01,-3.72340425531915,-10.0,10
2022-08-01,-4.61192350956131,-5.0,13
2022-08-01,-1.68269230769231,-2.0,17
2022-08-01,5.88235294117647,-2.0,7
2022-08-01,-4.26829268292683,-2.0,6
2022-08-01,3.13725490196078,-4.0,19
2022-08-01,0.80385852090032,-10.0,14
2022-08-01,-4.32079577245881,-2.0,7
2022-08-01,-9.09090909090909,-5.0,31
2022-08-01,-7.69230769230769,-10.0,10
2022-08-01,-7.31707317073171,-5.0,14
2022-08-01,-4.71698113207547,-2.0,8
2022-08-01,-4.91803278688525,-5.0,10
2022-08-01,-1.92307692307693,-5.0,10
2022-08-01,-2.81081081081081,-4.4,8
2022-08-01,-5.84795321637427,-6.5,12
2022-08-01,0.24875621890547,-10.0,20
2022-08-01,-1.8348623853211,-5.0,13
2022-08-01,-4.11449016100179,-5.0,16
2022-08-01,-2.30326295585412,-4.0,8
2022-08-01,1.15785411038209,-5.0,8
2022-08-01,-0.66666666666667,-4.0,18
2022-08-01,-5.67375886524822,-9.5,12
2022-08-01,-4.83870967741935,-5.0,11
2022-08-01,0.19455252918288,-4.0,21
2022-08-01,-9.45017182130588,-2.0,6
2022-08-01,-6.39658848614072,-5.0,7
2022-08-01,0.89171974522293,-9.5,6
2022-08-01,-9.22818791946304,-5.0,15
2022-08-01,-4.81927710843373,-7.5,39
2022-07-25,-3.37078651685393,-10.0,20
2022-07-25,-7.44186046511628,-5.0,6
2022-07-25,-4.51127819548872,-4.0,6
2022-07-25,-2.23642172523961,-4.4,22
2022-07-25,-3.34029227557411,-4.4,216
2022-07-25,-7.13391739674593,-9.0,6
2022-07-25,-4.62809917355372,-10.0,6
2022-07-25,-2.38568588469185,-2.0,6
2022-07-25,-9.45709281961475,-2.0,30
2022-07-25,-3.3175355450237,-5.0,19
2022-07-25,-8.62068965517242,-9.5,28
2022-07-25,0.37174721189591,-2.0,16
2022-07-25,-1.81488203266787,-2.0,18
2022-07-25,-2.50481695568401,-4.0,7
2022-07-25,-2.96610169491526,-5.0,10
2022-07-25,-2.38568588469185,-2.0,6
2022-07-25,-8.61372812920589,-5.0,9
2022-07-25,-6.77966101694916,-2.0,13
2022-07-25,-5.16795865633075,-2.0,6
2022-07-25,-6.40243902439024,-2.0,12
2022-07-25,-7.87671232876714,-10.0,9
2022-07-25,-1.70648464163823,-6.5,17
2022-07-25,-3.09278350515464,-7.5,21
2022-07-25,-7.8125,-9.0,8
2022-07-25,-1.15321252059308,-5.0,393
2022-07-25,-2.89855072463769,-2.0,10
2022-07-25,-2.53807106598985,-5.0,170
2022-07-25,-8.57142857142858,-10.0,24
2022-07-25,-4.38397581254724,-2.0,19
2022-07-25,-0.9009009009009,-10.0,7
2022-07-25,-0.31645569620253,-4.0,6
2022-07-25,-4.33070866141732,-5.0,10
2022-07-25,-6.40243902439024,-2.0,11
2022-07-25,-4.82758620689655,-5.0,28
2022-07-25,-2.38568588469185,-2.0,6
2022-07-25,-5.5765595463138,-10.0,17
2022-07-25,-4.34451219512195,-10.0,7
2022-07-25,-3.87409200968523,-5.0,42
2022-07-25,-5.97014925373134,-5.0,26
2022-07-25,-2.38568588469185,-2.0,12
2022-07-25,-1.78571428571428,-5.0,7
2022-07-25,-5.88235294117647,-5.0,17
2022-07-25,-1.56918687589158,-4.0,211
2022-07-25,-7.9059829059829,-5.0,6
2022-07-25,-1.41065830721003,-4.0,7
2022-07-25,-0.29069767441861,-5.0,28
2022-07-25,-2.27920227920228,-5.0,15
2022-07-25,-4.77386934673366,-4.0,22
2022-07-25,-1.31233595800525,-9.0,8
2022-07-25,-0.88495575221239,-4.0,10
2022-07-25,0.44247787610619,-4.0,7
2022-07-25,-1.97461212976023,-2.0,8
2022-07-25,-1.71919770773639,-2.0,6
2022-07-25,-3.98773006134969,-5.0,8
2022-07-25,-4.40677966101695,-5.0,50
2022-07-25,-0.28818443804034,-4.0,11
2022-07-25,0.46403712296983,-10.0,11
2022-07-25,-1.14777618364419,-5.0,7
2022-07-25,0.25188916876575,-5.0,8
2022-07-25,-6.10687022900764,-5.0,32
2022-07-25,-2.98507462686567,-5.0,10
2022-07-25,-1.15163147792706,-10.0,9
2022-07-25,-3.5538005923001,-2.0,11
2022-07-25,-5.25525525525526,-5.0,11
2022-07-25,-7.09382151029748,-5.0,24
2022-07-25,-1.58045977011494,-2.0,25
2022-07-25,-2.01207243460765,-5.0,600
2022-07-25,-11.8081180811808,-2.0,6
2022-07-25,-0.49019607843137,-2.0,26
2022-07-25,-9.96015936254983,-5.0,6
2022-07-25,0.64935064935065,-4.0,7
2022-07-25,4.29042904290429,-2.0,60
2022-07-25,-4.7244094488189,-5.0,7
2022-07-25,-8.25688073394495,-9.0,6
2022-07-25,-3.66300366300366,-5.0,14
2022-07-25,-3.98126463700234,-4.0,38
2022-07-25,-6.56028368794326,-5.0,6
2022-07-25,-5.78661844484629,-5.0,6
2022-07-25,-3.15789473684211,-5.0,14
2022-07-25,-2.37859266600595,-2.0,10
2022-07-25,-7.03883495145631,-5.0,8
2022-07-25,-7.33249051833122,-5.0,20
2022-07-25,-1.30293159609121,-7.0,12
2022-07-25,-9.31458699472757,-2.0,28
2022-07-25,-2.7972027972028,-5.0,9
2022-07-25,-2.92397660818713,-5.0,25
2022-07-25,-2.50965250965251,-4.4,11
2022-07-25,-0.769230769230759,-5.0,19
2022-07-25,-3.30275229357798,-5.0,7
2022-07-25,-2.39234449760765,-4.0,25
2022-07-25,-2.33516483516484,-5.0,12
2022-07-25,-6.27306273062731,-9.5,17
2022-07-25,-4.62809917355372,-10.0,6
2022-07-25,-1.53256704980843,-10.0,6
2022-07-25,-2.38568588469185,-2.0,12
2022-07-25,-4.6242774566474,-5.0,15
2022-07-25,-7.9059829059829,-5.0,7
2022-07-25,-2.38568588469185,-2.0,8
2022-07-25,-0.83120204603581,-5.0,54
2022-07-25,-2.12121212121212,-4.0,19
2022-07-25,0.790513833992089,-5.0,89
2022-07-25,-3.2258064516129,-2.0,17
2022-07-25,-2.38568588469185,-2.0,13
2022-07-25,-3.0820033021464,-10.0,6
2022-07-25,-3.79746835443038,-2.0,11
2022-07-25,-9.17926565874727,-2.0,8
2022-07-25,-1.56918687589158,-2.0,15
2022-07-25,-3.34029227557411,-5.0,119
2022-07-25,-7.84982935153584,-2.0,10
2022-07-25,-10.1818181818182,-9.5,9
2022-07-25,-6.40495867768595,-10.0,8
2022-07-18,-0.98894706224549,-6.5,47
2022-07-18,-2.92812777284827,-7.0,20
2022-07-18,-3.87096774193548,-4.0,12
2022-07-18,-0.85714285714285,-2.0,14
2022-07-18,-2.0,-6.5,19
2022-07-18,-1.73661360347322,-4.0,24
2022-07-18,-2.33208955223881,-4.0,64
2022-07-18,-0.57803468208093,-4.0,7
2022-07-18,-0.90909090909091,-4.0,13
2022-07-18,-1.05708245243129,-4.0,48
2022-07-18,-1.03492884864166,-5.0,10
2022-07-18,-3.32103321033211,-2.0,13
2022-07-18,-2.3342670401494,-4.0,6
2022-07-18,1.07095046854083,-4.0,6
2022-07-18,-2.28426395939086,-4.0,13
2022-07-18,-2.06185567010309,-10.0,8
2022-07-18,-2.05128205128205,-4.4,31
2022-07-18,-4.67625899280575,-5.6,15
2022-07-18,-1.76767676767677,-5.0,881
2022-07-18,0.0,-4.0,22
2022-07-18,0.0,-4.0,19
2022-07-18,1.40845070422535,-4.0,52
2022-07-18,-1.5748031496063,-4.0,61
2022-07-18,-3.23741007194245,-10.0,8
2022-07-18,-1.16618075801749,-10.0,44
2022-07-18,-1.37614678899082,-4.0,8
2022-07-18,0.0,-4.0,8
2022-07-18,-2.59259259259259,-4.0,7
2022-07-18,-1.26582278481012,-4.0,6
2022-07-18,-3.94366197183099,-4.0,12
2022-07-18,-4.8661800486618,-5.0,53
2022-07-18,-3.23741007194245,-4.0,8
2022-07-18,-3.28947368421053,-8.0,6
2022-07-18,-0.84226646248086,-4.0,90
2022-07-18,-0.92678405931418,-2.0,18
2022-07-18,-2.22513089005236,-2.0,44
2022-07-18,-4.18604651162791,-4.0,10
2022-07-18,-6.266318537859,-5.0,11
2022-07-18,-0.64987814784728,-10.0,6
2022-07-18,-2.3452157598499,-2.0,14
2022-07-18,-1.39017608897127,-5.0,15
2022-07-18,-2.38095238095238,-8.0,6
2022-07-18,-5.12820512820513,-10.0,6
2022-07-18,-1.88383045525903,-5.8,245
2022-07-18,-0.95238095238096,-4.4,28
2022-07-18,-1.11731843575419,-4.0,14
2022-07-18,-1.97132616487455,-4.0,78
2022-07-18,-0.59171597633136,-6.5,7
2022-07-18,-4.46428571428571,-7.0,6
2022-07-18,-0.75075075075075,-4.0,41
2022-07-18,1.40845070422535,-4.0,53
2022-07-18,-3.40136054421769,-10.0,328
2022-07-18,-6.44599303135888,-10.0,10
2022-07-18,-6.44599303135888,-10.0,16
2022-07-18,-2.3452157598499,-5.0,11
2022-07-18,-1.11358574610245,-4.0,79
2022-07-18,-2.29568411386594,-5.0,341
2022-07-18,-1.41176470588235,-4.0,48
2022-07-18,-0.6993006993007,-2.0,12
2022-07-18,-3.84615384615385,-5.0,8
2022-07-18,-1.1070110701107,-2.0,13
2022-07-18,-6.44599303135888,-10.0,15
2022-07-18,-2.84552845528455,-4.0,7
2022-07-18,0.0,-4.0,7
2022-07-18,-1.09649122807017,-4.4,6
2022-07-18,1.25786163522013,-10.0,120
2022-07-18,2.46085011185682,-4.4,10
2022-07-18,-2.3342670401494,-4.0,6
2022-07-18,-1.76470588235294,-4.0,19
2022-07-18,-1.33928571428572,-7.0,9
2022-07-18,-0.51679586563307,-2.0,26
2022-07-18,-1.16959064327485,-10.0,22
2022-07-18,0.0,-4.0,48
2022-07-18,-2.57879656160458,-4.0,66
2022-07-18,-1.12359550561797,-10.0,28
2022-07-18,-0.63025210084034,-4.0,24
2022-07-18,-6.44599303135888,-10.0,15
2022-07-18,-0.24096385542168,-7.0,29
2022-07-18,-3.87096774193548,-4.0,15
2022-07-18,-8.84353741496599,-5.0,14
