mention_week,conflict_country_name,conflict_continent,material_conflict_mentions,google_search
2017-04-10,United States,North America,283550,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-04-10+before:2017-04-17
2017-04-10,Syria,Asia,126132,https://www.google.com/search?q=site:apnews.com+Syria+news+after:2017-04-10+before:2017-04-17
2017-04-10,Russia,Europe,54353,https://www.google.com/search?q=site:npr.org+Russia+news+after:2017-04-10+before:2017-04-17
2017-04-10,Afghanistan,Asia,34434,https://www.google.com/search?q=site:reuters.com+Afghanistan+news+after:2017-04-10+before:2017-04-17
2017-04-10,Israel,Asia,32669,https://www.google.com/search?q=site:npr.org+Israel+news+after:2017-04-10+before:2017-04-17
2017-04-17,United States,North America,276180,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-04-17+before:2017-04-24
2017-04-17,France,Europe,65122,https://www.google.com/search?q=site:pbs.org+France+news+after:2017-04-17+before:2017-04-24
2017-04-17,Syria,Asia,32800,https://www.google.com/search?q=site:npr.org+Syria+news+after:2017-04-17+before:2017-04-24
2017-04-17,Israel,Asia,32337,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-04-17+before:2017-04-24
2017-04-17,Russia,Europe,30998,https://www.google.com/search?q=site:dw.com+Russia+news+after:2017-04-17+before:2017-04-24
2017-04-24,United States,North America,294639,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-04-24+before:2017-05-01
2017-04-24,Syria,Asia,47691,https://www.google.com/search?q=site:dw.com+Syria+news+after:2017-04-24+before:2017-05-01
2017-04-24,Israel,Asia,39499,https://www.google.com/search?q=site:pbs.org+Israel+news+after:2017-04-24+before:2017-05-01
2017-04-24,Turkey,Asia,35415,https://www.google.com/search?q=site:dw.com+Turkey+news+after:2017-04-24+before:2017-05-01
2017-04-24,North Korea,Asia,35142,https://www.google.com/search?q=site:apnews.com+North Korea+news+after:2017-04-24+before:2017-05-01
2017-05-01,United States,North America,285387,https://www.google.com/search?q=site:pbs.org+United States+news+after:2017-05-01+before:2017-05-08
2017-05-01,France,Europe,30972,https://www.google.com/search?q=site:dw.com+France+news+after:2017-05-01+before:2017-05-08
2017-05-01,Israel,Asia,29906,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-05-01+before:2017-05-08
2017-05-01,Syria,Asia,29130,https://www.google.com/search?q=site:bbc.com+Syria+news+after:2017-05-01+before:2017-05-08
2017-05-01,United Kingdom,Europe,22829,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-05-01+before:2017-05-08
2017-05-08,United States,North America,246302,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-05-08+before:2017-05-15
2017-05-08,Russia,Europe,27695,https://www.google.com/search?q=site:aljazeera.com+Russia+news+after:2017-05-08+before:2017-05-15
2017-05-08,Israel,Asia,27168,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-05-08+before:2017-05-15
2017-05-08,Syria,Asia,26152,https://www.google.com/search?q=site:reuters.com+Syria+news+after:2017-05-08+before:2017-05-15
2017-05-08,United Kingdom,Europe,22992,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-05-08+before:2017-05-15
2017-05-15,United States,North America,270454,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-05-15+before:2017-05-22
2017-05-15,Israel,Asia,34739,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-05-15+before:2017-05-22
2017-05-15,Syria,Asia,32853,https://www.google.com/search?q=site:npr.org+Syria+news+after:2017-05-15+before:2017-05-22
2017-05-15,Russia,Europe,32043,https://www.google.com/search?q=site:apnews.com+Russia+news+after:2017-05-15+before:2017-05-22
2017-05-15,United Kingdom,Europe,26868,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-05-15+before:2017-05-22
2017-05-22,United States,North America,258914,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-05-22+before:2017-05-29
2017-05-22,United Kingdom,Europe,88582,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2017-05-22+before:2017-05-29
2017-05-22,Philippines,Asia,39284,https://www.google.com/search?q=site:pbs.org+Philippines+news+after:2017-05-22+before:2017-05-29
2017-05-22,Egypt,Africa,31746,https://www.google.com/search?q=site:dw.com+Egypt+news+after:2017-05-22+before:2017-05-29
2017-05-22,Israel,Asia,31263,https://www.google.com/search?q=site:dw.com+Israel+news+after:2017-05-22+before:2017-05-29
2017-05-29,United States,North America,210808,https://www.google.com/search?q=site:npr.org+United States+news+after:2017-05-29+before:2017-06-05
2017-05-29,United Kingdom,Europe,81042,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2017-05-29+before:2017-06-05
2017-05-29,Afghanistan,Asia,42743,https://www.google.com/search?q=site:reuters.com+Afghanistan+news+after:2017-05-29+before:2017-06-05
2017-05-29,Philippines,Asia,38358,https://www.google.com/search?q=site:aljazeera.com+Philippines+news+after:2017-05-29+before:2017-06-05
2017-05-29,Russia,Europe,24320,https://www.google.com/search?q=site:pbs.org+Russia+news+after:2017-05-29+before:2017-06-05
2017-06-05,United States,North America,255404,https://www.google.com/search?q=site:npr.org+United States+news+after:2017-06-05+before:2017-06-12
2017-06-05,United Kingdom,Europe,94488,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2017-06-05+before:2017-06-12
2017-06-05,Qatar,Asia,52718,https://www.google.com/search?q=site:bbc.com+Qatar+news+after:2017-06-05+before:2017-06-12
2017-06-05,Iran,Asia,47959,https://www.google.com/search?q=site:reuters.com+Iran+news+after:2017-06-05+before:2017-06-12
2017-06-05,Australia,Oceania,30728,https://www.google.com/search?q=site:pbs.org+Australia+news+after:2017-06-05+before:2017-06-12
2017-06-12,United States,North America,315466,https://www.google.com/search?q=site:npr.org+United States+news+after:2017-06-12+before:2017-06-19
2017-06-12,United Kingdom,Europe,43544,https://www.google.com/search?q=site:dw.com+United Kingdom+news+after:2017-06-12+before:2017-06-19
2017-06-12,Russia,Europe,37864,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2017-06-12+before:2017-06-19
2017-06-12,Israel,Asia,25402,https://www.google.com/search?q=site:dw.com+Israel+news+after:2017-06-12+before:2017-06-19
2017-06-12,Syria,Asia,25292,https://www.google.com/search?q=site:bbc.com+Syria+news+after:2017-06-12+before:2017-06-19
2017-06-19,United States,North America,266932,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-06-19+before:2017-06-26
2017-06-19,United Kingdom,Europe,51092,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2017-06-19+before:2017-06-26
2017-06-19,Syria,Asia,44454,https://www.google.com/search?q=site:apnews.com+Syria+news+after:2017-06-19+before:2017-06-26
2017-06-19,Russia,Europe,29782,https://www.google.com/search?q=site:npr.org+Russia+news+after:2017-06-19+before:2017-06-26
2017-06-19,Pakistan,Asia,24572,https://www.google.com/search?q=site:reuters.com+Pakistan+news+after:2017-06-19+before:2017-06-26
2017-06-26,United States,North America,274703,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2017-06-26+before:2017-07-03
2017-06-26,Syria,Asia,45330,https://www.google.com/search?q=site:npr.org+Syria+news+after:2017-06-26+before:2017-07-03
2017-06-26,Israel,Asia,28172,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-06-26+before:2017-07-03
2017-06-26,Russia,Europe,23522,https://www.google.com/search?q=site:pbs.org+Russia+news+after:2017-06-26+before:2017-07-03
2017-06-26,United Kingdom,Europe,21607,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-06-26+before:2017-07-03
2017-07-03,United States,North America,223215,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-07-03+before:2017-07-10
2017-07-03,Syria,Asia,28584,https://www.google.com/search?q=site:apnews.com+Syria+news+after:2017-07-03+before:2017-07-10
2017-07-03,Germany,Europe,28209,https://www.google.com/search?q=site:npr.org+Germany+news+after:2017-07-03+before:2017-07-10
2017-07-03,Russia,Europe,24763,https://www.google.com/search?q=site:bbc.com+Russia+news+after:2017-07-03+before:2017-07-10
2017-07-03,Iraq,Asia,19627,https://www.google.com/search?q=site:pbs.org+Iraq+news+after:2017-07-03+before:2017-07-10
2017-07-10,United States,North America,223083,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-07-10+before:2017-07-17
2017-07-10,Israel,Asia,44586,https://www.google.com/search?q=site:pbs.org+Israel+news+after:2017-07-10+before:2017-07-17
2017-07-10,United Kingdom,Europe,23761,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-07-10+before:2017-07-17
2017-07-10,Syria,Asia,23229,https://www.google.com/search?q=site:npr.org+Syria+news+after:2017-07-10+before:2017-07-17
2017-07-10,Iraq,Asia,22852,https://www.google.com/search?q=site:pbs.org+Iraq+news+after:2017-07-10+before:2017-07-17
2017-07-17,United States,North America,217089,https://www.google.com/search?q=site:npr.org+United States+news+after:2017-07-17+before:2017-07-24
2017-07-17,Israel,Asia,110388,https://www.google.com/search?q=site:pbs.org+Israel+news+after:2017-07-17+before:2017-07-24
2017-07-17,Syria,Asia,22790,https://www.google.com/search?q=site:apnews.com+Syria+news+after:2017-07-17+before:2017-07-24
2017-07-17,Russia,Europe,22117,https://www.google.com/search?q=site:aljazeera.com+Russia+news+after:2017-07-17+before:2017-07-24
2017-07-17,Australia,Oceania,21126,https://www.google.com/search?q=site:npr.org+Australia+news+after:2017-07-17+before:2017-07-24
2017-07-24,United States,North America,236431,https://www.google.com/search?q=site:npr.org+United States+news+after:2017-07-24+before:2017-07-31
2017-07-24,Israel,Asia,92445,https://www.google.com/search?q=site:pbs.org+Israel+news+after:2017-07-24+before:2017-07-31
2017-07-24,Russia,Europe,31774,https://www.google.com/search?q=site:bbc.com+Russia+news+after:2017-07-24+before:2017-07-31
2017-07-24,Venezuela,South America,24222,https://www.google.com/search?q=site:reuters.com+Venezuela+news+after:2017-07-24+before:2017-07-31
2017-07-24,United Kingdom,Europe,23533,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-07-24+before:2017-07-31
2017-07-31,United States,North America,232058,https://www.google.com/search?q=site:bbc.com+United States+news+after:2017-07-31+before:2017-08-07
2017-07-31,Russia,Europe,36806,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2017-07-31+before:2017-08-07
2017-07-31,Venezuela,South America,35042,https://www.google.com/search?q=site:pbs.org+Venezuela+news+after:2017-07-31+before:2017-08-07
2017-07-31,Israel,Asia,30239,https://www.google.com/search?q=site:npr.org+Israel+news+after:2017-07-31+before:2017-08-07
2017-07-31,United Kingdom,Europe,24371,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2017-07-31+before:2017-08-07
2017-08-07,United States,North America,219178,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-08-07+before:2017-08-14
2017-08-07,Israel,Asia,28152,https://www.google.com/search?q=site:dw.com+Israel+news+after:2017-08-07+before:2017-08-14
2017-08-07,North Korea,Asia,24070,https://www.google.com/search?q=site:aljazeera.com+North Korea+news+after:2017-08-07+before:2017-08-14
2017-08-07,United Kingdom,Europe,21965,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2017-08-07+before:2017-08-14
2017-08-07,Venezuela,South America,19142,https://www.google.com/search?q=site:bbc.com+Venezuela+news+after:2017-08-07+before:2017-08-14
2017-08-14,United States,North America,291468,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-08-14+before:2017-08-21
2017-08-14,Spain,Europe,94165,https://www.google.com/search?q=site:reuters.com+Spain+news+after:2017-08-14+before:2017-08-21
2017-08-14,Israel,Asia,27365,https://www.google.com/search?q=site:bbc.com+Israel+news+after:2017-08-14+before:2017-08-21
2017-08-14,United Kingdom,Europe,21731,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-08-14+before:2017-08-21
2017-08-14,France,Europe,16674,https://www.google.com/search?q=site:bbc.com+France+news+after:2017-08-14+before:2017-08-21
2017-08-21,United States,North America,256656,https://www.google.com/search?q=site:pbs.org+United States+news+after:2017-08-21+before:2017-08-28
2017-08-21,Spain,Europe,68367,https://www.google.com/search?q=site:reuters.com+Spain+news+after:2017-08-21+before:2017-08-28
2017-08-21,Afghanistan,Asia,24593,https://www.google.com/search?q=site:dw.com+Afghanistan+news+after:2017-08-21+before:2017-08-28
2017-08-21,Israel,Asia,23687,https://www.google.com/search?q=site:dw.com+Israel+news+after:2017-08-21+before:2017-08-28
2017-08-21,United Kingdom,Europe,20486,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2017-08-21+before:2017-08-28
2017-08-28,United States,North America,140108,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-08-28+before:2017-09-04
2017-08-28,Russia,Europe,23738,https://www.google.com/search?q=site:pbs.org+Russia+news+after:2017-08-28+before:2017-09-04
2017-08-28,United Kingdom,Europe,12739,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2017-08-28+before:2017-09-04
2017-08-28,Israel,Asia,11799,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-08-28+before:2017-09-04
2017-08-28,India,Asia,10784,https://www.google.com/search?q=site:reuters.com+India+news+after:2017-08-28+before:2017-09-04
2017-09-04,United States,North America,213744,https://www.google.com/search?q=site:bbc.com+United States+news+after:2017-09-04+before:2017-09-11
2017-09-04,India,Asia,24344,https://www.google.com/search?q=site:apnews.com+India+news+after:2017-09-04+before:2017-09-11
2017-09-04,Russia,Europe,23504,https://www.google.com/search?q=site:dw.com+Russia+news+after:2017-09-04+before:2017-09-11
2017-09-04,Israel,Asia,23210,https://www.google.com/search?q=site:pbs.org+Israel+news+after:2017-09-04+before:2017-09-11
2017-09-04,Syria,Asia,20008,https://www.google.com/search?q=site:apnews.com+Syria+news+after:2017-09-04+before:2017-09-11
2017-09-11,United States,North America,260716,https://www.google.com/search?q=site:npr.org+United States+news+after:2017-09-11+before:2017-09-18
2017-09-11,United Kingdom,Europe,48193,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2017-09-11+before:2017-09-18
2017-09-11,Russia,Europe,24247,https://www.google.com/search?q=site:aljazeera.com+Russia+news+after:2017-09-11+before:2017-09-18
2017-09-11,North Korea,Asia,22773,https://www.google.com/search?q=site:apnews.com+North Korea+news+after:2017-09-11+before:2017-09-18
2017-09-11,Israel,Asia,18668,https://www.google.com/search?q=site:aljazeera.com+Israel+news+after:2017-09-11+before:2017-09-18
2017-09-18,United States,North America,243827,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2017-09-18+before:2017-09-25
2017-09-18,United Kingdom,Europe,29682,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2017-09-18+before:2017-09-25
2017-09-18,North Korea,Asia,22968,https://www.google.com/search?q=site:apnews.com+North Korea+news+after:2017-09-18+before:2017-09-25
2017-09-18,Russia,Europe,22527,https://www.google.com/search?q=site:dw.com+Russia+news+after:2017-09-18+before:2017-09-25
2017-09-18,Israel,Asia,21044,https://www.google.com/search?q=site:npr.org+Israel+news+after:2017-09-18+before:2017-09-25
2017-09-25,United States,North America,219442,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2017-09-25+before:2017-10-02
2017-09-25,Israel,Asia,28176,https://www.google.com/search?q=site:pbs.org+Israel+news+after:2017-09-25+before:2017-10-02
2017-09-25,Iraq,Asia,22741,https://www.google.com/search?q=site:reuters.com+Iraq+news+after:2017-09-25+before:2017-10-02
2017-09-25,Russia,Europe,22509,https://www.google.com/search?q=site:apnews.com+Russia+news+after:2017-09-25+before:2017-10-02
2017-09-25,United Kingdom,Europe,20189,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2017-09-25+before:2017-10-02
2017-10-02,United States,North America,338924,https://www.google.com/search?q=site:dw.com+United States+news+after:2017-10-02+before:2017-10-09
2017-10-02,Myanmar,Asia,36078,https://www.google.com/search?q=site:reuters.com+Myanmar+news+after:2017-10-02+before:2017-10-09
2017-10-02,Russia,Europe,25914,https://www.google.com/search?q=site:bbc.com+Russia+news+after:2017-10-02+before:2017-10-09
2017-10-02,Israel,Asia,25811,https://www.google.com/search?q=site:pbs.org+Israel+news+after:2017-10-02+before:2017-10-09
2017-10-02,Spain,Europe,24474,https://www.google.com/search?q=site:dw.com+Spain+news+after:2017-10-02+before:2017-10-09
2017-10-09,United States,North America,299821,https://www.google.com/search?q=site:npr.org+United States+news+after:2017-10-09+before:2017-10-16
2017-10-09,United Kingdom,Europe,23107,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2017-10-09+before:2017-10-16
2017-10-09,Israel,Asia,22215,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-10-09+before:2017-10-16
2017-10-09,Syria,Asia,21517,https://www.google.com/search?q=site:bbc.com+Syria+news+after:2017-10-09+before:2017-10-16
2017-10-09,Turkey,Asia,20187,https://www.google.com/search?q=site:dw.com+Turkey+news+after:2017-10-09+before:2017-10-16
2017-10-16,United States,North America,314900,https://www.google.com/search?q=site:bbc.com+United States+news+after:2017-10-16+before:2017-10-23
2017-10-16,Afghanistan,Asia,37372,https://www.google.com/search?q=site:dw.com+Afghanistan+news+after:2017-10-16+before:2017-10-23
2017-10-16,Iraq,Asia,33610,https://www.google.com/search?q=site:pbs.org+Iraq+news+after:2017-10-16+before:2017-10-23
2017-10-16,Israel,Asia,29612,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-10-16+before:2017-10-23
2017-10-16,Syria,Asia,27692,https://www.google.com/search?q=site:apnews.com+Syria+news+after:2017-10-16+before:2017-10-23
2017-10-23,United States,North America,238515,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-10-23+before:2017-10-30
2017-10-23,Spain,Europe,25157,https://www.google.com/search?q=site:npr.org+Spain+news+after:2017-10-23+before:2017-10-30
2017-10-23,Russia,Europe,25101,https://www.google.com/search?q=site:pbs.org+Russia+news+after:2017-10-23+before:2017-10-30
2017-10-23,Israel,Asia,24339,https://www.google.com/search?q=site:dw.com+Israel+news+after:2017-10-23+before:2017-10-30
2017-10-23,Syria,Asia,23403,https://www.google.com/search?q=site:reuters.com+Syria+news+after:2017-10-23+before:2017-10-30
2017-10-30,United States,North America,295963,https://www.google.com/search?q=site:pbs.org+United States+news+after:2017-10-30+before:2017-11-06
2017-10-30,Russia,Europe,32246,https://www.google.com/search?q=site:bbc.com+Russia+news+after:2017-10-30+before:2017-11-06
2017-10-30,Spain,Europe,29736,https://www.google.com/search?q=site:aljazeera.com+Spain+news+after:2017-10-30+before:2017-11-06
2017-10-30,Israel,Asia,26805,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-10-30+before:2017-11-06
2017-10-30,United Kingdom,Europe,26228,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2017-10-30+before:2017-11-06
2017-11-06,United States,North America,422543,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2017-11-06+before:2017-11-13
2017-11-06,Saudi Arabia,Asia,27440,https://www.google.com/search?q=site:apnews.com+Saudi Arabia+news+after:2017-11-06+before:2017-11-13
2017-11-06,United Kingdom,Europe,21496,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2017-11-06+before:2017-11-13
2017-11-06,Russia,Europe,17799,https://www.google.com/search?q=site:apnews.com+Russia+news+after:2017-11-06+before:2017-11-13
2017-11-06,Israel,Asia,17317,https://www.google.com/search?q=site:dw.com+Israel+news+after:2017-11-06+before:2017-11-13
2017-11-13,United States,North America,283521,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2017-11-13+before:2017-11-20
2017-11-13,Israel,Asia,27168,https://www.google.com/search?q=site:apnews.com+Israel+news+after:2017-11-13+before:2017-11-20
2017-11-13,Zimbabwe,Africa,18399,https://www.google.com/search?q=site:dw.com+Zimbabwe+news+after:2017-11-13+before:2017-11-20
2017-11-13,United Kingdom,Europe,18315,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-11-13+before:2017-11-20
2017-11-13,Syria,Asia,16247,https://www.google.com/search?q=site:reuters.com+Syria+news+after:2017-11-13+before:2017-11-20
2017-11-20,United States,North America,200318,https://www.google.com/search?q=site:pbs.org+United States+news+after:2017-11-20+before:2017-11-27
2017-11-20,Egypt,Africa,49448,https://www.google.com/search?q=site:reuters.com+Egypt+news+after:2017-11-20+before:2017-11-27
2017-11-20,Israel,Asia,24011,https://www.google.com/search?q=site:bbc.com+Israel+news+after:2017-11-20+before:2017-11-27
2017-11-20,United Kingdom,Europe,22629,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2017-11-20+before:2017-11-27
2017-11-20,Pakistan,Asia,17887,https://www.google.com/search?q=site:reuters.com+Pakistan+news+after:2017-11-20+before:2017-11-27
2017-11-27,United States,North America,234538,https://www.google.com/search?q=site:pbs.org+United States+news+after:2017-11-27+before:2017-12-04
2017-11-27,Israel,Asia,30216,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2017-11-27+before:2017-12-04
2017-11-27,United Kingdom,Europe,27441,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-11-27+before:2017-12-04
2017-11-27,Russia,Europe,25137,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2017-11-27+before:2017-12-04
2017-11-27,North Korea,Asia,22384,https://www.google.com/search?q=site:bbc.com+North Korea+news+after:2017-11-27+before:2017-12-04
2017-12-04,United States,North America,279056,https://www.google.com/search?q=site:apnews.com+United States+news+after:2017-12-04+before:2017-12-11
2017-12-04,Israel,Asia,127676,https://www.google.com/search?q=site:dw.com+Israel+news+after:2017-12-04+before:2017-12-11
2017-12-04,United Kingdom,Europe,23494,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2017-12-04+before:2017-12-11
2017-12-04,Yemen,Asia,21180,https://www.google.com/search?q=site:bbc.com+Yemen+news+after:2017-12-04+before:2017-12-11
2017-12-04,Palestine,Asia,17821,https://www.google.com/search?q=site:bbc.com+Palestine+news+after:2017-12-04+before:2017-12-11
2017-12-11,United States,North America,241399,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2017-12-11+before:2017-12-18
2017-12-11,Israel,Asia,89753,https://www.google.com/search?q=site:aljazeera.com+Israel+news+after:2017-12-11+before:2017-12-18
2017-12-11,Russia,Europe,20629,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2017-12-11+before:2017-12-18
2017-12-11,United Kingdom,Europe,19003,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2017-12-11+before:2017-12-18
2017-12-11,India,Asia,14847,https://www.google.com/search?q=site:pbs.org+India+news+after:2017-12-11+before:2017-12-18
2017-12-18,United States,North America,219163,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2017-12-18+before:2017-12-25
2017-12-18,Israel,Asia,59977,https://www.google.com/search?q=site:npr.org+Israel+news+after:2017-12-18+before:2017-12-25
2017-12-18,United Kingdom,Europe,22827,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2017-12-18+before:2017-12-25
2017-12-18,Russia,Europe,18798,https://www.google.com/search?q=site:pbs.org+Russia+news+after:2017-12-18+before:2017-12-25
2017-12-18,India,Asia,13606,https://www.google.com/search?q=site:apnews.com+India+news+after:2017-12-18+before:2017-12-25
2017-12-25,United States,North America,170806,https://www.google.com/search?q=site:reuters.com+United States+news+after:2017-12-25+before:2018-01-01
2017-12-25,Israel,Asia,44284,https://www.google.com/search?q=site:npr.org+Israel+news+after:2017-12-25+before:2018-01-01
2017-12-25,Egypt,Africa,30032,https://www.google.com/search?q=site:apnews.com+Egypt+news+after:2017-12-25+before:2018-01-01
