mention_week,conflict_country_name,conflict_continent,material_conflict_mentions,google_search
2020-03-30,United Kingdom,Europe,15194,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2020-03-30+before:2020-04-06
2020-03-30,China,Asia,12842,https://www.google.com/search?q=site:reuters.com+China+news+after:2020-03-30+before:2020-04-06
2020-03-30,Russia,Europe,10407,https://www.google.com/search?q=site:dw.com+Russia+news+after:2020-03-30+before:2020-04-06
2020-04-06,United States,North America,116207,https://www.google.com/search?q=site:npr.org+United States+news+after:2020-04-06+before:2020-04-13
2020-04-06,United Kingdom,Europe,21373,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2020-04-06+before:2020-04-13
2020-04-06,China,Asia,13941,https://www.google.com/search?q=site:aljazeera.com+China+news+after:2020-04-06+before:2020-04-13
2020-04-06,Australia,Oceania,12635,https://www.google.com/search?q=site:npr.org+Australia+news+after:2020-04-06+before:2020-04-13
2020-04-06,Israel,Asia,9923,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2020-04-06+before:2020-04-13
2020-04-13,United States,North America,112456,https://www.google.com/search?q=site:apnews.com+United States+news+after:2020-04-13+before:2020-04-20
2020-04-13,Israel,Asia,15974,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2020-04-13+before:2020-04-20
2020-04-13,China,Asia,12487,https://www.google.com/search?q=site:pbs.org+China+news+after:2020-04-13+before:2020-04-20
2020-04-13,United Kingdom,Europe,10830,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2020-04-13+before:2020-04-20
2020-04-13,Russia,Europe,8290,https://www.google.com/search?q=site:npr.org+Russia+news+after:2020-04-13+before:2020-04-20
2020-04-20,United States,North America,103174,https://www.google.com/search?q=site:pbs.org+United States+news+after:2020-04-20+before:2020-04-27
2020-04-20,Canada,North America,27429,https://www.google.com/search?q=site:aljazeera.com+Canada+news+after:2020-04-20+before:2020-04-27
2020-04-20,United Kingdom,Europe,12246,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2020-04-20+before:2020-04-27
2020-04-20,Israel,Asia,11567,https://www.google.com/search?q=site:apnews.com+Israel+news+after:2020-04-20+before:2020-04-27
2020-04-20,China,Asia,9754,https://www.google.com/search?q=site:aljazeera.com+China+news+after:2020-04-20+before:2020-04-27
2020-04-27,United States,North America,117105,https://www.google.com/search?q=site:npr.org+United States+news+after:2020-04-27+before:2020-05-04
2020-04-27,Israel,Asia,17342,https://www.google.com/search?q=site:bbc.com+Israel+news+after:2020-04-27+before:2020-05-04
2020-04-27,United Kingdom,Europe,14298,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2020-04-27+before:2020-05-04
2020-04-27,Canada,North America,12004,https://www.google.com/search?q=site:apnews.com+Canada+news+after:2020-04-27+before:2020-05-04
2020-04-27,China,Asia,11163,https://www.google.com/search?q=site:apnews.com+China+news+after:2020-04-27+before:2020-05-04
2020-05-04,United States,North America,136713,https://www.google.com/search?q=site:pbs.org+United States+news+after:2020-05-04+before:2020-05-11
2020-05-04,Israel,Asia,16202,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2020-05-04+before:2020-05-11
2020-05-04,United Kingdom,Europe,13374,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2020-05-04+before:2020-05-11
2020-05-04,China,Asia,11509,https://www.google.com/search?q=site:aljazeera.com+China+news+after:2020-05-04+before:2020-05-11
2020-05-04,India,Asia,10943,https://www.google.com/search?q=site:pbs.org+India+news+after:2020-05-04+before:2020-05-11
2020-05-11,United States,North America,127369,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-05-11+before:2020-05-18
2020-05-11,Israel,Asia,23950,https://www.google.com/search?q=site:dw.com+Israel+news+after:2020-05-11+before:2020-05-18
2020-05-11,United Kingdom,Europe,12938,https://www.google.com/search?q=site:pbs.org+United Kingdom+news+after:2020-05-11+before:2020-05-18
2020-05-11,China,Asia,12734,https://www.google.com/search?q=site:pbs.org+China+news+after:2020-05-11+before:2020-05-18
2020-05-11,Afghanistan,Asia,11990,https://www.google.com/search?q=site:pbs.org+Afghanistan+news+after:2020-05-11+before:2020-05-18
2020-05-18,United States,North America,118785,https://www.google.com/search?q=site:dw.com+United States+news+after:2020-05-18+before:2020-05-25
2020-05-18,Israel,Asia,18632,https://www.google.com/search?q=site:aljazeera.com+Israel+news+after:2020-05-18+before:2020-05-25
2020-05-18,China,Asia,15893,https://www.google.com/search?q=site:apnews.com+China+news+after:2020-05-18+before:2020-05-25
2020-05-18,United Kingdom,Europe,14083,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2020-05-18+before:2020-05-25
2020-05-18,Russia,Europe,10160,https://www.google.com/search?q=site:dw.com+Russia+news+after:2020-05-18+before:2020-05-25
2020-05-25,United States,North America,256498,https://www.google.com/search?q=site:reuters.com+United States+news+after:2020-05-25+before:2020-06-01
2020-05-25,China,Asia,19056,https://www.google.com/search?q=site:bbc.com+China+news+after:2020-05-25+before:2020-06-01
2020-05-25,Israel,Asia,18489,https://www.google.com/search?q=site:apnews.com+Israel+news+after:2020-05-25+before:2020-06-01
2020-05-25,United Kingdom,Europe,11990,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2020-05-25+before:2020-06-01
2020-05-25,Russia,Europe,10925,https://www.google.com/search?q=site:bbc.com+Russia+news+after:2020-05-25+before:2020-06-01
2020-06-01,United States,North America,348152,https://www.google.com/search?q=site:reuters.com+United States+news+after:2020-06-01+before:2020-06-08
2020-06-01,United Kingdom,Europe,22514,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2020-06-01+before:2020-06-08
2020-06-01,Israel,Asia,21567,https://www.google.com/search?q=site:reuters.com+Israel+news+after:2020-06-01+before:2020-06-08
2020-06-01,China,Asia,16251,https://www.google.com/search?q=site:apnews.com+China+news+after:2020-06-01+before:2020-06-08
2020-06-01,France,Europe,12702,https://www.google.com/search?q=site:pbs.org+France+news+after:2020-06-01+before:2020-06-08
2020-06-08,United States,North America,236924,https://www.google.com/search?q=site:npr.org+United States+news+after:2020-06-08+before:2020-06-15
2020-06-08,United Kingdom,Europe,26534,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2020-06-08+before:2020-06-15
2020-06-08,Israel,Asia,15387,https://www.google.com/search?q=site:dw.com+Israel+news+after:2020-06-08+before:2020-06-15
2020-06-08,Russia,Europe,12557,https://www.google.com/search?q=site:aljazeera.com+Russia+news+after:2020-06-08+before:2020-06-15
2020-06-08,China,Asia,10452,https://www.google.com/search?q=site:aljazeera.com+China+news+after:2020-06-08+before:2020-06-15
2020-06-15,United States,North America,200630,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-06-15+before:2020-06-22
2020-06-15,China,Asia,32880,https://www.google.com/search?q=site:dw.com+China+news+after:2020-06-15+before:2020-06-22
2020-06-15,Russia,Europe,15915,https://www.google.com/search?q=site:apnews.com+Russia+news+after:2020-06-15+before:2020-06-22
2020-06-15,India,Asia,15169,https://www.google.com/search?q=site:bbc.com+India+news+after:2020-06-15+before:2020-06-22
2020-06-15,United Kingdom,Europe,15047,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2020-06-15+before:2020-06-22
2020-06-22,United States,North America,180476,https://www.google.com/search?q=site:reuters.com+United States+news+after:2020-06-22+before:2020-06-29
2020-06-22,United Kingdom,Europe,18111,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2020-06-22+before:2020-06-29
2020-06-22,Israel,Asia,17672,https://www.google.com/search?q=site:apnews.com+Israel+news+after:2020-06-22+before:2020-06-29
2020-06-22,China,Asia,15547,https://www.google.com/search?q=site:pbs.org+China+news+after:2020-06-22+before:2020-06-29
2020-06-22,Russia,Europe,11851,https://www.google.com/search?q=site:dw.com+Russia+news+after:2020-06-22+before:2020-06-29
2020-06-29,United States,North America,188313,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-06-29+before:2020-07-06
2020-06-29,China,Asia,22575,https://www.google.com/search?q=site:bbc.com+China+news+after:2020-06-29+before:2020-07-06
2020-06-29,United Kingdom,Europe,20064,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2020-06-29+before:2020-07-06
2020-06-29,India,Asia,13804,https://www.google.com/search?q=site:dw.com+India+news+after:2020-06-29+before:2020-07-06
2020-06-29,Israel,Asia,12197,https://www.google.com/search?q=site:bbc.com+Israel+news+after:2020-06-29+before:2020-07-06
2020-07-06,United States,North America,165465,https://www.google.com/search?q=site:dw.com+United States+news+after:2020-07-06+before:2020-07-13
2020-07-06,India,Asia,17659,https://www.google.com/search?q=site:npr.org+India+news+after:2020-07-06+before:2020-07-13
2020-07-06,Russia,Europe,17238,https://www.google.com/search?q=site:dw.com+Russia+news+after:2020-07-06+before:2020-07-13
2020-07-06,Israel,Asia,16539,https://www.google.com/search?q=site:bbc.com+Israel+news+after:2020-07-06+before:2020-07-13
2020-07-06,United Kingdom,Europe,15943,https://www.google.com/search?q=site:pbs.org+United Kingdom+news+after:2020-07-06+before:2020-07-13
2020-07-13,United States,North America,180424,https://www.google.com/search?q=site:npr.org+United States+news+after:2020-07-13+before:2020-07-20
2020-07-13,United Kingdom,Europe,20369,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2020-07-13+before:2020-07-20
2020-07-13,China,Asia,19601,https://www.google.com/search?q=site:bbc.com+China+news+after:2020-07-13+before:2020-07-20
2020-07-13,Russia,Europe,12575,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2020-07-13+before:2020-07-20
2020-07-13,Australia,Oceania,9979,https://www.google.com/search?q=site:bbc.com+Australia+news+after:2020-07-13+before:2020-07-20
2020-07-20,United States,North America,182630,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-07-20+before:2020-07-27
2020-07-20,China,Asia,29062,https://www.google.com/search?q=site:npr.org+China+news+after:2020-07-20+before:2020-07-27
2020-07-20,United Kingdom,Europe,14070,https://www.google.com/search?q=site:pbs.org+United Kingdom+news+after:2020-07-20+before:2020-07-27
2020-07-20,Russia,Europe,11527,https://www.google.com/search?q=site:npr.org+Russia+news+after:2020-07-20+before:2020-07-27
2020-07-20,Australia,Oceania,9195,https://www.google.com/search?q=site:pbs.org+Australia+news+after:2020-07-20+before:2020-07-27
2020-07-27,United States,North America,156051,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-07-27+before:2020-08-03
2020-07-27,China,Asia,24601,https://www.google.com/search?q=site:aljazeera.com+China+news+after:2020-07-27+before:2020-08-03
2020-07-27,United Kingdom,Europe,13993,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2020-07-27+before:2020-08-03
2020-07-27,Russia,Europe,11732,https://www.google.com/search?q=site:npr.org+Russia+news+after:2020-07-27+before:2020-08-03
2020-07-27,Australia,Oceania,10889,https://www.google.com/search?q=site:bbc.com+Australia+news+after:2020-07-27+before:2020-08-03
2020-08-03,United States,North America,138335,https://www.google.com/search?q=site:reuters.com+United States+news+after:2020-08-03+before:2020-08-10
2020-08-03,Lebanon,Asia,27475,https://www.google.com/search?q=site:dw.com+Lebanon+news+after:2020-08-03+before:2020-08-10
2020-08-03,China,Asia,23411,https://www.google.com/search?q=site:apnews.com+China+news+after:2020-08-03+before:2020-08-10
2020-08-03,United Kingdom,Europe,12899,https://www.google.com/search?q=site:pbs.org+United Kingdom+news+after:2020-08-03+before:2020-08-10
2020-08-03,India,Asia,10801,https://www.google.com/search?q=site:aljazeera.com+India+news+after:2020-08-03+before:2020-08-10
2020-08-10,United States,North America,136871,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-08-10+before:2020-08-17
2020-08-10,Belarus,Europe,24394,https://www.google.com/search?q=site:npr.org+Belarus+news+after:2020-08-10+before:2020-08-17
2020-08-10,China,Asia,16119,https://www.google.com/search?q=site:bbc.com+China+news+after:2020-08-10+before:2020-08-17
2020-08-10,Israel,Asia,14981,https://www.google.com/search?q=site:npr.org+Israel+news+after:2020-08-10+before:2020-08-17
2020-08-10,Russia,Europe,13613,https://www.google.com/search?q=site:pbs.org+Russia+news+after:2020-08-10+before:2020-08-17
2020-08-17,United States,North America,185641,https://www.google.com/search?q=site:npr.org+United States+news+after:2020-08-17+before:2020-08-24
2020-08-17,Russia,Europe,21190,https://www.google.com/search?q=site:dw.com+Russia+news+after:2020-08-17+before:2020-08-24
2020-08-17,United Kingdom,Europe,15364,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2020-08-17+before:2020-08-24
2020-08-17,China,Asia,12271,https://www.google.com/search?q=site:apnews.com+China+news+after:2020-08-17+before:2020-08-24
2020-08-17,Israel,Asia,12028,https://www.google.com/search?q=site:apnews.com+Israel+news+after:2020-08-17+before:2020-08-24
2020-08-24,United States,North America,271370,https://www.google.com/search?q=site:bbc.com+United States+news+after:2020-08-24+before:2020-08-31
2020-08-24,China,Asia,13387,https://www.google.com/search?q=site:bbc.com+China+news+after:2020-08-24+before:2020-08-31
2020-08-24,Russia,Europe,12657,https://www.google.com/search?q=site:npr.org+Russia+news+after:2020-08-24+before:2020-08-31
2020-08-24,Australia,Oceania,11424,https://www.google.com/search?q=site:pbs.org+Australia+news+after:2020-08-24+before:2020-08-31
2020-08-24,United Kingdom,Europe,11201,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2020-08-24+before:2020-08-31
2020-08-31,United States,North America,195293,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-08-31+before:2020-09-07
2020-08-31,Russia,Europe,17275,https://www.google.com/search?q=site:aljazeera.com+Russia+news+after:2020-08-31+before:2020-09-07
2020-08-31,China,Asia,15779,https://www.google.com/search?q=site:aljazeera.com+China+news+after:2020-08-31+before:2020-09-07
2020-08-31,United Kingdom,Europe,15549,https://www.google.com/search?q=site:dw.com+United Kingdom+news+after:2020-08-31+before:2020-09-07
2020-08-31,Australia,Oceania,9899,https://www.google.com/search?q=site:pbs.org+Australia+news+after:2020-08-31+before:2020-09-07
2020-09-07,United States,North America,172224,https://www.google.com/search?q=site:reuters.com+United States+news+after:2020-09-07+before:2020-09-14
2020-09-07,United Kingdom,Europe,15708,https://www.google.com/search?q=site:dw.com+United Kingdom+news+after:2020-09-07+before:2020-09-14
2020-09-07,China,Asia,14844,https://www.google.com/search?q=site:reuters.com+China+news+after:2020-09-07+before:2020-09-14
2020-09-07,Russia,Europe,12962,https://www.google.com/search?q=site:bbc.com+Russia+news+after:2020-09-07+before:2020-09-14
2020-09-07,India,Asia,11842,https://www.google.com/search?q=site:npr.org+India+news+after:2020-09-07+before:2020-09-14
2020-09-14,United States,North America,157178,https://www.google.com/search?q=site:bbc.com+United States+news+after:2020-09-14+before:2020-09-21
2020-09-14,China,Asia,18690,https://www.google.com/search?q=site:apnews.com+China+news+after:2020-09-14+before:2020-09-21
2020-09-14,United Kingdom,Europe,16442,https://www.google.com/search?q=site:pbs.org+United Kingdom+news+after:2020-09-14+before:2020-09-21
2020-09-14,Russia,Europe,12180,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2020-09-14+before:2020-09-21
2020-09-14,India,Asia,10342,https://www.google.com/search?q=site:apnews.com+India+news+after:2020-09-14+before:2020-09-21
2020-09-21,United States,North America,185332,https://www.google.com/search?q=site:reuters.com+United States+news+after:2020-09-21+before:2020-09-28
2020-09-21,United Kingdom,Europe,23911,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2020-09-21+before:2020-09-28
2020-09-21,China,Asia,13230,https://www.google.com/search?q=site:bbc.com+China+news+after:2020-09-21+before:2020-09-28
2020-09-21,Russia,Europe,11352,https://www.google.com/search?q=site:aljazeera.com+Russia+news+after:2020-09-21+before:2020-09-28
2020-09-21,France,Europe,10692,https://www.google.com/search?q=site:npr.org+France+news+after:2020-09-21+before:2020-09-28
2020-09-28,United States,North America,114817,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-09-28+before:2020-10-05
2020-09-28,Armenia,Asia,23412,https://www.google.com/search?q=site:dw.com+Armenia+news+after:2020-09-28+before:2020-10-05
2020-09-28,Azerbaijan,Asia,23331,https://www.google.com/search?q=site:npr.org+Azerbaijan+news+after:2020-09-28+before:2020-10-05
2020-09-28,Russia,Europe,15273,https://www.google.com/search?q=site:dw.com+Russia+news+after:2020-09-28+before:2020-10-05
2020-09-28,India,Asia,15197,https://www.google.com/search?q=site:apnews.com+India+news+after:2020-09-28+before:2020-10-05
2020-10-05,United States,North America,110651,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-10-05+before:2020-10-12
2020-10-05,United Kingdom,Europe,12429,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2020-10-05+before:2020-10-12
2020-10-05,Russia,Europe,12291,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2020-10-05+before:2020-10-12
2020-10-05,Azerbaijan,Asia,12149,https://www.google.com/search?q=site:reuters.com+Azerbaijan+news+after:2020-10-05+before:2020-10-12
2020-10-05,Armenia,Asia,11797,https://www.google.com/search?q=site:reuters.com+Armenia+news+after:2020-10-05+before:2020-10-12
2020-10-12,United States,North America,74041,https://www.google.com/search?q=site:reuters.com+United States+news+after:2020-10-12+before:2020-10-19
2020-10-12,United Kingdom,Europe,14124,https://www.google.com/search?q=site:reuters.com+United Kingdom+news+after:2020-10-12+before:2020-10-19
2020-10-12,France,Europe,11831,https://www.google.com/search?q=site:reuters.com+France+news+after:2020-10-12+before:2020-10-19
2020-10-12,Russia,Europe,9248,https://www.google.com/search?q=site:npr.org+Russia+news+after:2020-10-12+before:2020-10-19
2020-10-12,Azerbaijan,Asia,9104,https://www.google.com/search?q=site:reuters.com+Azerbaijan+news+after:2020-10-12+before:2020-10-19
2020-10-19,United States,North America,61777,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-10-19+before:2020-10-26
2020-10-19,Nigeria,Africa,11017,https://www.google.com/search?q=site:reuters.com+Nigeria+news+after:2020-10-19+before:2020-10-26
2020-10-19,France,Europe,8001,https://www.google.com/search?q=site:pbs.org+France+news+after:2020-10-19+before:2020-10-26
2020-10-19,Russia,Europe,7473,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2020-10-19+before:2020-10-26
2020-10-19,United Kingdom,Europe,6858,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2020-10-19+before:2020-10-26
2020-10-26,United States,North America,59220,https://www.google.com/search?q=site:bbc.com+United States+news+after:2020-10-26+before:2020-11-02
2020-10-26,France,Europe,16661,https://www.google.com/search?q=site:apnews.com+France+news+after:2020-10-26+before:2020-11-02
2020-10-26,Russia,Europe,5512,https://www.google.com/search?q=site:dw.com+Russia+news+after:2020-10-26+before:2020-11-02
2020-10-26,United Kingdom,Europe,5379,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2020-10-26+before:2020-11-02
2020-10-26,China,Asia,4962,https://www.google.com/search?q=site:reuters.com+China+news+after:2020-10-26+before:2020-11-02
2020-11-02,United States,North America,63252,https://www.google.com/search?q=site:npr.org+United States+news+after:2020-11-02+before:2020-11-09
2020-11-02,Austria,Europe,8457,https://www.google.com/search?q=site:reuters.com+Austria+news+after:2020-11-02+before:2020-11-09
2020-11-02,United Kingdom,Europe,5606,https://www.google.com/search?q=site:pbs.org+United Kingdom+news+after:2020-11-02+before:2020-11-09
2020-11-02,Afghanistan,Asia,4555,https://www.google.com/search?q=site:reuters.com+Afghanistan+news+after:2020-11-02+before:2020-11-09
2020-11-02,France,Europe,4279,https://www.google.com/search?q=site:reuters.com+France+news+after:2020-11-02+before:2020-11-09
2020-11-09,United States,North America,26158,https://www.google.com/search?q=site:dw.com+United States+news+after:2020-11-09+before:2020-11-16
2020-11-09,Russia,Europe,4180,https://www.google.com/search?q=site:apnews.com+Russia+news+after:2020-11-09+before:2020-11-16
2020-11-09,United Kingdom,Europe,3930,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2020-11-09+before:2020-11-16
2020-11-09,Ethiopia,Africa,3063,https://www.google.com/search?q=site:dw.com+Ethiopia+news+after:2020-11-09+before:2020-11-16
2020-11-09,Israel,Asia,2525,https://www.google.com/search?q=site:bbc.com+Israel+news+after:2020-11-09+before:2020-11-16
2020-11-16,United States,North America,104869,https://www.google.com/search?q=site:npr.org+United States+news+after:2020-11-16+before:2020-11-23
2020-11-16,United Kingdom,Europe,11936,https://www.google.com/search?q=site:dw.com+United Kingdom+news+after:2020-11-16+before:2020-11-23
2020-11-16,Russia,Europe,8542,https://www.google.com/search?q=site:npr.org+Russia+news+after:2020-11-16+before:2020-11-23
2020-11-16,Germany,Europe,7722,https://www.google.com/search?q=site:pbs.org+Germany+news+after:2020-11-16+before:2020-11-23
2020-11-16,India,Asia,7535,https://www.google.com/search?q=site:dw.com+India+news+after:2020-11-16+before:2020-11-23
2020-11-23,United States,North America,83045,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2020-11-23+before:2020-11-30
2020-11-23,Iran,Asia,19101,https://www.google.com/search?q=site:reuters.com+Iran+news+after:2020-11-23+before:2020-11-30
2020-11-23,United Kingdom,Europe,18887,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2020-11-23+before:2020-11-30
2020-11-23,India,Asia,12137,https://www.google.com/search?q=site:bbc.com+India+news+after:2020-11-23+before:2020-11-30
2020-11-23,Israel,Asia,11058,https://www.google.com/search?q=site:aljazeera.com+Israel+news+after:2020-11-23+before:2020-11-30
2020-11-30,United States,North America,106729,https://www.google.com/search?q=site:pbs.org+United States+news+after:2020-11-30+before:2020-12-07
2020-11-30,United Kingdom,Europe,16424,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2020-11-30+before:2020-12-07
2020-11-30,China,Asia,10869,https://www.google.com/search?q=site:pbs.org+China+news+after:2020-11-30+before:2020-12-07
2020-11-30,Iran,Asia,10711,https://www.google.com/search?q=site:reuters.com+Iran+news+after:2020-11-30+before:2020-12-07
2020-11-30,Russia,Europe,10577,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2020-11-30+before:2020-12-07
2020-12-07,United States,North America,123531,https://www.google.com/search?q=site:reuters.com+United States+news+after:2020-12-07+before:2020-12-14
2020-12-07,United Kingdom,Europe,17974,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2020-12-07+before:2020-12-14
2020-12-07,Russia,Europe,11626,https://www.google.com/search?q=site:apnews.com+Russia+news+after:2020-12-07+before:2020-12-14
2020-12-07,China,Asia,10837,https://www.google.com/search?q=site:reuters.com+China+news+after:2020-12-07+before:2020-12-14
2020-12-07,India,Asia,8817,https://www.google.com/search?q=site:aljazeera.com+India+news+after:2020-12-07+before:2020-12-14
2020-12-14,United States,North America,117115,https://www.google.com/search?q=site:npr.org+United States+news+after:2020-12-14+before:2020-12-21
2020-12-14,United Kingdom,Europe,28651,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2020-12-14+before:2020-12-21
2020-12-14,Nigeria,Africa,15315,https://www.google.com/search?q=site:reuters.com+Nigeria+news+after:2020-12-14+before:2020-12-21
2020-12-14,Russia,Europe,12048,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2020-12-14+before:2020-12-21
2020-12-14,Afghanistan,Asia,9310,https://www.google.com/search?q=site:pbs.org+Afghanistan+news+after:2020-12-14+before:2020-12-21
2020-12-21,United States,North America,92318,https://www.google.com/search?q=site:bbc.com+United States+news+after:2020-12-21+before:2020-12-28
2020-12-21,United Kingdom,Europe,36777,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2020-12-21+before:2020-12-28
2020-12-21,Russia,Europe,15433,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2020-12-21+before:2020-12-28
2020-12-21,France,Europe,11474,https://www.google.com/search?q=site:apnews.com+France+news+after:2020-12-21+before:2020-12-28
2020-12-21,Iraq,Asia,11222,https://www.google.com/search?q=site:apnews.com+Iraq+news+after:2020-12-21+before:2020-12-28
2020-12-28,United States,North America,92893,https://www.google.com/search?q=site:dw.com+United States+news+after:2020-12-28+before:2021-01-04
2020-12-28,United Kingdom,Europe,23138,https://www.google.com/search?q=site:apnews.com+United Kingdom+news+after:2020-12-28+before:2021-01-04
2020-12-28,China,Asia,14631,https://www.google.com/search?q=site:dw.com+China+news+after:2020-12-28+before:2021-01-04
2020-12-28,Russia,Europe,8241,https://www.google.com/search?q=site:pbs.org+Russia+news+after:2020-12-28+before:2021-01-04
2020-12-28,India,Asia,7689,https://www.google.com/search?q=site:npr.org+India+news+after:2020-12-28+before:2021-01-04
2021-01-04,United States,North America,251778,https://www.google.com/search?q=site:dw.com+United States+news+after:2021-01-04+before:2021-01-11
2021-01-04,United Kingdom,Europe,28358,https://www.google.com/search?q=site:pbs.org+United Kingdom+news+after:2021-01-04+before:2021-01-11
2021-01-04,China,Asia,12303,https://www.google.com/search?q=site:bbc.com+China+news+after:2021-01-04+before:2021-01-11
2021-01-04,Iran,Asia,10279,https://www.google.com/search?q=site:aljazeera.com+Iran+news+after:2021-01-04+before:2021-01-11
2021-01-04,India,Asia,9194,https://www.google.com/search?q=site:pbs.org+India+news+after:2021-01-04+before:2021-01-11
2021-01-11,United States,North America,236141,https://www.google.com/search?q=site:dw.com+United States+news+after:2021-01-11+before:2021-01-18
2021-01-11,United Kingdom,Europe,17400,https://www.google.com/search?q=site:pbs.org+United Kingdom+news+after:2021-01-11+before:2021-01-18
2021-01-11,Russia,Europe,10610,https://www.google.com/search?q=site:reuters.com+Russia+news+after:2021-01-11+before:2021-01-18
2021-01-11,China,Asia,10504,https://www.google.com/search?q=site:reuters.com+China+news+after:2021-01-11+before:2021-01-18
2021-01-11,India,Asia,7650,https://www.google.com/search?q=site:apnews.com+India+news+after:2021-01-11+before:2021-01-18
2021-01-18,United States,North America,144240,https://www.google.com/search?q=site:aljazeera.com+United States+news+after:2021-01-18+before:2021-01-25
2021-01-18,Russia,Europe,31069,https://www.google.com/search?q=site:bbc.com+Russia+news+after:2021-01-18+before:2021-01-25
2021-01-18,United Kingdom,Europe,13436,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2021-01-18+before:2021-01-25
2021-01-18,China,Asia,11109,https://www.google.com/search?q=site:pbs.org+China+news+after:2021-01-18+before:2021-01-25
2021-01-18,Israel,Asia,8239,https://www.google.com/search?q=site:aljazeera.com+Israel+news+after:2021-01-18+before:2021-01-25
2021-01-25,United States,North America,132997,https://www.google.com/search?q=site:npr.org+United States+news+after:2021-01-25+before:2021-02-01
2021-01-25,Russia,Europe,28754,https://www.google.com/search?q=site:npr.org+Russia+news+after:2021-01-25+before:2021-02-01
2021-01-25,United Kingdom,Europe,19910,https://www.google.com/search?q=site:npr.org+United Kingdom+news+after:2021-01-25+before:2021-02-01
2021-01-25,India,Asia,16278,https://www.google.com/search?q=site:npr.org+India+news+after:2021-01-25+before:2021-02-01
2021-01-25,China,Asia,9214,https://www.google.com/search?q=site:apnews.com+China+news+after:2021-01-25+before:2021-02-01
2021-02-01,United States,North America,145391,https://www.google.com/search?q=site:npr.org+United States+news+after:2021-02-01+before:2021-02-08
2021-02-01,Russia,Europe,24312,https://www.google.com/search?q=site:apnews.com+Russia+news+after:2021-02-01+before:2021-02-08
2021-02-01,Myanmar,Asia,15563,https://www.google.com/search?q=site:reuters.com+Myanmar+news+after:2021-02-01+before:2021-02-08
2021-02-01,United Kingdom,Europe,14849,https://www.google.com/search?q=site:bbc.com+United Kingdom+news+after:2021-02-01+before:2021-02-08
2021-02-01,India,Asia,10489,https://www.google.com/search?q=site:pbs.org+India+news+after:2021-02-01+before:2021-02-08
2021-02-08,United States,North America,168669,https://www.google.com/search?q=site:pbs.org+United States+news+after:2021-02-08+before:2021-02-15
2021-02-08,United Kingdom,Europe,14665,https://www.google.com/search?q=site:aljazeera.com+United Kingdom+news+after:2021-02-08+before:2021-02-15
