mention_week,conflict_country_name,conflict_continent,material_conflict_mentions,material_conflict_unique_events,material_conflict_mentions_weighted
2020-08-17,Russia,Europe,21190,7559,6.538966364056882
2020-08-17,United Kingdom,Europe,15364,5666,3.0499056083031144
2020-08-17,China,Asia,12271,5466,4.209630981377497
2020-08-17,Israel,Asia,12028,6193,4.839421801373833
2020-08-17,India,Asia,10604,6165,1.0283091377819606
2020-08-17,Belarus,Europe,10330,4237,6.785654780317396
2020-08-17,Australia,Oceania,8338,2860,1.0737328752799091
2020-08-17,Canada,North America,6509,2046,0.40884814790341945
2020-08-17,Iran,Asia,5605,2152,1.1995975703197452
2020-08-17,Iraq,Asia,5322,2084,2.1322843417359874
2020-08-17,Germany,Europe,5230,2133,1.7403151882284722
2020-08-17,Mali,Africa,5116,2325,8.67246882438266
2020-08-17,Nigeria,Africa,5062,3691,1.1142164858947314
2020-08-17,Lebanon,Asia,4986,2198,2.153558020064439
2020-08-24,United States,North America,271370,71613,30.1768082688725
2020-08-24,China,Asia,13387,6744,3.813533157998425
2020-08-24,Russia,Europe,12657,6821,5.169604131853213
2020-08-24,Australia,Oceania,11424,3754,1.3079885812340954
2020-08-24,United Kingdom,Europe,11201,4865,1.2409926261976572
2020-08-24,Israel,Asia,9434,5116,2.826134656859677
2020-08-24,India,Asia,8842,5684,0.9866890905768505
2020-08-24,New Zealand,Oceania,8219,2614,2.036888582433343
2020-08-24,Belarus,Europe,8187,3341,4.481347358529387
2020-08-24,Germany,Europe,6825,2886,2.9410349211169904
2020-08-24,Turkey,Asia,6001,2875,2.1301173606741615
2020-08-24,Canada,North America,5712,2205,0.4075398953412547
2020-08-24,France,Europe,4595,2310,2.038054983364203
2020-08-24,Ukraine,Europe,4451,2727,1.7938316282159765
2020-08-24,Nigeria,Africa,4242,3138,0.8706875263715932
2020-08-31,United States,North America,195293,60327,24.069567499172095
2020-08-31,Russia,Europe,17275,7840,7.381214170379533
2020-08-31,China,Asia,15779,7382,4.005950567708365
2020-08-31,United Kingdom,Europe,15549,5580,3.3704987441898067
2020-08-31,Australia,Oceania,9899,3819,1.550733572102531
2020-08-31,India,Asia,9700,6437,1.1762989175705876
2020-08-31,France,Europe,8375,4168,4.0883000866909285
2020-08-31,Israel,Asia,6745,3885,1.9381333785435226
2020-08-31,Belarus,Europe,5993,2784,4.316503503511525
2020-08-31,Germany,Europe,5975,2704,1.9634711941145695
2020-08-31,Canada,North America,5288,1906,0.41922153265373013
2020-08-31,Turkey,Asia,4910,2704,2.4993595218774267
2020-08-31,Ukraine,Europe,4195,2668,1.0678110206858098
2020-08-31,Japan,Asia,4060,1156,0.5976571770174545
2020-08-31,Pakistan,Asia,3873,2460,0.9835691467053036
2020-09-07,United States,North America,172224,54428,18.806567095159995
2020-09-07,United Kingdom,Europe,15708,6523,3.8017289383348616
2020-09-07,China,Asia,14844,7282,4.514524558369402
2020-09-07,Russia,Europe,12962,6989,4.7043203745043956
2020-09-07,India,Asia,11842,7165,1.5031366025131594
2020-09-07,Australia,Oceania,10604,3660,1.558896336463751
2020-09-07,Belarus,Europe,8930,3430,4.565757313944309
2020-09-07,Turkey,Asia,7423,3000,3.3841836781730787
2020-09-07,Canada,North America,6570,2142,0.47561758206711835
2020-09-07,Ukraine,Europe,6142,2832,1.3845754004603454
2020-09-07,Israel,Asia,5989,3455,1.6389377059709225
2020-09-07,France,Europe,5931,3298,2.919092471420382
2020-09-07,Pakistan,Asia,5837,3482,1.6401882383521618
2020-09-07,Greece,Europe,5784,2237,3.0008227747395653
2020-09-07,Germany,Europe,5259,2401,1.490363355929756
2020-09-14,United States,North America,157178,54412,16.723423585692366
2020-09-14,China,Asia,18690,6906,4.386258843271226
2020-09-14,United Kingdom,Europe,16442,6139,4.053402397937351
2020-09-14,Russia,Europe,12180,6782,4.42754077298991
2020-09-14,India,Asia,10342,6579,1.1044854066895777
2020-09-14,Israel,Asia,9447,4757,3.0908562946911604
2020-09-14,Australia,Oceania,7671,2881,0.9245193494541785
2020-09-14,Belarus,Europe,6995,3003,4.016936172607529
2020-09-14,Canada,North America,5896,2385,0.4886162969616627
2020-09-14,Pakistan,Asia,5638,3490,1.1859183214526943
2020-09-14,Mexico,North America,5059,1799,1.1524178531415505
2020-09-14,Nigeria,Africa,4779,3540,0.8472914088952043
2020-09-14,Germany,Europe,4764,2277,1.766725918766639
2020-09-14,Ukraine,Europe,4633,2861,1.0609143495638587
2020-09-14,Greece,Europe,4164,1725,1.8070047812588417
2020-09-21,United States,North America,185332,56561,17.499611632151638
2020-09-21,United Kingdom,Europe,23911,7784,5.3079049445722335
2020-09-21,China,Asia,13230,6378,4.754007185208501
2020-09-21,Russia,Europe,11352,6035,4.6775545332551225
2020-09-21,France,Europe,10692,4268,5.7572784351283675
2020-09-21,Armenia,Asia,10591,3097,3.7763035837483514
2020-09-21,Canada,North America,10363,2619,0.5743474030681495
2020-09-21,Azerbaijan,Asia,9890,3139,4.44561776224423
2020-09-21,India,Asia,8106,5626,1.206108169623338
2020-09-21,Australia,Oceania,7163,2792,0.886194347779334
2020-09-21,Israel,Asia,5778,2815,1.0512719664633599
2020-09-21,Iran,Asia,5173,2311,1.5449075922526043
2020-09-21,Germany,Europe,4926,2097,1.586797417780085
2020-09-21,Belarus,Europe,4635,2207,2.2626650267225896
2020-09-21,Nigeria,Africa,4379,3302,0.980561654224485
2020-09-28,United States,North America,114817,43527,14.035797301043395
2020-09-28,Armenia,Asia,23412,11131,11.091902577964117
2020-09-28,Azerbaijan,Asia,23331,10492,11.45162139992911
2020-09-28,Russia,Europe,15273,7831,4.625214770790403
2020-09-28,India,Asia,15197,9398,2.5502832035995255
2020-09-28,United Kingdom,Europe,13179,5673,3.176573424825276
2020-09-28,Turkey,Asia,7884,4415,2.690144331288337
2020-09-28,China,Asia,7855,3994,3.0715602955213566
2020-09-28,Canada,North America,6850,2535,0.6159646491559994
2020-09-28,France,Europe,5229,2870,2.916525202974445
2020-09-28,Iraq,Asia,4559,2040,1.8371096266475062
2020-09-28,Israel,Asia,4260,2498,0.9176379785945753
2020-09-28,Pakistan,Asia,4161,2455,0.8391571640076878
2020-09-28,Australia,Oceania,3909,1859,0.6507543316453845
2020-09-28,Ukraine,Europe,3868,2452,0.8617866532893167
2020-10-05,United States,North America,110651,41619,14.951432428747012
2020-10-05,United Kingdom,Europe,12429,5022,2.0787150607248996
2020-10-05,Russia,Europe,12291,6504,5.971203423926769
2020-10-05,Azerbaijan,Asia,12149,5662,6.038510265403701
2020-10-05,Armenia,Asia,11797,5752,5.368422591335548
2020-10-05,India,Asia,8849,5922,1.1253510188017526
2020-10-05,Turkey,Asia,5613,2489,1.5803935066704846
2020-10-05,France,Europe,5420,2648,1.9390913782018617
2020-10-05,China,Asia,5296,2797,2.092609422858317
2020-10-05,Israel,Asia,5182,2705,1.4344869586349966
2020-10-05,Canada,North America,4388,1837,0.3640658927966309
2020-10-05,Germany,Europe,4249,1959,2.662065116587799
2020-10-05,Pakistan,Asia,3968,2372,0.9719771191288848
2020-10-05,Kyrgyzstan,Asia,3827,1576,2.347641081732697
2020-10-05,Belarus,Europe,3816,1277,2.470123798448937
2020-10-12,United States,North America,74041,30229,8.764082798036352
2020-10-12,United Kingdom,Europe,14124,4971,2.401307630342267
2020-10-12,France,Europe,11831,4840,8.728794578453176
2020-10-12,Russia,Europe,9248,5115,5.2364243836335005
2020-10-12,Azerbaijan,Asia,9104,4209,5.215067301714491
2020-10-12,Armenia,Asia,8704,4204,4.214579092225902
2020-10-12,India,Asia,6643,4661,1.036280416804704
2020-10-12,China,Asia,5269,2907,2.680891738511504
2020-10-12,Afghanistan,Asia,4003,2034,1.900962859488979
2020-10-12,Nigeria,Africa,3797,2956,1.1854913988965405
2020-10-12,Pakistan,Asia,3768,2361,1.363992622103272
2020-10-12,Turkey,Asia,3608,2062,1.394225129195877
2020-10-12,Australia,Oceania,3405,1581,0.8866092926297142
2020-10-12,Canada,North America,3296,1288,0.44366633128467625
2020-10-12,Iran,Asia,3146,1072,0.8802462240182921
2020-10-19,United States,North America,61777,28177,9.554738220817041
2020-10-19,Nigeria,Africa,11017,5540,5.120612170275347
2020-10-19,France,Europe,8001,4272,9.819076551005592
2020-10-19,Russia,Europe,7473,3681,2.7340111011911787
2020-10-19,United Kingdom,Europe,6858,3597,1.616417367382738
2020-10-19,Afghanistan,Asia,6186,2421,2.95657455456342
2020-10-19,China,Asia,5712,2946,3.0795096190538933
2020-10-19,India,Asia,4584,3354,0.7685683155351156
2020-10-19,Italy,Europe,4129,1657,2.3986032694318253
2020-10-19,Spain,Europe,3852,1435,2.2507123019058013
2020-10-19,Israel,Asia,3765,1974,1.8465759868606604
2020-10-19,Armenia,Asia,3726,1919,2.3067326871536125
2020-10-19,Pakistan,Asia,3567,2100,1.4683145752775417
2020-10-19,Azerbaijan,Asia,3174,1885,1.7255097132707298
2020-10-19,Australia,Oceania,3058,1649,0.6751498701062176
2020-10-26,United States,North America,59220,23667,13.740732081857365
2020-10-26,France,Europe,16661,7516,19.261209965670957
2020-10-26,Russia,Europe,5512,3289,3.4068682603727933
2020-10-26,United Kingdom,Europe,5379,2696,1.2493982567588904
2020-10-26,China,Asia,4962,2227,1.962347194943367
2020-10-26,India,Asia,4679,3262,0.9366191340203184
2020-10-26,Turkey,Asia,4446,2462,2.219148455313834
2020-10-26,Nigeria,Africa,3942,2799,1.741750815213254
2020-10-26,Armenia,Asia,3656,2053,2.9583431789987436
2020-10-26,Pakistan,Asia,3475,1815,1.4103759938495621
2020-10-26,Azerbaijan,Asia,3359,1932,3.5207258615971933
2020-10-26,Australia,Oceania,3211,1404,0.8979918962188653
2020-10-26,Italy,Europe,2683,1364,1.9357111983963877
2020-10-26,Canada,North America,2573,1080,0.6453575301986193
2020-10-26,Spain,Europe,2329,1309,3.395254331019404
2020-11-02,United States,North America,63252,22857,29.66260328796483
2020-11-02,Austria,Europe,8457,3083,12.043218553150236
2020-11-02,United Kingdom,Europe,5606,2573,1.9063011288629683
2020-11-02,Afghanistan,Asia,4555,1831,2.7802397834508747
2020-11-02,France,Europe,4279,2680,4.0217038038287125
2020-11-02,India,Asia,3841,2610,0.7082323791551949
2020-11-02,Russia,Europe,3227,2032,2.0619611051595315
2020-11-02,Israel,Asia,2435,1517,1.3418472745766963
2020-11-02,China,Asia,2305,1317,1.32410570157989
2020-11-02,Australia,Oceania,2223,1003,0.6259259741009466
2020-11-02,Canada,North America,2046,760,0.32728537959194615
2020-11-02,Iran,Asia,1667,534,0.648822577827573
2020-11-02,Turkey,Asia,1649,924,1.196455893917605
2020-11-02,Germany,Europe,1632,727,0.6826124227727931
2020-11-02,Armenia,Asia,1630,956,1.577564054526233
2020-11-09,United States,North America,26158,14106,13.830274122273092
2020-11-09,Russia,Europe,4180,2450,4.63965875663355
2020-11-09,United Kingdom,Europe,3930,2250,1.4935286282681288
2020-11-09,Ethiopia,Africa,3063,1348,4.179229717215613
2020-11-09,Israel,Asia,2525,1243,2.627151672429527
2020-11-09,Australia,Oceania,2399,1000,1.1137831845773793
2020-11-09,Armenia,Asia,2301,1334,3.1466731221772775
2020-11-09,China,Asia,2232,1241,2.0317588925263927
2020-11-09,India,Asia,2230,1660,0.8885120282282365
2020-11-09,Azerbaijan,Asia,2045,1171,2.2535631837889785
2020-11-09,France,Europe,1560,990,2.362606506702643
2020-11-09,Afghanistan,Asia,1440,764,1.4079299733073016
2020-11-09,Canada,North America,1366,750,0.3024393033173173
2020-11-09,Pakistan,Asia,1362,904,0.9501869598406977
2020-11-09,Iran,Asia,1350,550,0.8226931378567142
2020-11-16,United States,North America,104869,37729,16.687175771696232
2020-11-16,United Kingdom,Europe,11936,5075,2.345680065892414
2020-11-16,Russia,Europe,8542,4815,6.255213601349948
2020-11-16,Germany,Europe,7722,2685,3.098765982096325
2020-11-16,India,Asia,7535,4832,0.9597791930225521
2020-11-16,Israel,Asia,7251,3779,2.8148338579040466
2020-11-16,Ethiopia,Africa,6262,2749,4.7179886218842215
2020-11-16,France,Europe,6091,2817,3.515704385854035
2020-11-16,Afghanistan,Asia,6004,2521,2.5558239017238518
2020-11-16,China,Asia,5920,2948,1.9629107382076234
2020-11-16,Australia,Oceania,5908,2542,1.168774495562204
2020-11-16,Nigeria,Africa,4593,3275,0.8608164419273582
2020-11-16,Canada,North America,4123,1754,0.4164395868247468
2020-11-16,Pakistan,Asia,4073,2428,1.0018411924025459
2020-11-16,Mexico,North America,3733,1822,0.8313353987666515
2020-11-23,United States,North America,83045,32950,9.556960593903446
2020-11-23,Iran,Asia,19101,7344,9.674440032140765
2020-11-23,United Kingdom,Europe,18887,6450,2.7864515375293895
2020-11-23,India,Asia,12137,7150,1.712540462250579
2020-11-23,Israel,Asia,11058,5171,3.724853354368553
2020-11-23,Russia,Europe,10030,5544,5.19539631930888
2020-11-23,France,Europe,7928,3948,5.367870158492625
2020-11-23,Ethiopia,Africa,7826,3625,5.7828943606920875
2020-11-23,China,Asia,7121,3577,1.9915576665802373
2020-11-23,Pakistan,Asia,6405,2939,1.3581618854199426
2020-11-23,Australia,Oceania,6077,2656,1.000220629215574
2020-11-23,Nigeria,Africa,6036,4060,1.390331428001174
2020-11-23,Canada,North America,5990,2439,0.900532799299511
2020-11-23,Turkey,Asia,4062,2402,2.2275097916254745
2020-11-23,Afghanistan,Asia,4003,1931,2.60171155744406
2020-11-30,United States,North America,106729,38944,10.940026904146377
2020-11-30,United Kingdom,Europe,16424,6167,4.016624455400923
2020-11-30,China,Asia,10869,4957,3.0491728588958638
2020-11-30,Iran,Asia,10711,5056,4.673916292433573
2020-11-30,Russia,Europe,10577,5779,4.70029324889233
2020-11-30,Israel,Asia,9212,4770,3.1720632371356747
2020-11-30,India,Asia,8963,5647,1.1379663499273078
2020-11-30,France,Europe,7956,3901,8.899677256486255
2020-11-30,Nigeria,Africa,7877,4725,2.0084259153191826
2020-11-30,Australia,Oceania,7109,2962,1.083552193457437
2020-11-30,Germany,Europe,6482,2229,1.780689716637343
2020-11-30,Canada,North America,4721,2143,0.4404013669588909
2020-11-30,Pakistan,Asia,3911,2454,1.1537548504843582
2020-11-30,Brazil,South America,3535,1686,2.098994341778096
2020-11-30,Afghanistan,Asia,3439,1720,1.1161997643934671
2020-12-07,United States,North America,123531,42031,17.51236147139895
2020-12-07,United Kingdom,Europe,17974,6152,3.1829975058887277
2020-12-07,Russia,Europe,11626,6172,6.548343220187976
2020-12-07,China,Asia,10837,4797,3.0853562006368995
2020-12-07,India,Asia,8817,5939,1.158247944577684
2020-12-07,France,Europe,7159,3488,4.578264847688883
2020-12-07,Nigeria,Africa,7146,4218,1.9557408027643888
2020-12-07,Australia,Oceania,7122,3031,1.1747549114348657
2020-12-07,Iran,Asia,6868,3113,2.5296017025545923
2020-12-07,Afghanistan,Asia,6246,2675,2.6217970777920234
2020-12-07,Indonesia,Asia,6135,2342,1.5649333511870325
2020-12-07,Israel,Asia,5336,3119,1.9806225828591915
2020-12-07,Canada,North America,4770,2224,0.39657323199535527
2020-12-07,Germany,Europe,4646,2005,2.0171434211614128
2020-12-07,Turkey,Asia,4298,2458,2.176567565142855
2020-12-14,United States,North America,117115,41371,13.23762873329555
2020-12-14,United Kingdom,Europe,28651,7660,6.553525189880102
2020-12-14,Nigeria,Africa,15315,7541,4.816466943071109
2020-12-14,Russia,Europe,12048,6518,7.6689230964300314
2020-12-14,Afghanistan,Asia,9310,3048,3.486853287261427
2020-12-14,France,Europe,9260,3968,4.652142237894805
2020-12-14,Australia,Oceania,8265,2912,1.100206186044915
2020-12-14,India,Asia,8229,5330,1.1080295909424138
2020-12-14,China,Asia,7841,4063,2.203916945636503
2020-12-14,Canada,North America,7359,2505,0.5707229578519215
2020-12-14,Germany,Europe,5893,2031,1.5821208510422609
2020-12-14,Turkey,Asia,4947,2545,2.249452107571892
2020-12-14,Italy,Europe,4841,2072,1.9441143773566236
2020-12-14,Iran,Asia,4606,2088,1.315719621981718
2020-12-14,Israel,Asia,4438,2378,1.307642637901328
2020-12-21,United States,North America,92318,32547,12.344929008848496
2020-12-21,United Kingdom,Europe,36777,11232,9.16549980680777
2020-12-21,Russia,Europe,15433,7434,8.456843126347742
2020-12-21,France,Europe,11474,3544,4.613369516502674
2020-12-21,Iraq,Asia,11222,2876,2.231489758067344
2020-12-21,Israel,Asia,8404,4327,3.4350996356585055
2020-12-21,India,Asia,7979,5496,1.0978179593958348
2020-12-21,China,Asia,7757,3754,2.5211533797574073
2020-12-21,Afghanistan,Asia,7535,3335,2.738394892510312
2020-12-21,Pakistan,Asia,6543,3214,1.1466310520868537
2020-12-21,Germany,Europe,6482,2245,1.7104899846839143
2020-12-21,Canada,North America,6267,2429,0.7439431865204504
2020-12-21,Mexico,North America,6079,1573,0.6844638096000525
2020-12-21,Nigeria,Africa,4985,3573,0.9715773317082791
2020-12-21,Australia,Oceania,4914,1985,0.8400348947417883
2020-12-28,United States,North America,92893,33848,14.55143926550719
2020-12-28,United Kingdom,Europe,23138,6295,5.444831974765242
2020-12-28,China,Asia,14631,6130,7.957906623985004
2020-12-28,Russia,Europe,8241,4865,4.703586580367283
2020-12-28,India,Asia,7689,4870,0.9868211087421314
2020-12-28,France,Europe,7281,2712,3.4153501678486813
2020-12-28,Pakistan,Asia,7263,3747,1.7847755643091554
2020-12-28,Israel,Asia,7013,3609,2.3461883676174144
2020-12-28,Iran,Asia,6879,3082,2.5124523786957624
2020-12-28,Nigeria,Africa,5433,3524,1.2308910544761171
2020-12-28,Afghanistan,Asia,5174,2230,2.5358853196896587
2020-12-28,Saudi Arabia,Asia,4690,1659,1.589721681761952
2020-12-28,Australia,Oceania,4281,1749,0.9203364826122821
2020-12-28,Iraq,Asia,3911,1779,1.6154776146620922
2020-12-28,Yemen,Asia,3632,1077,2.6181797416794192
2021-01-04,United States,North America,251778,71092,51.94087655356489
2021-01-04,United Kingdom,Europe,28358,9256,4.959367381231598
2021-01-04,China,Asia,12303,5494,4.76066328310729
2021-01-04,Iran,Asia,10279,3770,1.925631908725448
2021-01-04,India,Asia,9194,5627,1.1427212613766726
2021-01-04,Indonesia,Asia,7617,2197,1.4316700322192693
2021-01-04,Pakistan,Asia,6613,4050,1.422812707400449
2021-01-04,Israel,Asia,6544,3172,1.1767712835414723
2021-01-04,Australia,Oceania,5913,2004,0.7112462185932097
2021-01-04,France,Europe,5781,2718,2.5074552020589214
2021-01-04,Canada,North America,5286,1987,0.33043622735616474
2021-01-04,Iraq,Asia,5284,1797,1.3694437742116792
2021-01-04,Russia,Europe,5237,3360,2.6787329945361202
2021-01-04,Mexico,North America,4507,1517,0.4809050465599415
2021-01-04,Germany,Europe,4309,1636,1.0514127135320308
2021-01-11,United States,North America,236141,68251,37.28166977847432
2021-01-11,United Kingdom,Europe,17400,6989,3.876009348567191
2021-01-11,Russia,Europe,10610,5691,6.431222721358369
2021-01-11,China,Asia,10504,5335,3.7744918322409777
2021-01-11,India,Asia,7650,4822,0.9764349433984906
2021-01-11,Ukraine,Europe,7600,2721,1.2301925816958958
2021-01-11,Israel,Asia,6201,3790,2.3786128661342842
2021-01-11,Australia,Oceania,4904,1934,0.7620197831726083
2021-01-11,France,Europe,4860,2367,3.279573557897411
2021-01-11,Germany,Europe,4685,2171,1.5827571900828037
2021-01-11,Nigeria,Africa,4395,3314,0.977158762845608
2021-01-11,Canada,North America,4215,1962,0.3554334787615195
2021-01-11,Indonesia,Asia,4124,1489,1.5604153321992043
2021-01-11,Mexico,North America,4036,1924,1.2847986366137145
2021-01-11,Afghanistan,Asia,4010,2099,1.7842330436916103
2021-01-18,United States,North America,144240,52240,25.78375294168352
2021-01-18,Russia,Europe,31069,10903,16.557648852183465
2021-01-18,United Kingdom,Europe,13436,5925,3.827296074750873
2021-01-18,China,Asia,11109,5025,3.377159013093592
2021-01-18,Israel,Asia,8239,4009,1.852359803867448
2021-01-18,India,Asia,7881,4843,1.1863691799347587
2021-01-18,Nigeria,Africa,5679,4374,1.547493246522949
2021-01-18,France,Europe,5495,2436,2.467727301730027
2021-01-18,Germany,Europe,5377,2194,2.106568694138492
2021-01-18,Iraq,Asia,5244,1949,2.5076167167797263
2021-01-18,Canada,North America,5168,2141,0.46755903555420236
2021-01-18,Australia,Oceania,4360,1818,0.6593511132336349
2021-01-18,Mexico,North America,4334,1949,0.8993520959797421
2021-01-18,Ukraine,Europe,3821,2435,0.8941127724504719
2021-01-18,Iran,Asia,3633,1818,1.0701336053258657
2021-01-25,United States,North America,132997,45747,15.542231336725918
2021-01-25,Russia,Europe,28754,9416,13.78888112337025
2021-01-25,United Kingdom,Europe,19910,6857,3.3935471306409464
2021-01-25,India,Asia,16278,8089,3.7385947572172586
2021-01-25,China,Asia,9214,4429,4.738005205039334
2021-01-25,Israel,Asia,8991,4457,2.723179973928782
2021-01-25,Germany,Europe,7641,2931,2.714887090095085
2021-01-25,Pakistan,Asia,7162,3367,1.337672183586433
2021-01-25,Canada,North America,5749,2699,0.8164546218269854
2021-01-25,Nigeria,Africa,5638,4171,1.4993406783499923
2021-01-25,Australia,Oceania,5600,2253,0.7876170254320657
2021-01-25,France,Europe,5269,2705,2.4245473194665226
2021-01-25,Netherlands,Europe,4728,2110,4.272502845711988
2021-01-25,Ukraine,Europe,4439,2652,1.415645248330607
2021-01-25,Italy,Europe,4046,1856,1.378955075030896
2021-02-01,United States,North America,145391,46612,14.662011064307757
2021-02-01,Russia,Europe,24312,10739,14.022266323494373
2021-02-01,Myanmar,Asia,15563,5239,6.7701010179664936
2021-02-01,United Kingdom,Europe,14849,6370,3.121952871305036
2021-02-01,India,Asia,10489,6334,2.2592750974977296
2021-02-01,China,Asia,8696,4379,2.852702442909768
2021-02-01,Australia,Oceania,7719,2858,1.286485313685542
2021-02-01,Israel,Asia,6582,4034,1.9419349105264305
2021-02-01,Canada,North America,5748,2361,0.7656180552252958
2021-02-01,France,Europe,5567,2488,2.3584544012436517
2021-02-01,Germany,Europe,5405,2351,1.7251163599827604
2021-02-01,Turkey,Asia,5148,2595,1.9198115033895187
2021-02-01,Nigeria,Africa,4989,3743,1.0676523331633125
2021-02-01,Mexico,North America,4813,2423,1.145345208091154
2021-02-01,Afghanistan,Asia,4342,1956,1.2725300573998637
2021-02-08,United States,North America,168669,50074,22.5213118784295
2021-02-08,United Kingdom,Europe,14665,6117,2.4363626832993566
2021-02-08,Russia,Europe,12363,6936,7.4971751058102
2021-02-08,China,Asia,12166,5284,3.972682667975143
2021-02-08,Myanmar,Asia,12071,4428,6.849530917344881
2021-02-08,India,Asia,9747,6054,1.0557678322335726
2021-02-08,Ukraine,Europe,8184,2975,2.0770322027331645
2021-02-08,Australia,Oceania,7954,2666,1.0993705861757934
2021-02-08,Nigeria,Africa,6416,4585,1.2105811566436602
2021-02-08,Israel,Asia,6347,3064,1.2391869168131797
2021-02-08,Canada,North America,6174,2461,0.5343246028684534
2021-02-08,Germany,Europe,5083,2112,1.8254187804245814
2021-02-08,Turkey,Asia,4098,2281,1.8987792469644826
2021-02-08,Mexico,North America,4058,1991,1.1209730234058475
2021-02-08,France,Europe,3887,2203,2.541135739615465
2021-02-15,United States,North America,108936,39865,14.517161173397819
2021-02-15,United Kingdom,Europe,13875,5833,3.3112232098265904
2021-02-15,Russia,Europe,11750,6630,6.0054675045682915
2021-02-15,Myanmar,Asia,11630,4813,6.736613246184539
2021-02-15,India,Asia,11074,6672,1.626511539943762
2021-02-15,Spain,Europe,10473,3871,4.798475402800208
2021-02-15,Australia,Oceania,9333,3451,1.5419527239010122
2021-02-15,Nigeria,Africa,8666,6041,1.8273928828002675
2021-02-15,China,Asia,6664,3376,2.0163420126226974
2021-02-15,France,Europe,6209,2836,2.978432351825795
2021-02-15,Iraq,Asia,6126,2838,2.94921975623889
2021-02-15,Israel,Asia,5957,3458,1.3702617114564548
2021-02-15,Canada,North America,5713,2621,0.7234735480270144
2021-02-15,Iran,Asia,5159,2229,1.9405575614012316
2021-02-15,Turkey,Asia,4862,2853,2.1832144701552756
2021-02-22,United States,North America,118642,46212,16.303149244185835
2021-02-22,Nigeria,Africa,14424,7864,3.36994888726617
2021-02-22,United Kingdom,Europe,14171,6039,2.505366934566548
2021-02-22,Myanmar,Asia,12644,5137,7.826434841543191
2021-02-22,Russia,Europe,11945,6546,5.355986896902855
2021-02-22,Saudi Arabia,Asia,10617,4327,3.907252577107155
2021-02-22,Iraq,Asia,9801,3372,2.787604237634414
2021-02-22,India,Asia,8373,5364,1.0662327700354537
2021-02-22,Australia,Oceania,7920,3209,0.9846181367382094
2021-02-22,China,Asia,7731,3471,2.3343569911364037
2021-02-22,Iran,Asia,6572,3343,2.571202457148737
2021-02-22,Germany,Europe,6235,2739,1.7405365587691697
2021-02-22,Canada,North America,5955,2613,0.5522769794588488
2021-02-22,France,Europe,5569,2833,3.113479549350034
2021-02-22,Mexico,North America,5468,2481,0.9821749797446782
2021-03-01,United States,North America,126045,46506,13.447155192178299
2021-03-01,Myanmar,Asia,21409,6810,8.019302737858354
2021-03-01,United Kingdom,Europe,16711,6192,2.6587838425005597
2021-03-01,Iraq,Asia,14707,3918,3.6757930812498576
2021-03-01,Russia,Europe,14065,6956,6.140598859189823
2021-03-01,Australia,Oceania,10360,3891,1.490324392950984
2021-03-01,Nigeria,Africa,10246,6150,2.4282847419395206
2021-03-01,France,Europe,9866,3678,5.482489316221508
2021-03-01,China,Asia,8471,3924,2.461353973444262
2021-03-01,Iran,Asia,7770,2374,1.3036071432935474
2021-03-01,India,Asia,7531,5138,1.2945888907346834
2021-03-01,Canada,North America,6673,2572,0.5149486798817402
2021-03-01,Saudi Arabia,Asia,5726,2751,2.247410676579824
2021-03-01,Mexico,North America,5213,2308,0.9452093860098433
2021-03-01,Afghanistan,Asia,5170,2372,1.5717419031332522
2021-03-08,United States,North America,122524,43556,13.658089750099803
2021-03-08,United Kingdom,Europe,26169,8126,6.229476594040885
2021-03-08,Myanmar,Asia,16932,6041,9.11466434454292
2021-03-08,Russia,Europe,10446,5521,5.486451044108611
2021-03-08,China,Asia,9029,4134,2.53744264779041
2021-03-08,Australia,Oceania,8536,2980,1.1132833487472553
2021-03-08,India,Asia,7513,4850,1.0683400755673544
2021-03-08,Nigeria,Africa,6947,4884,1.6675217682941401
2021-03-08,Israel,Asia,5904,2892,1.144156560177102
2021-03-08,Canada,North America,5900,2382,0.5479168811474657
2021-03-08,Mexico,North America,5408,2379,1.0186250710184028
2021-03-08,France,Europe,5357,2629,2.3335293998385707
2021-03-08,Iran,Asia,5102,1853,1.5979483224869342
2021-03-08,Italy,Europe,4975,1946,1.459549396461489
2021-03-08,Germany,Europe,4305,1532,1.3616000300709636
2021-03-15,United States,North America,153819,49680,15.906266843099518
2021-03-15,United Kingdom,Europe,19714,7943,3.614071418475429
2021-03-15,China,Asia,17733,6527,4.944003311018203
2021-03-15,Russia,Europe,12485,6919,7.329138465896015
2021-03-15,Australia,Oceania,10526,3652,1.93259372107638
2021-03-15,Myanmar,Asia,9795,3849,5.890359021373622
2021-03-15,Canada,North America,8261,2993,0.6011702045710138
2021-03-15,India,Asia,7737,4768,0.9228148865829557
2021-03-15,Nigeria,Africa,6334,4685,1.108635071409516
2021-03-15,Turkey,Asia,5862,2919,3.010225912192979
2021-03-15,Germany,Europe,5766,2012,2.0915663151082375
2021-03-15,Mexico,North America,5610,2602,1.360601599730529
2021-03-15,France,Europe,5578,2677,3.3941894455562394
2021-03-15,Israel,Asia,5026,3116,1.4478208480796213
2021-03-15,Syria,Asia,4450,2116,1.8503110569793213
2021-03-22,United States,North America,193707,56729,18.188048537687884
2021-03-22,China,Asia,20146,7463,4.623684568828175
2021-03-22,United Kingdom,Europe,19910,7917,4.200369531169048
2021-03-22,Myanmar,Asia,15468,5169,7.209368812467389
