mention_week,conflict_continent,conflict_country_name,material_conflict_mentions
2016-05-23,Asia,Oman,12889
2016-05-23,Asia,Pakistan,981309
2016-05-23,Asia,Palestine,332826
2016-05-23,Asia,Philippines,317001
2016-05-23,Asia,Qatar,33444
2016-05-23,Asia,Saudi Arabia,854565
2016-05-23,Asia,Singapore,51699
2016-05-23,Asia,South Korea,240874
2016-05-23,Asia,Sri Lanka,69208
2016-05-23,Asia,Syria,2818251
2016-05-23,Asia,Taiwan,39338
2016-05-23,Asia,Tajikistan,19708
2016-05-23,Asia,Thailand,189510
2016-05-23,Asia,Turkey,1811927
2016-05-23,Asia,Turkmenistan,20002
2016-05-23,Asia,United Arab Emirates,75945
2016-05-23,Asia,Uzbekistan,14530
2016-05-23,Asia,Vietnam,107632
2016-05-23,Asia,Yemen,825021
2016-05-23,Europe,Albania,59041
2016-05-23,Europe,Andorra,1188
2016-05-23,Europe,Austria,110082
2016-05-23,Europe,Bailiwick of Guernsey,1275
2016-05-23,Europe,Bailiwick of Jersey,24925
2016-05-23,Europe,Belarus,67404
2016-05-23,Europe,Belgium,540045
2016-05-23,Europe,Bosnia and Herzegovina,34933
2016-05-23,Europe,Bulgaria,59159
2016-05-23,Europe,Croatia,83561
2016-05-23,Europe,Cyprus,25937
2016-05-23,Europe,Czech Republic,45264
2016-05-23,Europe,Denmark,92302
2016-05-23,Europe,Estonia,17705
2016-05-23,Europe,Faroe Islands,369
2016-05-23,Europe,Finland,26525
2016-05-23,Europe,France,1415749
2016-05-23,Europe,Germany,607291
2016-05-23,Europe,Gibraltar,2158
2016-05-23,Europe,Greece,331607
2016-05-23,Europe,Hungary,176662
2016-05-23,Europe,Iceland,10019
2016-05-23,Europe,Ireland,177911
2016-05-23,Europe,Italy,423630
2016-05-23,Europe,Kosovo,19265
2016-05-23,Europe,Latvia,11945
2016-05-23,Europe,Lithuania,31656
2016-05-23,Europe,Luxembourg,6858
2016-05-23,Europe,Malta,10736
2016-05-23,Europe,Moldova,23385
2016-05-23,Europe,Monaco,2325
2016-05-23,Europe,Montenegro,5609
2016-05-23,Europe,Netherlands,134882
2016-05-23,Europe,North Macedonia,102680
2016-05-23,Europe,Norway,71093
2016-05-23,Europe,Poland,124465
2016-05-23,Europe,Portugal,41117
2016-05-23,Europe,Romania,137692
2016-05-23,Europe,Russia,1871153
2016-05-23,Europe,Serbia,140042
2016-05-23,Europe,Slovakia,14029
2016-05-23,Europe,Slovenia,28628
2016-05-23,Europe,Spain,333131
2016-05-23,Europe,Svalbard,567
2016-05-23,Europe,Sweden,235396
2016-05-23,Europe,Switzerland,139426
2016-05-23,Europe,Ukraine,986509
2016-05-23,Europe,United Kingdom,1409911
2016-05-23,Europe,Vatican City,4402
2016-05-23,North America,Antigua and Barbuda,804
2016-05-23,North America,Bahamas,18540
2016-05-23,North America,Barbados,2352
2016-05-23,North America,Belize,11992
2016-05-23,North America,Bermuda,1760
2016-05-23,North America,British Virgin Islands,598
2016-05-23,North America,Canada,765945
2016-05-23,North America,Cayman Islands,1262
2016-05-23,North America,Costa Rica,7712
2016-05-23,North America,Cuba,130097
2016-05-23,North America,Dominica,2936
2016-05-23,North America,Dominican Republic,14331
2016-05-23,North America,El Salvador,40490
2016-05-23,North America,Greenland,1041
2016-05-23,North America,Grenada,4429
2016-05-23,North America,Guadeloupe,5295
2016-05-23,North America,Guatemala,59862
2016-05-23,North America,Haiti,36581
2016-05-23,North America,Honduras,58027
2016-05-23,North America,Jamaica,26563
2016-05-23,North America,Martinique,697
2016-05-23,North America,Mexico,683993
2016-05-23,North America,Montserrat,1341
2016-05-23,North America,Nicaragua,16681
2016-05-23,North America,Panama,38511
2016-05-23,North America,Puerto Rico,13982
2016-05-23,North America,Saint Lucia,379
2016-05-23,North America,Trinidad and Tobago,14412
2016-05-23,North America,Turks and Caicos Islands,1032
2016-05-23,North America,United States,17572108
2016-05-23,North America,"Virgin Islands, U.S.",563
2016-05-23,Oceania,Australia,1536553
2016-05-23,Oceania,Fiji,11350
2016-05-23,Oceania,French Polynesia,241
2016-05-23,Oceania,Guam,8753
2016-05-23,Oceania,Kiribati,701
2016-05-23,Oceania,Marshall Islands,969
2016-05-23,Oceania,Nauru,19760
2016-05-23,Oceania,New Zealand,91290
2016-05-23,Oceania,Oceania,748
2016-05-23,Oceania,Oceans,17262
2016-05-23,Oceania,Palau,1737
2016-05-23,Oceania,Papua New Guinea,11238
2016-05-23,Oceania,Samoa,1788
2016-05-23,Oceania,Solomon Islands,1268
2016-05-23,Oceania,Tonga,420
2016-05-23,South America,Argentina,127707
2016-05-23,South America,Bolivia,40394
2016-05-23,South America,Brazil,252548
2016-05-23,South America,Chile,76177
2016-05-23,South America,Colombia,171894
2016-05-23,South America,Ecuador,35202
2016-05-23,South America,Guyana,11437
2016-05-23,South America,Paraguay,17411
2016-05-23,South America,Peru,79296
2016-05-23,South America,Suriname,1383
2016-05-23,South America,Uruguay,15024
2016-05-23,South America,Venezuela,267263
2016-05-30,Africa,Algeria,80543
2016-05-30,Africa,Angola,34309
2016-05-30,Africa,Benin,11865
2016-05-30,Africa,Botswana,4966
2016-05-30,Africa,Burkina Faso,99763
2016-05-30,Africa,Burundi,108554
2016-05-30,Africa,Cameroon,72761
2016-05-30,Africa,Cape Verde,1120
2016-05-30,Africa,Central African Republic,38108
2016-05-30,Africa,Chad,66539
2016-05-30,Africa,Democratic Republic of Congo,14630
2016-05-30,Africa,Djibouti,15562
2016-05-30,Africa,Egypt,1011916
2016-05-30,Africa,Eritrea,14313
2016-05-30,Africa,Ethiopia,43564
2016-05-30,Africa,Gabon,1752
2016-05-30,Africa,Gambia,16058
2016-05-30,Africa,Ghana,77419
2016-05-30,Africa,Guinea,20955
2016-05-30,Africa,Guinea-Bissau,308
2016-05-30,Africa,Ivory Coast,37911
2016-05-30,Africa,Kenya,269412
2016-05-30,Africa,Lesotho,2966
2016-05-30,Africa,Liberia,16269
2016-05-30,Africa,Libya,399518
2016-05-30,Africa,Madagascar,3868
2016-05-30,Africa,Malawi,12851
2016-05-30,Africa,Mali,167168
2016-05-30,Africa,Mauritania,11469
2016-05-30,Africa,Mauritius,14246
2016-05-30,Africa,Morocco,123544
2016-05-30,Africa,Mozambique,18392
2016-05-30,Africa,Namibia,14334
2016-05-30,Africa,Niger,50189
2016-05-30,Africa,Nigeria,730240
2016-05-30,Africa,Republic of Congo,34559
2016-05-30,Africa,Reunion,9024
2016-05-30,Africa,Rwanda,45046
2016-05-30,Africa,Senegal,30370
2016-05-30,Africa,Seychelles,593
2016-05-30,Africa,Sierra Leone,14027
2016-05-30,Africa,Somalia,260027
2016-05-30,Africa,South Africa,299735
2016-05-30,Africa,South Sudan,67633
2016-05-30,Africa,Sudan,131947
2016-05-30,Africa,Tanzania,30781
2016-05-30,Africa,Togo,4063
2016-05-30,Africa,Tunisia,296930
2016-05-30,Africa,Uganda,68512
2016-05-30,Africa,Western Sahara,1365
2016-05-30,Africa,Zambia,16139
2016-05-30,Africa,Zimbabwe,117006
2016-05-30,Africa,eSwatini,3612
2016-05-30,Antarctica,Antarctica,1074
2016-05-30,Asia,Afghanistan,956687
2016-05-30,Asia,Armenia,124661
2016-05-30,Asia,Azerbaijan,97420
2016-05-30,Asia,Bahrain,67753
2016-05-30,Asia,Bangladesh,328408
2016-05-30,Asia,Bhutan,1438
2016-05-30,Asia,Brunei,10635
2016-05-30,Asia,Cambodia,42003
2016-05-30,Asia,China,706591
2016-05-30,Asia,East Timor,3058
2016-05-30,Asia,Georgia,10810
2016-05-30,Asia,Hong Kong,30663
2016-05-30,Asia,India,1175375
2016-05-30,Asia,Indonesia,398002
2016-05-30,Asia,Iran,825857
2016-05-30,Asia,Iraq,1544539
2016-05-30,Asia,Israel,2508965
2016-05-30,Asia,Japan,274421
2016-05-30,Asia,Jordan,139028
2016-05-30,Asia,Kazakhstan,21225
2016-05-30,Asia,Kuwait,66730
2016-05-30,Asia,Kyrgyzstan,13202
2016-05-30,Asia,Laos,5109
2016-05-30,Asia,Lebanon,269070
2016-05-30,Asia,Macau,890
2016-05-30,Asia,Malaysia,160585
2016-05-30,Asia,Maldives,27255
2016-05-30,Asia,Mongolia,5449
2016-05-30,Asia,Myanmar,75847
2016-05-30,Asia,Nepal,92710
2016-05-30,Asia,North Korea,204888
2016-05-30,Asia,Oman,13056
2016-05-30,Asia,Pakistan,993009
2016-05-30,Asia,Palestine,339370
2016-05-30,Asia,Philippines,328387
2016-05-30,Asia,Qatar,33874
2016-05-30,Asia,Saudi Arabia,885656
2016-05-30,Asia,Singapore,52792
2016-05-30,Asia,South Korea,243350
2016-05-30,Asia,Spratly Islands,237
2016-05-30,Asia,Sri Lanka,70260
2016-05-30,Asia,Syria,2858725
2016-05-30,Asia,Taiwan,40194
2016-05-30,Asia,Tajikistan,20061
2016-05-30,Asia,Thailand,193078
2016-05-30,Asia,Turkey,1838803
2016-05-30,Asia,Turkmenistan,20115
2016-05-30,Asia,United Arab Emirates,77733
2016-05-30,Asia,Uzbekistan,14586
2016-05-30,Asia,Vietnam,110485
2016-05-30,Asia,Yemen,831477
2016-05-30,Europe,Albania,61262
2016-05-30,Europe,Andorra,1199
2016-05-30,Europe,Austria,111656
2016-05-30,Europe,Bailiwick of Guernsey,1287
2016-05-30,Europe,Bailiwick of Jersey,25149
2016-05-30,Europe,Belarus,68345
2016-05-30,Europe,Belgium,542460
2016-05-30,Europe,Bosnia and Herzegovina,35123
2016-05-30,Europe,Bulgaria,59945
2016-05-30,Europe,Croatia,84125
2016-05-30,Europe,Cyprus,26363
2016-05-30,Europe,Czech Republic,47102
2016-05-30,Europe,Denmark,93964
2016-05-30,Europe,Estonia,17839
2016-05-30,Europe,Finland,27002
2016-05-30,Europe,France,1427347
2016-05-30,Europe,Germany,622217
2016-05-30,Europe,Gibraltar,2170
2016-05-30,Europe,Greece,335499
2016-05-30,Europe,Hungary,177367
2016-05-30,Europe,Iceland,10318
2016-05-30,Europe,Ireland,182318
2016-05-30,Europe,Isle of Man,41
2016-05-30,Europe,Italy,431324
2016-05-30,Europe,Kosovo,19564
2016-05-30,Europe,Latvia,12222
2016-05-30,Europe,Liechtenstein,593
2016-05-30,Europe,Lithuania,31985
2016-05-30,Europe,Luxembourg,7285
2016-05-30,Europe,Malta,10818
2016-05-30,Europe,Moldova,23711
2016-05-30,Europe,Monaco,2346
2016-05-30,Europe,Montenegro,5638
2016-05-30,Europe,Netherlands,136440
2016-05-30,Europe,North Macedonia,103715
2016-05-30,Europe,Norway,72673
2016-05-30,Europe,Poland,127679
2016-05-30,Europe,Portugal,41813
2016-05-30,Europe,Romania,140657
2016-05-30,Europe,Russia,1893774
2016-05-30,Europe,Serbia,140905
2016-05-30,Europe,Slovakia,14342
2016-05-30,Europe,Slovenia,28700
2016-05-30,Europe,Spain,337819
2016-05-30,Europe,Sweden,238838
2016-05-30,Europe,Switzerland,142300
2016-05-30,Europe,Ukraine,1000229
2016-05-30,Europe,United Kingdom,1430674
2016-05-30,Europe,Vatican City,4480
2016-05-30,North America,Anguilla,32
2016-05-30,North America,Antigua and Barbuda,807
2016-05-30,North America,Bahamas,18716
2016-05-30,North America,Barbados,2378
2016-05-30,North America,Belize,12267
2016-05-30,North America,Bermuda,1791
2016-05-30,North America,British Virgin Islands,603
2016-05-30,North America,Canada,778801
2016-05-30,North America,Costa Rica,7775
2016-05-30,North America,Cuba,130789
2016-05-30,North America,Dominica,2983
2016-05-30,North America,Dominican Republic,14602
2016-05-30,North America,El Salvador,40855
2016-05-30,North America,Greenland,1049
2016-05-30,North America,Grenada,4439
2016-05-30,North America,Guadeloupe,5458
2016-05-30,North America,Guatemala,60305
2016-05-30,North America,Haiti,37332
2016-05-30,North America,Honduras,58627
2016-05-30,North America,Jamaica,27237
2016-05-30,North America,Martinique,700
2016-05-30,North America,Mexico,690619
2016-05-30,North America,Montserrat,1341
2016-05-30,North America,Nicaragua,16870
2016-05-30,North America,Panama,38882
2016-05-30,North America,Puerto Rico,14182
2016-05-30,North America,Saint Lucia,389
2016-05-30,North America,Saint Vincent and the Grenadines,900
2016-05-30,North America,Trinidad and Tobago,14653
2016-05-30,North America,Turks and Caicos Islands,1037
2016-05-30,North America,United States,17841352
2016-05-30,North America,"Virgin Islands, U.S.",568
2016-05-30,Oceania,American Samoa,313
2016-05-30,Oceania,Australia,1553981
2016-05-30,Oceania,Fiji,11743
2016-05-30,Oceania,Guam,8821
2016-05-30,Oceania,Kiribati,1056
2016-05-30,Oceania,Marshall Islands,996
2016-05-30,Oceania,Nauru,19816
2016-05-30,Oceania,New Zealand,92125
2016-05-30,Oceania,Oceania,765
2016-05-30,Oceania,Oceans,18103
2016-05-30,Oceania,Palau,1741
2016-05-30,Oceania,Papua New Guinea,11345
2016-05-30,Oceania,Pitcairn,89
2016-05-30,Oceania,Samoa,1802
2016-05-30,Oceania,Solomon Islands,1486
2016-05-30,South America,Argentina,129559
2016-05-30,South America,Bolivia,40775
2016-05-30,South America,Brazil,261227
2016-05-30,South America,Chile,77020
2016-05-30,South America,Colombia,173965
2016-05-30,South America,Ecuador,35435
2016-05-30,South America,Falkland Islands,2
2016-05-30,South America,Guyana,11570
2016-05-30,South America,Paraguay,17659
2016-05-30,South America,Peru,81465
2016-05-30,South America,Suriname,1389
2016-05-30,South America,Uruguay,15231
2016-05-30,South America,Venezuela,273135
2016-06-06,Africa,Algeria,82046
2016-06-06,Africa,Angola,34910
2016-06-06,Africa,Benin,11921
2016-06-06,Africa,Botswana,5027
2016-06-06,Africa,Burkina Faso,100246
2016-06-06,Africa,Burundi,110098
2016-06-06,Africa,Cameroon,73076
2016-06-06,Africa,Cape Verde,1123
2016-06-06,Africa,Central African Republic,38821
2016-06-06,Africa,Chad,67517
2016-06-06,Africa,Democratic Republic of Congo,14721
2016-06-06,Africa,Djibouti,15742
2016-06-06,Africa,Egypt,1019523
2016-06-06,Africa,Equatorial Guinea,589
2016-06-06,Africa,Eritrea,15230
2016-06-06,Africa,Ethiopia,45212
2016-06-06,Africa,Gabon,1781
2016-06-06,Africa,Gambia,16355
2016-06-06,Africa,Ghana,78418
2016-06-06,Africa,Guinea,21405
2016-06-06,Africa,Guinea-Bissau,308
2016-06-06,Africa,Ivory Coast,37998
2016-06-06,Africa,Kenya,273202
2016-06-06,Africa,Lesotho,2991
2016-06-06,Africa,Liberia,16564
2016-06-06,Africa,Libya,410836
2016-06-06,Africa,Madagascar,3885
2016-06-06,Africa,Malawi,14020
2016-06-06,Africa,Mali,167987
2016-06-06,Africa,Mauritania,11520
2016-06-06,Africa,Mauritius,14455
2016-06-06,Africa,Mayotte,351
2016-06-06,Africa,Morocco,124573
2016-06-06,Africa,Mozambique,18647
2016-06-06,Africa,Namibia,14490
2016-06-06,Africa,Niger,51878
2016-06-06,Africa,Nigeria,739049
2016-06-06,Africa,Republic of Congo,34984
2016-06-06,Africa,Reunion,9046
2016-06-06,Africa,Rwanda,45896
2016-06-06,Africa,Senegal,30707
2016-06-06,Africa,Seychelles,601
2016-06-06,Africa,Sierra Leone,14170
2016-06-06,Africa,Somalia,264780
2016-06-06,Africa,South Africa,305366
2016-06-06,Africa,South Sudan,67801
2016-06-06,Africa,Sudan,134743
2016-06-06,Africa,Tanzania,31497
2016-06-06,Africa,Togo,4176
2016-06-06,Africa,Tunisia,297370
2016-06-06,Africa,Uganda,69584
2016-06-06,Africa,Zambia,16292
2016-06-06,Africa,Zimbabwe,118129
2016-06-06,Africa,eSwatini,3650
2016-06-06,Antarctica,Antarctica,1090
2016-06-06,Asia,Afghanistan,981139
2016-06-06,Asia,Armenia,126295
2016-06-06,Asia,Azerbaijan,98261
2016-06-06,Asia,Bahrain,68052
2016-06-06,Asia,Bangladesh,344449
2016-06-06,Asia,Bhutan,1440
2016-06-06,Asia,Brunei,10860
2016-06-06,Asia,Cambodia,42572
2016-06-06,Asia,China,717275
2016-06-06,Asia,Georgia,10889
2016-06-06,Asia,Hong Kong,31042
2016-06-06,Asia,India,1197233
2016-06-06,Asia,Indonesia,403267
2016-06-06,Asia,Iran,832864
2016-06-06,Asia,Iraq,1576959
2016-06-06,Asia,Israel,2568363
2016-06-06,Asia,Japan,280545
2016-06-06,Asia,Jordan,145131
2016-06-06,Asia,Kazakhstan,23346
2016-06-06,Asia,Kuwait,67183
2016-06-06,Asia,Kyrgyzstan,13412
2016-06-06,Asia,Laos,5117
2016-06-06,Asia,Lebanon,271070
2016-06-06,Asia,Macau,891
2016-06-06,Asia,Malaysia,163109
2016-06-06,Asia,Maldives,28942
2016-06-06,Asia,Mongolia,5471
2016-06-06,Asia,Myanmar,76423
2016-06-06,Asia,Nepal,93307
2016-06-06,Asia,North Korea,206117
2016-06-06,Asia,Oman,13196
2016-06-06,Asia,Pakistan,1002195
2016-06-06,Asia,Palestine,345019
2016-06-06,Asia,Philippines,335141
2016-06-06,Asia,Qatar,34951
2016-06-06,Asia,Saudi Arabia,912111
2016-06-06,Asia,Singapore,53785
2016-06-06,Asia,South Korea,245170
2016-06-06,Asia,Sri Lanka,71662
2016-06-06,Asia,Syria,2903165
2016-06-06,Asia,Taiwan,40410
2016-06-06,Asia,Tajikistan,20246
2016-06-06,Asia,Thailand,195224
2016-06-06,Asia,Turkey,1876452
2016-06-06,Asia,Turkmenistan,20189
2016-06-06,Asia,United Arab Emirates,78603
2016-06-06,Asia,Uzbekistan,14628
2016-06-06,Asia,Vietnam,111611
2016-06-06,Asia,Yemen,836648
2016-06-06,Europe,Albania,64942
2016-06-06,Europe,Andorra,1209
2016-06-06,Europe,Austria,112489
2016-06-06,Europe,Bailiwick of Guernsey,1299
2016-06-06,Europe,Bailiwick of Jersey,25538
2016-06-06,Europe,Belarus,69199
2016-06-06,Europe,Belgium,544903
2016-06-06,Europe,Bosnia and Herzegovina,35190
2016-06-06,Europe,Bulgaria,62034
2016-06-06,Europe,Croatia,84519
2016-06-06,Europe,Cyprus,26496
2016-06-06,Europe,Czech Republic,47666
2016-06-06,Europe,Denmark,96576
2016-06-06,Europe,Estonia,18136
2016-06-06,Europe,Finland,27359
2016-06-06,Europe,France,1440647
2016-06-06,Europe,Germany,630531
2016-06-06,Europe,Gibraltar,2209
2016-06-06,Europe,Greece,338315
2016-06-06,Europe,Hungary,177912
2016-06-06,Europe,Iceland,10528
2016-06-06,Europe,Ireland,184228
2016-06-06,Europe,Italy,440216
2016-06-06,Europe,Kosovo,19903
2016-06-06,Europe,Latvia,12422
2016-06-06,Europe,Lithuania,32447
2016-06-06,Europe,Luxembourg,7386
2016-06-06,Europe,Malta,10903
2016-06-06,Europe,Moldova,23991
2016-06-06,Europe,Monaco,2357
2016-06-06,Europe,Montenegro,5691
2016-06-06,Europe,Netherlands,138430
2016-06-06,Europe,North Macedonia,105630
2016-06-06,Europe,Norway,73882
2016-06-06,Europe,Poland,129833
2016-06-06,Europe,Portugal,42425
2016-06-06,Europe,Romania,143791
2016-06-06,Europe,Russia,1913632
2016-06-06,Europe,Serbia,141771
2016-06-06,Europe,Slovakia,14473
2016-06-06,Europe,Slovenia,28781
2016-06-06,Europe,Spain,342419
2016-06-06,Europe,Sweden,243539
2016-06-06,Europe,Switzerland,144411
2016-06-06,Europe,Ukraine,1012396
2016-06-06,Europe,United Kingdom,1454377
2016-06-06,Europe,Vatican City,4552
2016-06-06,North America,Antigua and Barbuda,822
2016-06-06,North America,Aruba,546
2016-06-06,North America,Bahamas,18884
2016-06-06,North America,Barbados,2398
2016-06-06,North America,Belize,12366
2016-06-06,North America,Bermuda,1802
2016-06-06,North America,Canada,790318
2016-06-06,North America,Cayman Islands,1263
2016-06-06,North America,Costa Rica,7830
2016-06-06,North America,Cuba,131798
2016-06-06,North America,Dominica,3033
2016-06-06,North America,Dominican Republic,14717
2016-06-06,North America,El Salvador,41087
2016-06-06,North America,Greenland,1063
2016-06-06,North America,Grenada,4458
2016-06-06,North America,Guadeloupe,5583
2016-06-06,North America,Guatemala,61048
2016-06-06,North America,Haiti,37498
2016-06-06,North America,Honduras,59144
2016-06-06,North America,Jamaica,27489
2016-06-06,North America,Martinique,707
2016-06-06,North America,Mexico,701458
2016-06-06,North America,Montserrat,1348
2016-06-06,North America,Nicaragua,17132
2016-06-06,North America,Panama,39426
2016-06-06,North America,Puerto Rico,15018
2016-06-06,North America,Saint Lucia,412
2016-06-06,North America,Saint Vincent and the Grenadines,925
2016-06-06,North America,Trinidad and Tobago,15080
2016-06-06,North America,Turks and Caicos Islands,1044
2016-06-06,North America,United States,18184973
2016-06-06,North America,"Virgin Islands, U.S.",577
2016-06-06,Oceania,Australia,1569888
2016-06-06,Oceania,Fiji,12081
2016-06-06,Oceania,Guam,8974
2016-06-06,Oceania,Kiribati,1107
2016-06-06,Oceania,Marshall Islands,997
2016-06-06,Oceania,Micronesia,1237
2016-06-06,Oceania,Nauru,19832
2016-06-06,Oceania,New Caledonia,126
2016-06-06,Oceania,New Zealand,92895
2016-06-06,Oceania,Oceans,18410
2016-06-06,Oceania,Palau,1767
2016-06-06,Oceania,Papua New Guinea,15562
2016-06-06,Oceania,Pitcairn,89
2016-06-06,Oceania,Samoa,1916
2016-06-06,Oceania,Solomon Islands,1490
2016-06-06,Oceania,Vanuatu,2193
2016-06-06,South America,Argentina,131746
2016-06-06,South America,Bolivia,41416
2016-06-06,South America,Brazil,266628
2016-06-06,South America,Chile,77972
2016-06-06,South America,Colombia,175521
2016-06-06,South America,Ecuador,35865
2016-06-06,South America,Guyana,11653
2016-06-06,South America,Paraguay,18184
2016-06-06,South America,Peru,85692
2016-06-06,South America,Suriname,1394
2016-06-06,South America,Uruguay,15493
2016-06-06,South America,Venezuela,277023
2016-06-13,Africa,Algeria,83262
2016-06-13,Africa,Angola,35406
2016-06-13,Africa,Benin,12027
2016-06-13,Africa,Botswana,5089
2016-06-13,Africa,Burkina Faso,100291
2016-06-13,Africa,Burundi,110427
2016-06-13,Africa,Cameroon,73423
2016-06-13,Africa,Central African Republic,39798
2016-06-13,Africa,Chad,68370
2016-06-13,Africa,Democratic Republic of Congo,14783
2016-06-13,Africa,Djibouti,15766
2016-06-13,Africa,Egypt,1037437
2016-06-13,Africa,Equatorial Guinea,596
2016-06-13,Africa,Eritrea,16821
2016-06-13,Africa,Ethiopia,48267
2016-06-13,Africa,Gabon,1799
2016-06-13,Africa,Gambia,17012
2016-06-13,Africa,Ghana,79630
2016-06-13,Africa,Guinea,21522
2016-06-13,Africa,Guinea-Bissau,315
2016-06-13,Africa,Ivory Coast,38105
2016-06-13,Africa,Kenya,275630
2016-06-13,Africa,Lesotho,3024
2016-06-13,Africa,Liberia,16761
2016-06-13,Africa,Libya,418264
2016-06-13,Africa,Madagascar,3927
2016-06-13,Africa,Malawi,14397
2016-06-13,Africa,Mali,168569
2016-06-13,Africa,Mauritania,11608
2016-06-13,Africa,Mauritius,14656
2016-06-13,Africa,Morocco,125718
2016-06-13,Africa,Mozambique,18796
2016-06-13,Africa,Namibia,14616
2016-06-13,Africa,Niger,52968
2016-06-13,Africa,Nigeria,747418
2016-06-13,Africa,Republic of Congo,35392
2016-06-13,Africa,Reunion,9086
2016-06-13,Africa,Rwanda,46132
2016-06-13,Africa,Senegal,30989
2016-06-13,Africa,Seychelles,614
2016-06-13,Africa,Sierra Leone,14209
2016-06-13,Africa,Somalia,265863
2016-06-13,Africa,South Africa,321660
2016-06-13,Africa,South Sudan,68143
2016-06-13,Africa,Sudan,136213
2016-06-13,Africa,Tanzania,31937
2016-06-13,Africa,Togo,4233
2016-06-13,Africa,Tunisia,297883
2016-06-13,Africa,Uganda,72002
2016-06-13,Africa,Western Sahara,1368
2016-06-13,Africa,Zambia,16451
2016-06-13,Africa,Zimbabwe,118934
2016-06-13,Africa,eSwatini,3692
2016-06-13,Antarctica,Antarctica,1094
2016-06-13,Asia,Afghanistan,999361
2016-06-13,Asia,Armenia,127711
2016-06-13,Asia,Azerbaijan,99073
2016-06-13,Asia,Bahrain,71641
2016-06-13,Asia,Bangladesh,356136
2016-06-13,Asia,Bhutan,1470
2016-06-13,Asia,Brunei,10998
2016-06-13,Asia,Cambodia,43768
2016-06-13,Asia,China,729217
2016-06-13,Asia,East Timor,3078
2016-06-13,Asia,Georgia,10959
2016-06-13,Asia,Hong Kong,31868
2016-06-13,Asia,India,1215059
2016-06-13,Asia,Indonesia,408963
2016-06-13,Asia,Iran,841957
2016-06-13,Asia,Iraq,1607833
2016-06-13,Asia,Israel,2597873
2016-06-13,Asia,Japan,283892
2016-06-13,Asia,Jordan,146407
2016-06-13,Asia,Kazakhstan,23783
2016-06-13,Asia,Kuwait,68259
2016-06-13,Asia,Kyrgyzstan,13516
2016-06-13,Asia,Laos,5130
2016-06-13,Asia,Lebanon,274876
2016-06-13,Asia,Macau,905
2016-06-13,Asia,Malaysia,164604
2016-06-13,Asia,Maldives,29007
2016-06-13,Asia,Mongolia,5498
2016-06-13,Asia,Myanmar,76726
2016-06-13,Asia,Nepal,93991
2016-06-13,Asia,North Korea,207187
2016-06-13,Asia,Oman,13834
2016-06-13,Asia,Pakistan,1012290
2016-06-13,Asia,Palestine,348037
2016-06-13,Asia,Philippines,342730
2016-06-13,Asia,Qatar,40257
2016-06-13,Asia,Saudi Arabia,939598
2016-06-13,Asia,Singapore,55319
2016-06-13,Asia,South Korea,246763
2016-06-13,Asia,Sri Lanka,72445
2016-06-13,Asia,Syria,2942558
2016-06-13,Asia,Taiwan,41207
2016-06-13,Asia,Tajikistan,20655
2016-06-13,Asia,Thailand,197429
2016-06-13,Asia,Turkey,1893984
2016-06-13,Asia,Turkmenistan,20602
2016-06-13,Asia,United Arab Emirates,79621
2016-06-13,Asia,Uzbekistan,14865
2016-06-13,Asia,Vietnam,113633
2016-06-13,Asia,Yemen,841338
2016-06-13,Europe,Albania,68149
2016-06-13,Europe,Andorra,1215
2016-06-13,Europe,Austria,113523
2016-06-13,Europe,Bailiwick of Guernsey,1327
2016-06-13,Europe,Bailiwick of Jersey,25915
2016-06-13,Europe,Belarus,70915
2016-06-13,Europe,Belgium,550831
2016-06-13,Europe,Bosnia and Herzegovina,35455
2016-06-13,Europe,Bulgaria,62967
2016-06-13,Europe,Croatia,84960
2016-06-13,Europe,Cyprus,26682
2016-06-13,Europe,Czech Republic,48345
2016-06-13,Europe,Denmark,99351
2016-06-13,Europe,Estonia,18338
2016-06-13,Europe,Finland,28444
2016-06-13,Europe,France,1469284
2016-06-13,Europe,Germany,640421
2016-06-13,Europe,Gibraltar,2777
2016-06-13,Europe,Greece,341030
2016-06-13,Europe,Hungary,178478
2016-06-13,Europe,Iceland,10729
2016-06-13,Europe,Ireland,186236
2016-06-13,Europe,Isle of Man,48
2016-06-13,Europe,Italy,445602
2016-06-13,Europe,Kosovo,20710
2016-06-13,Europe,Latvia,12632
2016-06-13,Europe,Liechtenstein,609
2016-06-13,Europe,Lithuania,33192
2016-06-13,Europe,Luxembourg,8541
2016-06-13,Europe,Malta,10979
2016-06-13,Europe,Moldova,24270
2016-06-13,Europe,Monaco,2386
2016-06-13,Europe,Montenegro,5733
2016-06-13,Europe,Netherlands,140766
2016-06-13,Europe,North Macedonia,106984
2016-06-13,Europe,Norway,75711
2016-06-13,Europe,Poland,132193
2016-06-13,Europe,Portugal,43094
2016-06-13,Europe,Romania,146464
2016-06-13,Europe,Russia,1941071
2016-06-13,Europe,Serbia,142870
2016-06-13,Europe,Slovakia,14614
2016-06-13,Europe,Slovenia,28830
2016-06-13,Europe,Spain,346900
2016-06-13,Europe,Svalbard,570
2016-06-13,Europe,Sweden,247456
2016-06-13,Europe,Switzerland,147477
2016-06-13,Europe,Ukraine,1025326
2016-06-13,Europe,United Kingdom,1518413
2016-06-13,Europe,Vatican City,4598
2016-06-13,North America,Antigua and Barbuda,852
2016-06-13,North America,Aruba,546
