mention_week,conflict_continent,conflict_country_name,material_conflict_mentions
2023-01-23,Oceania,Oceans,91491
2023-01-23,South America,Argentina,561044
2023-01-23,South America,Bolivia,200642
2023-01-23,South America,Brazil,1480120
2023-01-23,South America,Chile,376419
2023-01-23,South America,Colombia,766213
2023-01-23,South America,Ecuador,195529
2023-01-23,South America,Guyana,45116
2023-01-23,South America,Paraguay,81853
2023-01-23,South America,Peru,435938
2023-01-23,South America,Suriname,8030
2023-01-23,South America,Uruguay,65597
2023-01-23,South America,Venezuela,1296117
2023-01-30,Africa,Algeria,240889
2023-01-30,Africa,Angola,109690
2023-01-30,Africa,Benin,44437
2023-01-30,Africa,Botswana,24604
2023-01-30,Africa,Burkina Faso,232862
2023-01-30,Africa,Burundi,148369
2023-01-30,Africa,Cameroon,203603
2023-01-30,Africa,Central African Republic,113175
2023-01-30,Africa,Chad,181121
2023-01-30,Africa,Democratic Republic of Congo,91072
2023-01-30,Africa,Djibouti,45688
2023-01-30,Africa,Egypt,2549561
2023-01-30,Africa,Eritrea,55983
2023-01-30,Africa,Ethiopia,328695
2023-01-30,Africa,Gabon,20404
2023-01-30,Africa,Gambia,81345
2023-01-30,Africa,Ghana,385304
2023-01-30,Africa,Guinea,68046
2023-01-30,Africa,Ivory Coast,83549
2023-01-30,Africa,Kenya,781765
2023-01-30,Africa,Liberia,63629
2023-01-30,Africa,Libya,1120522
2023-01-30,Africa,Madagascar,17326
2023-01-30,Africa,Malawi,64840
2023-01-30,Africa,Mali,493013
2023-01-30,Africa,Mauritania,33804
2023-01-30,Africa,Mauritius,60670
2023-01-30,Africa,Morocco,378944
2023-01-30,Africa,Mozambique,76567
2023-01-30,Africa,Namibia,44399
2023-01-30,Africa,Niger,188230
2023-01-30,Africa,Nigeria,2902754
2023-01-30,Africa,Republic of Congo,170461
2023-01-30,Africa,Reunion,14924
2023-01-30,Africa,Rwanda,160871
2023-01-30,Africa,Senegal,100100
2023-01-30,Africa,Seychelles,4721
2023-01-30,Africa,Sierra Leone,35552
2023-01-30,Africa,Somalia,833126
2023-01-30,Africa,South Africa,1386722
2023-01-30,Africa,South Sudan,227850
2023-01-30,Africa,Sudan,568375
2023-01-30,Africa,Tanzania,114691
2023-01-30,Africa,Tunisia,513126
2023-01-30,Africa,Uganda,301489
2023-01-30,Africa,Western Sahara,3873
2023-01-30,Africa,Zambia,63348
2023-01-30,Africa,Zimbabwe,490349
2023-01-30,Africa,eSwatini,11034
2023-01-30,Antarctica,Antarctica,4957
2023-01-30,Asia,Afghanistan,4198665
2023-01-30,Asia,Armenia,489598
2023-01-30,Asia,Azerbaijan,389226
2023-01-30,Asia,Bahrain,222777
2023-01-30,Asia,Bangladesh,1471767
2023-01-30,Asia,Brunei,45499
2023-01-30,Asia,Cambodia,211188
2023-01-30,Asia,China,4468945
2023-01-30,Asia,Georgia,64803
2023-01-30,Asia,Hong Kong,417836
2023-01-30,Asia,India,5497931
2023-01-30,Asia,Indonesia,1525809
2023-01-30,Asia,Iran,3941878
2023-01-30,Asia,Iraq,4518162
2023-01-30,Asia,Israel,11917538
2023-01-30,Asia,Japan,1337453
2023-01-30,Asia,Jordan,540879
2023-01-30,Asia,Kazakhstan,155720
2023-01-30,Asia,Kuwait,161976
2023-01-30,Asia,Kyrgyzstan,79026
2023-01-30,Asia,Laos,23570
2023-01-30,Asia,Lebanon,882261
2023-01-30,Asia,Macau,11220
2023-01-30,Asia,Malaysia,604621
2023-01-30,Asia,Mongolia,21186
2023-01-30,Asia,Myanmar,584952
2023-01-30,Asia,Nepal,231271
2023-01-30,Asia,North Korea,1406213
2023-01-30,Asia,Oman,60769
2023-01-30,Asia,Pakistan,3709732
2023-01-30,Asia,Palestine,1609250
2023-01-30,Asia,Philippines,1633862
2023-01-30,Asia,Qatar,267104
2023-01-30,Asia,Saudi Arabia,2803705
2023-01-30,Asia,Singapore,234003
2023-01-30,Asia,South Korea,1241914
2023-01-30,Asia,Sri Lanka,460680
2023-01-30,Asia,Syria,8893560
2023-01-30,Asia,Taiwan,255766
2023-01-30,Asia,Thailand,618222
2023-01-30,Asia,Turkey,6110407
2023-01-30,Asia,United Arab Emirates,346223
2023-01-30,Asia,Uzbekistan,77509
2023-01-30,Asia,Vietnam,549397
2023-01-30,Asia,Yemen,1987300
2023-01-30,Europe,Albania,444267
2023-01-30,Europe,Austria,321711
2023-01-30,Europe,Bailiwick of Jersey,139437
2023-01-30,Europe,Belarus,480943
2023-01-30,Europe,Belgium,1098411
2023-01-30,Europe,Bosnia and Herzegovina,107750
2023-01-30,Europe,Bulgaria,244368
2023-01-30,Europe,Croatia,255477
2023-01-30,Europe,Cyprus,126597
2023-01-30,Europe,Czech Republic,213233
2023-01-30,Europe,Denmark,396185
2023-01-30,Europe,Estonia,68905
2023-01-30,Europe,Finland,183198
2023-01-30,Europe,France,4770136
2023-01-30,Europe,Germany,3132321
2023-01-30,Europe,Gibraltar,22462
2023-01-30,Europe,Greece,1098409
2023-01-30,Europe,Hungary,349870
2023-01-30,Europe,Iceland,49261
2023-01-30,Europe,Ireland,882982
2023-01-30,Europe,Italy,1991598
2023-01-30,Europe,Kosovo,153433
2023-01-30,Europe,Latvia,68613
2023-01-30,Europe,Lithuania,164131
2023-01-30,Europe,Luxembourg,35515
2023-01-30,Europe,Malta,98041
2023-01-30,Europe,Moldova,131547
2023-01-30,Europe,Monaco,11278
2023-01-30,Europe,Montenegro,38889
2023-01-30,Europe,Netherlands,627978
2023-01-30,Europe,North Macedonia,324932
2023-01-30,Europe,Norway,341250
2023-01-30,Europe,Poland,779699
2023-01-30,Europe,Portugal,244665
2023-01-30,Europe,Romania,735684
2023-01-30,Europe,Russia,11080683
2023-01-30,Europe,Serbia,602746
2023-01-30,Europe,Slovakia,92147
2023-01-30,Europe,Slovenia,55538
2023-01-30,Europe,Spain,1926811
2023-01-30,Europe,Sweden,992293
2023-01-30,Europe,Switzerland,549269
2023-01-30,Europe,Ukraine,5921722
2023-01-30,Europe,United Kingdom,8965742
2023-01-30,Europe,Vatican City,26821
2023-01-30,North America,Bahamas,102784
2023-01-30,North America,Barbados,16647
2023-01-30,North America,Belize,44281
2023-01-30,North America,Bermuda,12194
2023-01-30,North America,Canada,3862301
2023-01-30,North America,Cayman Islands,4076
2023-01-30,North America,Costa Rica,31475
2023-01-30,North America,Cuba,458053
2023-01-30,North America,Dominica,10469
2023-01-30,North America,Dominican Republic,66176
2023-01-30,North America,El Salvador,195611
2023-01-30,North America,Guadeloupe,31324
2023-01-30,North America,Guatemala,265355
2023-01-30,North America,Haiti,254556
2023-01-30,North America,Honduras,254661
2023-01-30,North America,Jamaica,146387
2023-01-30,North America,Martinique,5425
2023-01-30,North America,Mexico,3145967
2023-01-30,North America,Nicaragua,191636
2023-01-30,North America,Panama,151672
2023-01-30,North America,Puerto Rico,116962
2023-01-30,North America,Trinidad and Tobago,58975
2023-01-30,North America,United States,88968651
2023-01-30,North America,"Virgin Islands, U.S.",8071
2023-01-30,Oceania,Australia,4832043
2023-01-30,Oceania,Fiji,46048
2023-01-30,Oceania,Guam,56155
2023-01-30,Oceania,New Zealand,612586
2023-01-30,Oceania,Oceania,4483
2023-01-30,Oceania,Oceans,91746
2023-01-30,Oceania,Papua New Guinea,40313
2023-01-30,Oceania,Solomon Islands,9707
2023-01-30,South America,Argentina,561560
2023-01-30,South America,Bolivia,200856
2023-01-30,South America,Brazil,1482177
2023-01-30,South America,Chile,376934
2023-01-30,South America,Colombia,767079
2023-01-30,South America,Ecuador,195621
2023-01-30,South America,Guyana,45161
2023-01-30,South America,Paraguay,81892
2023-01-30,South America,Peru,437080
2023-01-30,South America,Suriname,8072
2023-01-30,South America,Uruguay,65633
2023-01-30,South America,Venezuela,1296454
2023-02-06,Africa,Algeria,241171
2023-02-06,Africa,Angola,109709
2023-02-06,Africa,Benin,44454
2023-02-06,Africa,Burkina Faso,233082
2023-02-06,Africa,Burundi,148372
2023-02-06,Africa,Cameroon,203913
2023-02-06,Africa,Central African Republic,113195
2023-02-06,Africa,Chad,181173
2023-02-06,Africa,Democratic Republic of Congo,91146
2023-02-06,Africa,Egypt,2550151
2023-02-06,Africa,Eritrea,56059
2023-02-06,Africa,Ethiopia,328900
2023-02-06,Africa,Gambia,81377
2023-02-06,Africa,Ghana,385605
2023-02-06,Africa,Guinea,68113
2023-02-06,Africa,Ivory Coast,83564
2023-02-06,Africa,Kenya,782246
2023-02-06,Africa,Lesotho,23103
2023-02-06,Africa,Liberia,63674
2023-02-06,Africa,Libya,1120548
2023-02-06,Africa,Madagascar,17331
2023-02-06,Africa,Malawi,64943
2023-02-06,Africa,Mali,493308
2023-02-06,Africa,Mauritania,33829
2023-02-06,Africa,Mauritius,60706
2023-02-06,Africa,Morocco,379054
2023-02-06,Africa,Mozambique,76598
2023-02-06,Africa,Namibia,44404
2023-02-06,Africa,Niger,188323
2023-02-06,Africa,Nigeria,2905541
2023-02-06,Africa,Republic of Congo,170556
2023-02-06,Africa,Rwanda,160971
2023-02-06,Africa,Sao Tome and Principe,1238
2023-02-06,Africa,Senegal,100141
2023-02-06,Africa,Seychelles,4729
2023-02-06,Africa,Sierra Leone,35554
2023-02-06,Africa,Somalia,833733
2023-02-06,Africa,South Africa,1388802
2023-02-06,Africa,South Sudan,227923
2023-02-06,Africa,Sudan,568520
2023-02-06,Africa,Tanzania,114778
2023-02-06,Africa,Tunisia,513390
2023-02-06,Africa,Uganda,301606
2023-02-06,Africa,Zambia,63390
2023-02-06,Africa,Zimbabwe,490564
2023-02-06,Africa,eSwatini,11072
2023-02-06,Antarctica,Antarctica,4957
2023-02-06,Asia,Afghanistan,4200045
2023-02-06,Asia,Armenia,490023
2023-02-06,Asia,Azerbaijan,389471
2023-02-06,Asia,Bahrain,222782
2023-02-06,Asia,Bangladesh,1472745
2023-02-06,Asia,Brunei,45499
2023-02-06,Asia,China,4479081
2023-02-06,Asia,East Timor,8914
2023-02-06,Asia,Georgia,64860
2023-02-06,Asia,Hong Kong,418052
2023-02-06,Asia,India,5502544
2023-02-06,Asia,Indonesia,1527312
2023-02-06,Asia,Iran,3943811
2023-02-06,Asia,Iraq,4518931
2023-02-06,Asia,Israel,11934946
2023-02-06,Asia,Japan,1338191
2023-02-06,Asia,Jordan,541252
2023-02-06,Asia,Kazakhstan,155782
2023-02-06,Asia,Kuwait,162030
2023-02-06,Asia,Kyrgyzstan,79150
2023-02-06,Asia,Laos,23598
2023-02-06,Asia,Lebanon,883075
2023-02-06,Asia,Malaysia,604913
2023-02-06,Asia,Mongolia,21197
2023-02-06,Asia,Myanmar,585344
2023-02-06,Asia,Nepal,231379
2023-02-06,Asia,North Korea,1407327
2023-02-06,Asia,Oman,60781
2023-02-06,Asia,Pakistan,3713871
2023-02-06,Asia,Palestine,1613651
2023-02-06,Asia,Philippines,1635090
2023-02-06,Asia,Qatar,267176
2023-02-06,Asia,Saudi Arabia,2803852
2023-02-06,Asia,Singapore,234084
2023-02-06,Asia,South Korea,1244209
2023-02-06,Asia,Sri Lanka,460844
2023-02-06,Asia,Syria,8903625
2023-02-06,Asia,Taiwan,255885
2023-02-06,Asia,Tajikistan,60682
2023-02-06,Asia,Thailand,618684
2023-02-06,Asia,Turkey,6119884
2023-02-06,Asia,United Arab Emirates,346549
2023-02-06,Asia,Uzbekistan,77527
2023-02-06,Asia,Vietnam,549627
2023-02-06,Asia,Yemen,1987439
2023-02-06,Europe,Albania,444396
2023-02-06,Europe,Austria,322109
2023-02-06,Europe,Bailiwick of Guernsey,5935
2023-02-06,Europe,Bailiwick of Jersey,139816
2023-02-06,Europe,Belarus,481477
2023-02-06,Europe,Belgium,1098926
2023-02-06,Europe,Bosnia and Herzegovina,107798
2023-02-06,Europe,Bulgaria,244541
2023-02-06,Europe,Croatia,255686
2023-02-06,Europe,Cyprus,126956
2023-02-06,Europe,Czech Republic,213351
2023-02-06,Europe,Denmark,396267
2023-02-06,Europe,Estonia,68948
2023-02-06,Europe,Finland,183315
2023-02-06,Europe,France,4773513
2023-02-06,Europe,Germany,3134598
2023-02-06,Europe,Gibraltar,22469
2023-02-06,Europe,Greece,1099178
2023-02-06,Europe,Hungary,349966
2023-02-06,Europe,Iceland,49293
2023-02-06,Europe,Ireland,884312
2023-02-06,Europe,Italy,1992846
2023-02-06,Europe,Kosovo,153460
2023-02-06,Europe,Latvia,68655
2023-02-06,Europe,Lithuania,164400
2023-02-06,Europe,Luxembourg,35531
2023-02-06,Europe,Malta,98097
2023-02-06,Europe,Moldova,131829
2023-02-06,Europe,Montenegro,38917
2023-02-06,Europe,Netherlands,630261
2023-02-06,Europe,North Macedonia,324948
2023-02-06,Europe,Norway,341836
2023-02-06,Europe,Poland,780694
2023-02-06,Europe,Portugal,244850
2023-02-06,Europe,Romania,736379
2023-02-06,Europe,Russia,11113087
2023-02-06,Europe,Serbia,603110
2023-02-06,Europe,Slovakia,92172
2023-02-06,Europe,Slovenia,55551
2023-02-06,Europe,Spain,1928056
2023-02-06,Europe,Sweden,993180
2023-02-06,Europe,Switzerland,549531
2023-02-06,Europe,Ukraine,5950371
2023-02-06,Europe,United Kingdom,8980086
2023-02-06,Europe,Vatican City,26846
2023-02-06,North America,Antigua and Barbuda,7827
2023-02-06,North America,Bahamas,103057
2023-02-06,North America,Barbados,16662
2023-02-06,North America,Bermuda,12209
2023-02-06,North America,Canada,3870963
2023-02-06,North America,Cayman Islands,4113
2023-02-06,North America,Costa Rica,31478
2023-02-06,North America,Cuba,458365
2023-02-06,North America,Dominica,10471
2023-02-06,North America,Dominican Republic,66188
2023-02-06,North America,El Salvador,195683
2023-02-06,North America,Grenada,9966
2023-02-06,North America,Guadeloupe,31371
2023-02-06,North America,Guatemala,265369
2023-02-06,North America,Haiti,254969
2023-02-06,North America,Honduras,254727
2023-02-06,North America,Jamaica,146578
2023-02-06,North America,Martinique,5427
2023-02-06,North America,Mexico,3149041
2023-02-06,North America,Nicaragua,194971
2023-02-06,North America,Panama,151778
2023-02-06,North America,Puerto Rico,116991
2023-02-06,North America,Saint Vincent and the Grenadines,4410
2023-02-06,North America,Trinidad and Tobago,59078
2023-02-06,North America,United States,89064385
2023-02-06,North America,"Virgin Islands, U.S.",8076
2023-02-06,Oceania,Australia,4834366
2023-02-06,Oceania,Fiji,46059
2023-02-06,Oceania,Guam,56169
2023-02-06,Oceania,New Zealand,613073
2023-02-06,Oceania,Oceania,4503
2023-02-06,Oceania,Oceans,91871
2023-02-06,Oceania,Papua New Guinea,40319
2023-02-06,Oceania,Solomon Islands,9707
2023-02-06,South America,Argentina,562108
2023-02-06,South America,Bolivia,200986
2023-02-06,South America,Brazil,1483510
2023-02-06,South America,Chile,377428
2023-02-06,South America,Colombia,767488
2023-02-06,South America,Ecuador,195735
2023-02-06,South America,Guyana,45426
2023-02-06,South America,Paraguay,81952
2023-02-06,South America,Peru,437896
2023-02-06,South America,Suriname,8115
2023-02-06,South America,Uruguay,65723
2023-02-06,South America,Venezuela,1296798
2023-02-13,Africa,Algeria,241266
2023-02-13,Africa,Benin,44490
2023-02-13,Africa,Botswana,24607
2023-02-13,Africa,Burkina Faso,233339
2023-02-13,Africa,Burundi,148375
2023-02-13,Africa,Cameroon,204061
2023-02-13,Africa,Central African Republic,113207
2023-02-13,Africa,Chad,181213
2023-02-13,Africa,Democratic Republic of Congo,91197
2023-02-13,Africa,Djibouti,45694
2023-02-13,Africa,Egypt,2550591
2023-02-13,Africa,Equatorial Guinea,5638
2023-02-13,Africa,Eritrea,56063
2023-02-13,Africa,Ethiopia,328997
2023-02-13,Africa,Gabon,20416
2023-02-13,Africa,Gambia,81391
2023-02-13,Africa,Ghana,385850
2023-02-13,Africa,Guinea,68165
2023-02-13,Africa,Ivory Coast,83576
2023-02-13,Africa,Kenya,782799
2023-02-13,Africa,Liberia,63713
2023-02-13,Africa,Libya,1120683
2023-02-13,Africa,Madagascar,17337
2023-02-13,Africa,Malawi,65151
2023-02-13,Africa,Mali,493690
2023-02-13,Africa,Mauritania,33836
2023-02-13,Africa,Mauritius,60753
2023-02-13,Africa,Morocco,379153
2023-02-13,Africa,Mozambique,76642
2023-02-13,Africa,Namibia,44407
2023-02-13,Africa,Niger,188350
2023-02-13,Africa,Nigeria,2908723
2023-02-13,Africa,Republic of Congo,170604
2023-02-13,Africa,Reunion,14931
2023-02-13,Africa,Rwanda,161035
2023-02-13,Africa,Senegal,100295
2023-02-13,Africa,Seychelles,4743
2023-02-13,Africa,Somalia,834307
2023-02-13,Africa,South Africa,1391284
2023-02-13,Africa,South Sudan,227942
2023-02-13,Africa,Sudan,568607
2023-02-13,Africa,Tanzania,114832
2023-02-13,Africa,Tunisia,513995
2023-02-13,Africa,Uganda,301724
2023-02-13,Africa,Zambia,63425
2023-02-13,Africa,Zimbabwe,490735
2023-02-13,Africa,eSwatini,11095
2023-02-13,Asia,Afghanistan,4201210
2023-02-13,Asia,Armenia,490244
2023-02-13,Asia,Azerbaijan,389724
2023-02-13,Asia,Bahrain,222787
2023-02-13,Asia,Bangladesh,1473694
2023-02-13,Asia,Brunei,45521
2023-02-13,Asia,Cambodia,211492
2023-02-13,Asia,China,4488564
2023-02-13,Asia,Georgia,64917
2023-02-13,Asia,Hong Kong,418152
2023-02-13,Asia,India,5509040
2023-02-13,Asia,Indonesia,1530166
2023-02-13,Asia,Iran,3946450
2023-02-13,Asia,Iraq,4519483
2023-02-13,Asia,Israel,11944285
2023-02-13,Asia,Japan,1339733
2023-02-13,Asia,Jordan,541393
2023-02-13,Asia,Kazakhstan,155829
2023-02-13,Asia,Kuwait,162042
2023-02-13,Asia,Kyrgyzstan,79253
2023-02-13,Asia,Laos,23610
2023-02-13,Asia,Lebanon,883289
2023-02-13,Asia,Malaysia,605096
2023-02-13,Asia,Mongolia,21206
2023-02-13,Asia,Myanmar,585712
2023-02-13,Asia,Nepal,231554
2023-02-13,Asia,North Korea,1409926
2023-02-13,Asia,Oman,60781
2023-02-13,Asia,Pakistan,3719280
2023-02-13,Asia,Palestine,1614795
2023-02-13,Asia,Philippines,1636149
2023-02-13,Asia,Qatar,267190
2023-02-13,Asia,Saudi Arabia,2804089
2023-02-13,Asia,Singapore,234183
2023-02-13,Asia,South Korea,1246877
2023-02-13,Asia,Spratly Islands,504
2023-02-13,Asia,Sri Lanka,461106
2023-02-13,Asia,Syria,8907590
2023-02-13,Asia,Taiwan,256097
2023-02-13,Asia,Tajikistan,60721
2023-02-13,Asia,Thailand,618849
2023-02-13,Asia,Turkey,6123184
2023-02-13,Asia,United Arab Emirates,346739
2023-02-13,Asia,Uzbekistan,77610
2023-02-13,Asia,Vietnam,550046
2023-02-13,Asia,Yemen,1987591
2023-02-13,Europe,Albania,444460
2023-02-13,Europe,Austria,322415
2023-02-13,Europe,Bailiwick of Guernsey,5935
2023-02-13,Europe,Bailiwick of Jersey,140025
2023-02-13,Europe,Belarus,482417
2023-02-13,Europe,Belgium,1099766
2023-02-13,Europe,Bosnia and Herzegovina,107812
2023-02-13,Europe,Bulgaria,245739
2023-02-13,Europe,Croatia,255862
2023-02-13,Europe,Cyprus,126973
2023-02-13,Europe,Czech Republic,213507
2023-02-13,Europe,Denmark,396324
2023-02-13,Europe,Estonia,68993
2023-02-13,Europe,Finland,183472
2023-02-13,Europe,France,4775648
2023-02-13,Europe,Germany,3138762
2023-02-13,Europe,Gibraltar,22476
2023-02-13,Europe,Greece,1099886
2023-02-13,Europe,Hungary,350266
2023-02-13,Europe,Iceland,49316
2023-02-13,Europe,Ireland,885239
2023-02-13,Europe,Italy,1994175
2023-02-13,Europe,Kosovo,153651
2023-02-13,Europe,Latvia,68698
2023-02-13,Europe,Lithuania,164551
2023-02-13,Europe,Luxembourg,35547
2023-02-13,Europe,Malta,98160
2023-02-13,Europe,Moldova,132196
2023-02-13,Europe,Monaco,11286
2023-02-13,Europe,Montenegro,38943
2023-02-13,Europe,Netherlands,630875
2023-02-13,Europe,North Macedonia,325058
2023-02-13,Europe,Norway,342093
2023-02-13,Europe,Poland,781478
2023-02-13,Europe,Portugal,245026
2023-02-13,Europe,Romania,736822
2023-02-13,Europe,Russia,11146478
2023-02-13,Europe,Serbia,603566
2023-02-13,Europe,Slovakia,92201
2023-02-13,Europe,Slovenia,55582
2023-02-13,Europe,Spain,1929124
2023-02-13,Europe,Sweden,993770
2023-02-13,Europe,Switzerland,549842
2023-02-13,Europe,Ukraine,5977777
2023-02-13,Europe,United Kingdom,8993218
2023-02-13,North America,Antigua and Barbuda,7839
2023-02-13,North America,Bahamas,103129
2023-02-13,North America,Barbados,16670
2023-02-13,North America,Belize,44286
2023-02-13,North America,Bermuda,12233
2023-02-13,North America,Canada,3879892
2023-02-13,North America,Cayman Islands,4123
2023-02-13,North America,Costa Rica,31480
2023-02-13,North America,Cuba,458513
2023-02-13,North America,Dominica,10479
2023-02-13,North America,Dominican Republic,66199
2023-02-13,North America,El Salvador,195795
2023-02-13,North America,Greenland,12262
2023-02-13,North America,Guadeloupe,31414
2023-02-13,North America,Guatemala,265422
2023-02-13,North America,Haiti,256957
2023-02-13,North America,Honduras,254782
2023-02-13,North America,Jamaica,146784
2023-02-13,North America,Martinique,5437
2023-02-13,North America,Mexico,3151048
2023-02-13,North America,Nicaragua,195832
2023-02-13,North America,Panama,151906
2023-02-13,North America,Puerto Rico,117025
2023-02-13,North America,Saint Vincent and the Grenadines,4420
2023-02-13,North America,Trinidad and Tobago,59230
2023-02-13,North America,United States,89174153
2023-02-13,North America,"Virgin Islands, U.S.",8086
2023-02-13,Oceania,Australia,4836002
2023-02-13,Oceania,Fiji,46110
2023-02-13,Oceania,Guam,56212
2023-02-13,Oceania,Micronesia,3776
2023-02-13,Oceania,New Caledonia,4196
2023-02-13,Oceania,New Zealand,615815
2023-02-13,Oceania,Oceans,91948
2023-02-13,Oceania,Palau,6505
2023-02-13,Oceania,Solomon Islands,9710
2023-02-13,South America,Argentina,563062
2023-02-13,South America,Bolivia,201099
2023-02-13,South America,Brazil,1484525
2023-02-13,South America,Chile,377802
2023-02-13,South America,Colombia,767902
2023-02-13,South America,Ecuador,195815
2023-02-13,South America,Guyana,45447
2023-02-13,South America,Paraguay,82004
2023-02-13,South America,Peru,438420
2023-02-13,South America,Suriname,8129
2023-02-13,South America,Uruguay,65768
2023-02-13,South America,Venezuela,1297108
2023-02-20,Africa,Algeria,241421
2023-02-20,Africa,Angola,109735
2023-02-20,Africa,Benin,44562
2023-02-20,Africa,Botswana,24609
2023-02-20,Africa,Burkina Faso,233829
2023-02-20,Africa,Burundi,148387
2023-02-20,Africa,Cameroon,204118
2023-02-20,Africa,Central African Republic,113207
2023-02-20,Africa,Chad,181260
2023-02-20,Africa,Comoros,2441
2023-02-20,Africa,Democratic Republic of Congo,91209
2023-02-20,Africa,Djibouti,45708
2023-02-20,Africa,Egypt,2551117
2023-02-20,Africa,Eritrea,56081
2023-02-20,Africa,Ethiopia,329052
2023-02-20,Africa,Gambia,81404
2023-02-20,Africa,Ghana,385984
2023-02-20,Africa,Guinea,68184
2023-02-20,Africa,Ivory Coast,83579
2023-02-20,Africa,Kenya,783121
2023-02-20,Africa,Lesotho,23131
2023-02-20,Africa,Liberia,63784
2023-02-20,Africa,Libya,1121044
2023-02-20,Africa,Madagascar,17358
2023-02-20,Africa,Malawi,65256
2023-02-20,Africa,Mali,494100
2023-02-20,Africa,Mauritania,33857
2023-02-20,Africa,Mauritius,60791
2023-02-20,Africa,Morocco,379293
2023-02-20,Africa,Mozambique,76652
2023-02-20,Africa,Namibia,44416
2023-02-20,Africa,Niger,188380
2023-02-20,Africa,Nigeria,2912223
2023-02-20,Africa,Republic of Congo,170619
2023-02-20,Africa,Rwanda,161074
2023-02-20,Africa,Sao Tome and Principe,1254
2023-02-20,Africa,Senegal,100408
2023-02-20,Africa,Seychelles,4747
2023-02-20,Africa,Sierra Leone,35566
2023-02-20,Africa,Somalia,834726
2023-02-20,Africa,South Africa,1392830
2023-02-20,Africa,South Sudan,227993
2023-02-20,Africa,Sudan,568707
2023-02-20,Africa,Tanzania,114853
2023-02-20,Africa,Togo,19974
2023-02-20,Africa,Tunisia,514686
2023-02-20,Africa,Uganda,301813
2023-02-20,Africa,Zambia,63471
2023-02-20,Africa,Zimbabwe,491053
2023-02-20,Africa,eSwatini,11107
2023-02-20,Antarctica,Antarctica,4967
2023-02-20,Asia,Afghanistan,4203143
2023-02-20,Asia,Armenia,490670
2023-02-20,Asia,Azerbaijan,390167
2023-02-20,Asia,Bahrain,222900
2023-02-20,Asia,Bangladesh,1474680
2023-02-20,Asia,Bhutan,8786
2023-02-20,Asia,Brunei,45536
2023-02-20,Asia,Cambodia,211602
2023-02-20,Asia,China,4492905
2023-02-20,Asia,Georgia,64946
2023-02-20,Asia,Hong Kong,418338
2023-02-20,Asia,India,5516175
2023-02-20,Asia,Indonesia,1531256
2023-02-20,Asia,Iran,3949880
2023-02-20,Asia,Iraq,4520423
2023-02-20,Asia,Israel,11974879
2023-02-20,Asia,Japan,1341496
2023-02-20,Asia,Jordan,542105
2023-02-20,Asia,Kazakhstan,155881
2023-02-20,Asia,Kuwait,162067
2023-02-20,Asia,Kyrgyzstan,79287
2023-02-20,Asia,Lebanon,883603
2023-02-20,Asia,Malaysia,605238
2023-02-20,Asia,Myanmar,586116
2023-02-20,Asia,Nepal,231804
2023-02-20,Asia,North Korea,1412313
2023-02-20,Asia,Oman,60829
2023-02-20,Asia,Pakistan,3724584
2023-02-20,Asia,Palestine,1621144
2023-02-20,Asia,Philippines,1637073
2023-02-20,Asia,Qatar,267204
2023-02-20,Asia,Saudi Arabia,2804331
2023-02-20,Asia,Singapore,234231
2023-02-20,Asia,South Korea,1249117
2023-02-20,Asia,Spratly Islands,526
2023-02-20,Asia,Sri Lanka,461409
2023-02-20,Asia,Syria,8910689
2023-02-20,Asia,Taiwan,256425
2023-02-20,Asia,Tajikistan,60739
2023-02-20,Asia,Thailand,619089
2023-02-20,Asia,Turkey,6126335
2023-02-20,Asia,United Arab Emirates,347047
2023-02-20,Asia,Uzbekistan,77752
2023-02-20,Asia,Vietnam,550302
2023-02-20,Asia,Yemen,1987783
2023-02-20,Europe,Albania,444670
2023-02-20,Europe,Andorra,5381
2023-02-20,Europe,Austria,322501
2023-02-20,Europe,Bailiwick of Jersey,140163
2023-02-20,Europe,Belarus,483158
2023-02-20,Europe,Belgium,1100304
2023-02-20,Europe,Bosnia and Herzegovina,107843
2023-02-20,Europe,Bulgaria,245967
2023-02-20,Europe,Croatia,256050
2023-02-20,Europe,Cyprus,127019
2023-02-20,Europe,Czech Republic,213678
2023-02-20,Europe,Denmark,396401
2023-02-20,Europe,Estonia,69007
2023-02-20,Europe,Finland,183695
2023-02-20,Europe,France,4778898
2023-02-20,Europe,Germany,3142545
2023-02-20,Europe,Greece,1100535
2023-02-20,Europe,Hungary,350342
2023-02-20,Europe,Iceland,49325
2023-02-20,Europe,Ireland,889302
2023-02-20,Europe,Italy,1996857
2023-02-20,Europe,Kosovo,153835
2023-02-20,Europe,Latvia,68770
2023-02-20,Europe,Lithuania,164798
2023-02-20,Europe,Luxembourg,35562
2023-02-20,Europe,Malta,98230
2023-02-20,Europe,Moldova,132646
2023-02-20,Europe,Montenegro,38967
2023-02-20,Europe,Netherlands,631432
2023-02-20,Europe,North Macedonia,325091
2023-02-20,Europe,Norway,342452
2023-02-20,Europe,Poland,783307
2023-02-20,Europe,Portugal,245185
2023-02-20,Europe,Romania,737438
2023-02-20,Europe,Russia,11184621
2023-02-20,Europe,Serbia,604350
2023-02-20,Europe,Slovakia,92276
2023-02-20,Europe,Slovenia,55600
2023-02-20,Europe,Spain,1930902
2023-02-20,Europe,Sweden,994370
2023-02-20,Europe,Switzerland,549974
2023-02-20,Europe,Ukraine,6012070
