mention_week,media_continent,media_country,conflict_country_name,conflict_continent,material_conflict_mentions,material_conflict_unique_events
2026-01-12,South America,Paraguay,Argentina,South America,3,3
2026-01-12,South America,Venezuela,Venezuela,South America,5,4
2026-01-12,South America,Colombia,Sweden,Europe,3,3
2026-01-12,South America,Chile,United States,North America,7,6
2026-01-12,South America,Brazil,United States,North America,7,2
2026-01-12,South America,Brazil,Mexico,North America,10,6
2026-01-12,South America,Paraguay,Sweden,Europe,17,16
2026-01-12,South America,Venezuela,United States,North America,3,3
2026-01-12,South America,Venezuela,Venezuela,South America,5,5
2026-01-12,South America,Venezuela,Iran,Asia,0,0
2026-01-12,South America,Peru,United States,North America,8,8
2026-01-12,South America,Brazil,Brazil,South America,2,2
2026-01-12,South America,Colombia,United States,North America,13,11
2026-01-12,South America,Colombia,Sweden,Europe,51,44
2026-01-12,South America,Brazil,Venezuela,South America,4,4
2026-01-12,South America,Chile,Iran,Asia,12,11
2026-01-12,South America,Paraguay,United States,North America,4,4
2026-01-12,South America,Paraguay,Brazil,South America,3,3
2026-01-12,South America,Brazil,United States,North America,0,0
2026-01-12,South America,Colombia,Colombia,South America,72,63
2026-01-12,South America,Colombia,Venezuela,South America,3,2
2026-01-12,South America,Ecuador,Ecuador,South America,35,30
2026-01-12,South America,Guyana,United States,North America,1,1
2026-01-12,South America,Venezuela,Brazil,South America,12,9
2026-01-12,South America,Brazil,Brazil,South America,0,0
2026-01-12,South America,Peru,Peru,South America,0,0
2026-01-12,South America,Brazil,Iran,Asia,160,67
2026-01-12,South America,Argentina,Argentina,South America,200,157
2026-01-12,South America,Colombia,Ecuador,South America,6,5
2026-01-12,South America,Peru,Sweden,Europe,2,2
2026-01-12,South America,Venezuela,Iran,Asia,3,3
2026-01-12,South America,Colombia,Venezuela,South America,4,4
2026-01-12,South America,Brazil,Brazil,South America,1,1
2026-01-12,South America,Chile,Sweden,Europe,5,5
2026-01-12,South America,Argentina,Iran,Asia,86,65
2026-01-12,South America,Venezuela,Venezuela,South America,7,6
2026-01-12,South America,Paraguay,Venezuela,South America,5,5
2026-01-12,South America,Argentina,Iran,Asia,11,7
2026-01-12,South America,Paraguay,Sweden,Europe,3,3
2026-01-12,South America,Paraguay,Iran,Asia,3,3
2026-01-12,South America,Argentina,Venezuela,South America,2,2
2026-01-12,South America,Brazil,Colombia,South America,2,2
2026-01-12,South America,Venezuela,Venezuela,South America,7,7
2026-01-12,South America,Venezuela,Sweden,Europe,24,20
2026-01-12,South America,Brazil,Brazil,South America,12,7
2026-01-12,South America,Ecuador,Mexico,North America,5,4
2026-01-12,South America,Colombia,United States,North America,5,5
2026-01-12,South America,Brazil,Venezuela,South America,6,2
2026-01-12,South America,Venezuela,Sweden,Europe,4,4
2026-01-12,South America,Brazil,Iran,Asia,0,0
2026-01-12,South America,Guyana,Iran,Asia,0,0
2026-01-12,South America,Chile,Peru,South America,3,3
2026-01-12,South America,Peru,Colombia,South America,11,6
2026-01-12,South America,Argentina,Venezuela,South America,3,2
2026-01-12,South America,Brazil,Brazil,South America,4,1
2026-01-12,South America,Peru,United States,North America,2,2
2026-01-12,South America,Peru,Venezuela,South America,8,6
2026-01-12,South America,Peru,Argentina,South America,5,4
2026-01-12,South America,Bolivia,Sweden,Europe,0,0
2026-01-12,South America,Chile,Venezuela,South America,10,10
2026-01-12,South America,Colombia,Colombia,South America,237,206
2026-01-12,South America,Brazil,Iran,Asia,9,4
2026-01-12,South America,Brazil,Brazil,South America,10,2
2026-01-12,South America,Bolivia,Venezuela,South America,6,6
2026-01-12,South America,Brazil,Iran,Asia,18,16
2026-01-12,South America,Argentina,Argentina,South America,3,3
2026-01-12,South America,Argentina,Argentina,South America,10,10
2026-01-12,South America,Ecuador,Iran,Asia,4,4
2026-01-12,South America,Colombia,Colombia,South America,2,2
2026-01-12,South America,Chile,Sweden,Europe,14,7
2026-01-12,South America,Brazil,Argentina,South America,4,4
2026-01-12,South America,Argentina,Brazil,South America,20,19
2026-01-12,South America,Argentina,United States,North America,9,8
2026-01-12,South America,Brazil,Brazil,South America,7,5
2026-01-12,South America,Argentina,Iran,Asia,88,51
2026-01-12,South America,Bolivia,United States,North America,5,5
2026-01-12,South America,Chile,Mexico,North America,4,4
2026-01-12,South America,Argentina,Sweden,Europe,115,95
2026-01-12,South America,Venezuela,United States,North America,9,8
2026-01-12,South America,Uruguay,Iran,Asia,6,6
2026-01-12,South America,Argentina,United States,North America,79,68
2026-01-12,South America,Paraguay,Venezuela,South America,12,6
2026-01-12,South America,Colombia,Iran,Asia,0,0
2026-01-12,South America,Argentina,United States,North America,3,3
2026-01-12,South America,Brazil,United States,North America,25,21
2026-01-12,South America,Peru,Brazil,South America,4,2
2026-01-12,South America,Venezuela,Mexico,North America,3,3
2026-01-12,South America,Argentina,Argentina,South America,18,12
2026-01-12,South America,Brazil,Brazil,South America,7,6
2026-01-12,South America,Brazil,United States,North America,5,5
2026-01-12,South America,Ecuador,Venezuela,South America,11,10
2026-01-12,South America,Argentina,Mexico,North America,11,8
2026-01-12,South America,Argentina,Brazil,South America,22,20
2026-01-12,South America,Venezuela,Sweden,Europe,2,2
2026-01-12,South America,Argentina,Venezuela,South America,24,22
2026-01-12,South America,Venezuela,Venezuela,South America,152,121
2026-01-12,South America,Brazil,Brazil,South America,0,0
2026-01-12,South America,Venezuela,Venezuela,South America,71,50
2026-01-12,South America,Colombia,United States,North America,7,7
2026-01-12,South America,Paraguay,Venezuela,South America,8,7
2026-01-12,South America,Bolivia,Iran,Asia,9,8
2026-01-12,South America,Brazil,Iran,Asia,1,1
2026-01-12,South America,Uruguay,Venezuela,South America,8,8
2026-01-12,South America,Colombia,Iran,Asia,10,10
2026-01-12,South America,Brazil,Colombia,South America,7,6
2026-01-12,South America,Colombia,Sweden,Europe,8,7
2026-01-12,South America,Peru,Sweden,Europe,34,20
2026-01-12,South America,Uruguay,Venezuela,South America,7,5
2026-01-12,South America,Chile,Iran,Asia,0,0
2026-01-12,South America,Colombia,Iran,Asia,2,1
2026-01-12,South America,Colombia,United States,North America,2,1
2026-01-12,South America,Argentina,Argentina,South America,10,3
2026-01-12,South America,Brazil,Brazil,South America,72,62
2026-01-12,South America,Chile,Venezuela,South America,13,11
2026-01-12,South America,Uruguay,United States,North America,8,8
2026-01-12,South America,Bolivia,Venezuela,South America,4,4
2026-01-12,South America,Argentina,Mexico,North America,8,6
2026-01-12,South America,Brazil,Brazil,South America,0,0
2026-01-12,South America,Venezuela,Venezuela,South America,100,75
2026-01-12,South America,Peru,Sweden,Europe,4,3
2026-01-12,South America,Suriname,Iran,Asia,1,1
2026-01-12,South America,Peru,Peru,South America,34,18
2026-01-12,South America,Argentina,Venezuela,South America,64,55
2026-01-12,South America,Peru,Iran,Asia,32,15
2026-01-12,South America,Ecuador,Iran,Asia,2,2
2026-01-12,South America,Bolivia,Iran,Asia,3,3
2026-01-12,South America,Peru,Iran,Asia,1,1
2026-01-12,South America,Venezuela,Venezuela,South America,7,6
2026-01-12,South America,Venezuela,United States,North America,45,38
2026-01-12,South America,Argentina,Mexico,North America,10,8
2026-01-12,South America,Uruguay,Venezuela,South America,9,9
2026-01-12,South America,Ecuador,United States,North America,10,3
2026-01-12,South America,Ecuador,United States,North America,15,13
2026-01-12,South America,Argentina,Argentina,South America,71,55
2026-01-12,South America,Colombia,United States,North America,10,10
2026-01-12,South America,Peru,Peru,South America,182,119
2026-01-12,South America,Chile,Sweden,Europe,8,2
2026-01-12,South America,Ecuador,United States,North America,2,2
2026-01-12,South America,Argentina,Venezuela,South America,6,3
2026-01-12,South America,Peru,Brazil,South America,8,6
2026-01-12,South America,Venezuela,Iran,Asia,4,4
2026-01-12,South America,Peru,United States,North America,0,0
2026-01-12,South America,Brazil,Iran,Asia,1,1
2026-01-12,South America,Venezuela,United States,North America,7,7
2026-01-12,South America,Guyana,Venezuela,South America,3,3
2026-01-12,South America,Peru,United States,North America,6,6
2026-01-12,South America,Colombia,Colombia,South America,5,5
2026-01-12,South America,Venezuela,United States,North America,8,6
2026-01-12,South America,Guyana,Venezuela,South America,9,8
2026-01-12,South America,Brazil,Venezuela,South America,7,5
2026-01-12,South America,Ecuador,Venezuela,South America,9,9
2026-01-12,South America,Venezuela,Venezuela,South America,6,6
2026-01-12,South America,Chile,Mexico,North America,6,4
2026-01-12,South America,Chile,Argentina,South America,15,10
2026-01-12,South America,Chile,Sweden,Europe,31,30
2026-01-12,South America,Paraguay,United States,North America,2,2
2026-01-12,South America,Argentina,United States,North America,8,2
2026-01-12,South America,Peru,Venezuela,South America,0,0
2026-01-12,South America,Peru,Mexico,North America,3,3
2026-01-12,South America,Venezuela,Venezuela,South America,7,5
2026-01-12,South America,Argentina,Brazil,South America,2,2
2026-01-12,South America,Colombia,Iran,Asia,9,8
2026-01-12,South America,Brazil,Venezuela,South America,31,21
2026-01-12,South America,Argentina,Argentina,South America,151,96
2026-01-12,South America,Ecuador,United States,North America,6,4
2026-01-12,South America,Brazil,Argentina,South America,0,0
2026-01-12,South America,Suriname,United States,North America,3,3
2026-01-12,South America,Colombia,United States,North America,3,3
2026-01-12,South America,Argentina,United States,North America,5,5
2026-01-12,South America,Ecuador,Mexico,North America,5,5
2026-01-12,South America,Brazil,Mexico,North America,13,10
2026-01-12,South America,Argentina,Iran,Asia,1,1
2026-01-12,South America,Peru,Venezuela,South America,35,25
2026-01-12,South America,Venezuela,Mexico,North America,6,6
2026-01-12,South America,Peru,United States,North America,16,15
2026-01-12,South America,Argentina,Sweden,Europe,3,3
2026-01-12,South America,Guyana,United States,North America,1,1
2026-01-12,South America,Colombia,Mexico,North America,8,8
2026-01-12,South America,Bolivia,United States,North America,3,3
2026-01-12,South America,Peru,Peru,South America,0,0
2026-01-12,South America,Brazil,United States,North America,0,0
2026-01-12,South America,Argentina,Venezuela,South America,6,6
2026-01-12,South America,Argentina,Iran,Asia,5,4
2026-01-12,South America,Colombia,Venezuela,South America,28,21
2026-01-12,South America,Ecuador,Sweden,Europe,3,3
2026-01-12,South America,Guyana,United States,North America,7,6
2026-01-12,South America,Chile,Iran,Asia,12,11
2026-01-12,South America,Ecuador,Ecuador,South America,65,61
2026-01-12,South America,Brazil,United States,North America,12,11
2026-01-12,South America,Argentina,Venezuela,South America,29,24
2026-01-12,South America,Paraguay,Argentina,South America,5,5
2026-01-12,South America,Colombia,United States,North America,50,42
2026-01-12,South America,Chile,Mexico,North America,8,8
2026-01-12,South America,Colombia,Colombia,South America,4,4
2026-01-12,South America,Venezuela,Mexico,North America,6,6
2026-01-12,South America,Brazil,Iran,Asia,94,73
2026-01-12,South America,Argentina,Argentina,South America,6,5
2026-01-12,South America,Peru,Peru,South America,35,19
2026-01-12,South America,Brazil,United States,North America,41,34
2026-01-12,South America,Colombia,Venezuela,South America,68,57
2026-01-12,South America,Colombia,Venezuela,South America,5,4
2026-01-12,South America,Argentina,Iran,Asia,24,21
2026-01-12,South America,Argentina,United States,North America,2,2
2026-01-12,South America,Argentina,Mexico,North America,25,22
2026-01-12,South America,Argentina,Sweden,Europe,11,10
2026-01-12,South America,Chile,Argentina,South America,10,5
2026-01-12,South America,Argentina,Mexico,North America,10,10
2026-01-12,South America,Colombia,Iran,Asia,45,31
2026-01-12,South America,Argentina,Colombia,South America,5,5
2026-01-12,South America,Paraguay,Iran,Asia,7,7
2026-01-12,South America,Guyana,United States,North America,3,3
2026-01-12,South America,Brazil,Venezuela,South America,40,27
2026-01-12,South America,Brazil,Brazil,South America,146,110
2026-01-12,South America,Suriname,Iran,Asia,9,7
2026-01-12,South America,Chile,Argentina,South America,3,3
2026-01-12,South America,Brazil,Venezuela,South America,1,1
2026-01-12,South America,Chile,Venezuela,South America,6,3
2026-01-12,South America,Venezuela,Colombia,South America,13,12
2026-01-12,South America,Brazil,Brazil,South America,4,4
2026-01-12,South America,Argentina,Argentina,South America,4,4
2026-01-12,South America,Guyana,Mexico,North America,2,2
2026-01-12,South America,Suriname,Iran,Asia,1,1
2026-01-12,South America,Argentina,United States,North America,8,8
2026-01-12,South America,Argentina,Argentina,South America,12,7
2026-01-12,South America,Argentina,United States,North America,5,3
2026-01-12,South America,Brazil,Iran,Asia,3,3
2026-01-12,South America,Brazil,Mexico,North America,2,2
2026-01-12,South America,Argentina,United States,North America,3,3
2026-01-12,South America,Colombia,Iran,Asia,0,0
2026-01-12,South America,Brazil,Iran,Asia,4,3
2026-01-12,South America,Colombia,United States,North America,21,7
2026-01-12,South America,Venezuela,Argentina,South America,0,0
2026-01-12,South America,Chile,Venezuela,South America,6,6
2026-01-12,South America,Colombia,Colombia,South America,99,78
2026-01-12,South America,Peru,Peru,South America,21,8
2026-01-12,South America,Colombia,Sweden,Europe,13,9
2026-01-12,South America,Peru,Venezuela,South America,10,9
2026-01-12,South America,Venezuela,Venezuela,South America,5,5
2026-01-12,South America,Bolivia,Iran,Asia,0,0
2026-01-12,South America,Colombia,Brazil,South America,6,6
2026-01-12,South America,Peru,Venezuela,South America,49,26
2026-01-12,South America,Uruguay,Iran,Asia,5,5
2026-01-12,South America,Peru,Iran,Asia,6,6
2026-01-12,South America,Colombia,Venezuela,South America,5,5
2026-01-12,South America,Brazil,Brazil,South America,656,418
2026-01-12,South America,Brazil,United States,North America,8,5
2026-01-12,South America,Venezuela,United States,North America,21,17
2026-01-12,South America,Venezuela,Sweden,Europe,4,3
2026-01-12,South America,Bolivia,Sweden,Europe,12,11
2026-01-12,South America,Peru,Iran,Asia,8,8
2026-01-12,South America,Argentina,Sweden,Europe,26,18
2026-01-12,South America,Chile,Peru,South America,1,1
2026-01-12,South America,Venezuela,Colombia,South America,7,7
2026-01-12,South America,Ecuador,Sweden,Europe,11,11
2026-01-12,South America,Argentina,United States,North America,28,25
2026-01-12,South America,Argentina,Brazil,South America,14,10
2026-01-12,South America,Peru,Mexico,North America,9,4
2026-01-12,South America,Paraguay,United States,North America,9,9
2026-01-12,South America,Brazil,Brazil,South America,3,3
2026-01-12,South America,Peru,Colombia,South America,6,4
2026-01-12,South America,Argentina,Venezuela,South America,9,7
2026-01-12,South America,Venezuela,Venezuela,South America,8,7
2026-01-12,South America,Suriname,Iran,Asia,0,0
2026-01-12,South America,Venezuela,Iran,Asia,26,20
2026-01-12,South America,Chile,Iran,Asia,27,22
2026-01-12,South America,Ecuador,Ecuador,South America,16,14
2026-01-12,South America,Venezuela,Iran,Asia,20,14
2026-01-12,South America,Chile,United States,North America,12,6
2026-01-12,South America,Argentina,Argentina,South America,4,2
2026-01-12,South America,Argentina,Venezuela,South America,10,4
2026-01-12,South America,Brazil,United States,North America,2,2
2026-01-12,South America,Colombia,Venezuela,South America,7,5
2026-01-12,South America,Venezuela,Peru,South America,8,4
2026-01-12,South America,Venezuela,United States,North America,11,10
2026-01-12,South America,Brazil,Venezuela,South America,65,43
2026-01-12,South America,Uruguay,Sweden,Europe,3,3
2026-01-12,South America,Chile,United States,North America,27,24
2026-01-12,South America,Brazil,Mexico,North America,5,3
2026-01-12,South America,Brazil,Venezuela,South America,16,8
2026-01-12,South America,Bolivia,United States,North America,2,2
2026-01-12,South America,Ecuador,Iran,Asia,11,8
2026-01-12,South America,Brazil,Brazil,South America,6,6
2026-01-12,South America,Colombia,Venezuela,South America,34,30
2026-01-12,South America,Argentina,Brazil,South America,4,4
2026-01-05,South America,Chile,Iran,Asia,2,2
2026-01-05,South America,Brazil,Spain,Europe,0,0
2026-01-05,South America,Peru,Peru,South America,165,95
2026-01-05,South America,Argentina,Argentina,South America,50,35
2026-01-05,South America,Peru,Sweden,Europe,21,19
2026-01-05,South America,Peru,Russia,Europe,16,6
2026-01-05,South America,Brazil,Venezuela,South America,12,12
2026-01-05,South America,Colombia,Colombia,South America,17,14
2026-01-05,South America,Peru,Peru,South America,20,17
2026-01-05,South America,Argentina,Venezuela,South America,2,2
2026-01-05,South America,Argentina,Colombia,South America,10,7
2026-01-05,South America,Colombia,Brazil,South America,4,4
2026-01-05,South America,Guyana,United States,North America,5,5
2026-01-05,South America,Colombia,Colombia,South America,1,1
2026-01-05,South America,Venezuela,Brazil,South America,12,9
2026-01-05,South America,Peru,Spain,Europe,0,0
2026-01-05,South America,Brazil,Russia,Europe,11,8
2026-01-05,South America,Brazil,Spain,Europe,2,2
2026-01-05,South America,Argentina,United States,North America,6,5
2026-01-05,South America,Peru,Colombia,South America,4,3
2026-01-05,South America,Venezuela,United States,North America,39,33
2026-01-05,South America,Argentina,Russia,Europe,6,5
2026-01-05,South America,Colombia,United States,North America,1,1
2026-01-05,South America,Suriname,United States,North America,9,9
2026-01-05,South America,Brazil,Brazil,South America,7,5
2026-01-05,South America,Brazil,Venezuela,South America,1,1
2026-01-05,South America,Uruguay,Brazil,South America,4,4
2026-01-05,South America,Chile,Russia,Europe,3,3
2026-01-05,South America,Chile,United States,North America,29,26
2026-01-05,South America,Brazil,Brazil,South America,1,1
2026-01-05,South America,Brazil,Colombia,South America,0,0
2026-01-05,South America,Chile,Venezuela,South America,29,25
2026-01-05,South America,Brazil,Venezuela,South America,122,96
2026-01-05,South America,Brazil,Iran,Asia,37,27
2026-01-05,South America,Venezuela,Peru,South America,5,5
2026-01-05,South America,Brazil,Venezuela,South America,7,7
2026-01-05,South America,Peru,Venezuela,South America,5,5
2026-01-05,South America,Bolivia,United States,North America,4,4
2026-01-05,South America,Bolivia,Iran,Asia,4,4
2026-01-05,South America,Brazil,Iran,Asia,0,0
2026-01-05,South America,Ecuador,Spain,Europe,4,4
2026-01-05,South America,Brazil,Russia,Europe,8,5
2026-01-05,South America,Colombia,Russia,Europe,0,0
2026-01-05,South America,Brazil,Venezuela,South America,53,39
2026-01-05,South America,Venezuela,Russia,Europe,3,3
2026-01-05,South America,Brazil,Iran,Asia,6,6
2026-01-05,South America,Venezuela,Venezuela,South America,150,111
2026-01-05,South America,Colombia,Venezuela,South America,6,6
2026-01-05,South America,Venezuela,Russia,Europe,5,5
2026-01-05,South America,Argentina,Argentina,South America,4,4
2026-01-05,South America,Brazil,United States,North America,3,3
2026-01-05,South America,Argentina,Venezuela,South America,7,7
2026-01-05,South America,Suriname,Venezuela,South America,8,8
2026-01-05,South America,Colombia,Iran,Asia,4,4
2026-01-05,South America,Argentina,Argentina,South America,8,7
2026-01-05,South America,Argentina,Argentina,South America,4,4
2026-01-05,South America,Venezuela,Sweden,Europe,3,3
2026-01-05,South America,Venezuela,Sweden,Europe,14,13
2026-01-05,South America,Uruguay,Sweden,Europe,8,8
2026-01-05,South America,Colombia,Venezuela,South America,116,78
2026-01-05,South America,Ecuador,United States,North America,5,3
2026-01-05,South America,Brazil,Colombia,South America,10,6
2026-01-05,South America,Venezuela,Russia,Europe,0,0
2026-01-05,South America,Chile,United States,North America,4,4
2026-01-05,South America,Colombia,United States,North America,2,2
2026-01-05,South America,Venezuela,United States,North America,7,7
2026-01-05,South America,Brazil,United States,North America,41,35
2026-01-05,South America,Brazil,United States,North America,15,12
2026-01-05,South America,Chile,Spain,Europe,3,3
2026-01-05,South America,Colombia,Venezuela,South America,143,130
2026-01-05,South America,Bolivia,Venezuela,South America,13,12
2026-01-05,South America,Colombia,Colombia,South America,226,186
2026-01-05,South America,Peru,Iran,Asia,3,3
2026-01-05,South America,Guyana,United States,North America,8,8
2026-01-05,South America,Brazil,Brazil,South America,3,3
2026-01-05,South America,Peru,Spain,Europe,7,4
2026-01-05,South America,Venezuela,United States,North America,3,3
2026-01-05,South America,Argentina,Spain,Europe,5,5
2026-01-05,South America,Paraguay,Venezuela,South America,19,17
2026-01-05,South America,Paraguay,Brazil,South America,5,5
2026-01-05,South America,Venezuela,Venezuela,South America,4,4
2026-01-05,South America,Venezuela,Brazil,South America,5,5
2026-01-05,South America,Paraguay,Iran,Asia,3,2
2026-01-05,South America,Brazil,Brazil,South America,3,3
2026-01-05,South America,Colombia,Sweden,Europe,11,11
2026-01-05,South America,Argentina,Sweden,Europe,5,5
2026-01-05,South America,Brazil,Colombia,South America,17,15
2026-01-05,South America,Argentina,Venezuela,South America,8,8
2026-01-05,South America,Ecuador,Spain,Europe,6,6
2026-01-05,South America,Brazil,Spain,Europe,1,1
2026-01-05,South America,Chile,Sweden,Europe,3,3
2026-01-05,South America,Paraguay,Iran,Asia,6,4
2026-01-05,South America,Venezuela,United States,North America,13,10
2026-01-05,South America,Argentina,Argentina,South America,17,14
2026-01-05,South America,Brazil,Iran,Asia,6,1
2026-01-05,South America,Peru,Venezuela,South America,1,1
2026-01-05,South America,Peru,Peru,South America,1,1
2026-01-05,South America,Brazil,Russia,Europe,8,6
2026-01-05,South America,Colombia,Venezuela,South America,6,5
2026-01-05,South America,Brazil,Venezuela,South America,70,50
2026-01-05,South America,Argentina,Venezuela,South America,13,11
2026-01-05,South America,Colombia,Spain,Europe,2,2
2026-01-05,South America,Colombia,Sweden,Europe,4,4
2026-01-05,South America,Guyana,Venezuela,South America,2,2
2026-01-05,South America,Guyana,Venezuela,South America,4,4
2026-01-05,South America,Chile,Sweden,Europe,24,21
2026-01-05,South America,Argentina,Argentina,South America,222,169
2026-01-05,South America,Venezuela,Venezuela,South America,4,3
2026-01-05,South America,Argentina,Sweden,Europe,3,3
2026-01-05,South America,Brazil,Venezuela,South America,1,1
2026-01-05,South America,Chile,Colombia,South America,7,4
2026-01-05,South America,Argentina,Russia,Europe,18,15
2026-01-05,South America,Colombia,Colombia,South America,6,6
2026-01-05,South America,Chile,Argentina,South America,5,4
2026-01-05,South America,Peru,Iran,Asia,0,0
2026-01-05,South America,Venezuela,Spain,Europe,10,8
2026-01-05,South America,Brazil,Venezuela,South America,133,72
2026-01-05,South America,Argentina,Sweden,Europe,25,20
2026-01-05,South America,Venezuela,Venezuela,South America,2,2
2026-01-05,South America,Uruguay,Venezuela,South America,14,12
2026-01-05,South America,Argentina,Argentina,South America,85,69
2026-01-05,South America,Colombia,United States,North America,9,8
2026-01-05,South America,Brazil,Venezuela,South America,3,1
2026-01-05,South America,Venezuela,Venezuela,South America,11,9
2026-01-05,South America,Argentina,Venezuela,South America,10,10
2026-01-05,South America,Chile,Venezuela,South America,4,4
2026-01-05,South America,Brazil,United States,North America,7,1
2026-01-05,South America,Ecuador,Venezuela,South America,14,12
2026-01-05,South America,Brazil,Russia,Europe,3,3
2026-01-05,South America,Colombia,Colombia,South America,7,7
2026-01-05,South America,Argentina,Colombia,South America,1,1
2026-01-05,South America,Peru,Peru,South America,6,2
2026-01-05,South America,Suriname,United States,North America,7,6
2026-01-05,South America,Paraguay,Sweden,Europe,9,9
2026-01-05,South America,Brazil,Brazil,South America,16,14
2026-01-05,South America,Argentina,Spain,Europe,25,16
2026-01-05,South America,Paraguay,Argentina,South America,4,3
2026-01-05,South America,Brazil,Venezuela,South America,32,21
2026-01-05,South America,Argentina,Venezuela,South America,1,1
2026-01-05,South America,Colombia,Sweden,Europe,48,41
2026-01-05,South America,Brazil,Venezuela,South America,12,12
2026-01-05,South America,Argentina,Brazil,South America,21,19
2026-01-05,South America,Colombia,Spain,Europe,5,3
2026-01-05,South America,Peru,Venezuela,South America,4,3
2026-01-05,South America,Peru,Colombia,South America,3,2
2026-01-05,South America,Argentina,Venezuela,South America,3,3
2026-01-05,South America,Brazil,Iran,Asia,1,1
2026-01-05,South America,Venezuela,United States,North America,13,10
2026-01-05,South America,Argentina,Russia,Europe,3,3
2026-01-05,South America,Venezuela,Spain,Europe,3,3
2026-01-05,South America,Paraguay,Venezuela,South America,5,5
2026-01-05,South America,Chile,United States,North America,9,8
2026-01-05,South America,Paraguay,Colombia,South America,3,3
2026-01-05,South America,Peru,United States,North America,2,2
2026-01-05,South America,Colombia,Colombia,South America,15,13
2026-01-05,South America,Argentina,Brazil,South America,2,2
2026-01-05,South America,Venezuela,Venezuela,South America,1,1
2026-01-05,South America,Argentina,Venezuela,South America,17,16
2026-01-05,South America,Chile,Argentina,South America,3,3
2026-01-05,South America,Brazil,Russia,Europe,2,2
2026-01-05,South America,Peru,Peru,South America,17,15
2026-01-05,South America,Brazil,United States,North America,93,73
2026-01-05,South America,Ecuador,Venezuela,South America,29,22
2026-01-05,South America,Argentina,Russia,Europe,0,0
2026-01-05,South America,Brazil,Venezuela,South America,5,4
2026-01-05,South America,Argentina,Colombia,South America,0,0
2026-01-05,South America,Brazil,Brazil,South America,4,4
2026-01-05,South America,Colombia,Brazil,South America,11,8
2026-01-05,South America,Argentina,Venezuela,South America,166,119
2026-01-05,South America,Argentina,Colombia,South America,1,1
2026-01-05,South America,Venezuela,Iran,Asia,6,5
2026-01-05,South America,Colombia,Russia,Europe,2,2
2026-01-05,South America,Colombia,Iran,Asia,17,16
2026-01-05,South America,Brazil,United States,North America,0,0
2026-01-05,South America,Ecuador,Venezuela,South America,31,29
2026-01-05,South America,Argentina,Spain,Europe,11,4
2026-01-05,South America,Colombia,United States,North America,13,8
2026-01-05,South America,Argentina,Iran,Asia,15,10
2026-01-05,South America,Chile,Venezuela,South America,4,4
2026-01-05,South America,Chile,United States,North America,5,5
2026-01-05,South America,Argentina,Brazil,South America,13,11
2026-01-05,South America,Venezuela,Colombia,South America,4,4
2026-01-05,South America,Guyana,Venezuela,South America,9,9
2026-01-05,South America,Peru,Colombia,South America,14,10
2026-01-05,South America,Peru,United States,North America,8,7
2026-01-05,South America,Colombia,Iran,Asia,1,1
2026-01-05,South America,Argentina,Brazil,South America,20,15
2026-01-05,South America,Argentina,Russia,Europe,50,28
2026-01-05,South America,Brazil,Spain,Europe,2,2
2026-01-05,South America,Brazil,Russia,Europe,19,12
2026-01-05,South America,Argentina,Sweden,Europe,28,18
2026-01-05,South America,Colombia,Russia,Europe,6,5
2026-01-05,South America,Colombia,Venezuela,South America,8,7
2026-01-05,South America,Chile,Venezuela,South America,42,36
2026-01-05,South America,Ecuador,United States,North America,11,11
2026-01-05,South America,Argentina,United States,North America,9,7
2026-01-05,South America,Venezuela,Venezuela,South America,11,11
2026-01-05,South America,Colombia,United States,North America,19,18
2026-01-05,South America,Bolivia,Iran,Asia,7,6
2026-01-05,South America,Ecuador,Sweden,Europe,16,15
2026-01-05,South America,Venezuela,Colombia,South America,10,7
2026-01-05,South America,Guyana,United States,North America,27,26
2026-01-05,South America,Peru,Russia,Europe,13,4
2026-01-05,South America,Guyana,Venezuela,South America,15,14
2026-01-05,South America,Colombia,Venezuela,South America,7,4
2026-01-05,South America,Colombia,Colombia,South America,10,9
2026-01-05,South America,Brazil,Brazil,South America,161,112
2026-01-05,South America,Brazil,Brazil,South America,14,10
2026-01-05,South America,Colombia,Sweden,Europe,5,5
2026-01-05,South America,Argentina,Iran,Asia,8,6
2026-01-05,South America,Chile,United States,North America,5,5
2026-01-05,South America,Colombia,Colombia,South America,6,6
2026-01-05,South America,Venezuela,Spain,Europe,25,17
2026-01-05,South America,Venezuela,Venezuela,South America,8,7
2026-01-05,South America,Peru,Sweden,Europe,5,5
2026-01-05,South America,Argentina,Venezuela,South America,1,1
2026-01-05,South America,Guyana,United States,North America,13,13
2026-01-05,South America,Peru,Russia,Europe,16,4
2026-01-05,South America,Brazil,Russia,Europe,35,17
2026-01-05,South America,Argentina,United States,North America,3,3
2026-01-05,South America,Peru,Argentina,South America,10,6
2026-01-05,South America,Argentina,United States,North America,108,93
2026-01-05,South America,Chile,Peru,South America,4,4
2026-01-05,South America,Colombia,United States,North America,3,3
2026-01-05,South America,Ecuador,Colombia,South America,10,10
2026-01-05,South America,Peru,Venezuela,South America,0,0
2026-01-05,South America,Argentina,United States,North America,9,8
2026-01-05,South America,Brazil,Iran,Asia,3,3
2026-01-05,South America,Brazil,Venezuela,South America,0,0
2026-01-05,South America,Colombia,Colombia,South America,7,5
2026-01-05,South America,Peru,United States,North America,10,9
2026-01-05,South America,Venezuela,Russia,Europe,6,5
2026-01-05,South America,Brazil,Venezuela,South America,2,2
